complex,name,genes,source
EG10916-MONOMER,EG10916-MONOMER,b3311(),Sync
G7713-MONOMER,G7713-MONOMER,b3344(),Sync
EG10900-MONOMER,EG10900-MONOMER,b0911(),Sync
EG12433-MONOMER,EG12433-MONOMER,b1269(),Sync
EG10877-MONOMER,EG10877-MONOMER,b3313(),Sync
EG11779-MONOMER,EG11779-MONOMER,b2960(),Sync
EG10215-MONOMER,EG10215-MONOMER,b3162(),Sync
EG11085-MONOMER,EG11085-MONOMER,b0082(),Sync
EG10343-MONOMER,EG10343-MONOMER,b3465(),Sync
EG12443-MONOMER,EG12443-MONOMER,b2959(),Sync
G7641-MONOMER,G7641-MONOMER,b3146(),Sync
EG10913-MONOMER,EG10913-MONOMER,b3307(),Sync
G6991-MONOMER,G6991-MONOMER,b1807(),Sync
EG10890-MONOMER,EG10890-MONOMER,b1089(),Sync
EG11538-MONOMER,EG11538-MONOMER,b2575(),Sync
EG10874-MONOMER,EG10874-MONOMER,b3231(),Sync
G7452-MONOMER,G7452-MONOMER,b2794(),Sync
G7319-MONOMER,G7319-MONOMER,b2511(),Sync
G6675-MONOMER,G6675-MONOMER,b1344(),Sync
EG11231-MONOMER,EG11231-MONOMER,b1717(),Sync
EG10910-MONOMER,EG10910-MONOMER,b3297(),Sync
EG10887-MONOMER,EG10887-MONOMER,b3312(),Sync
EG10871-MONOMER,EG10871-MONOMER,b3985(),Sync
EG11361-MONOMER,EG11361-MONOMER,b2064(),Sync
UDPNACETYLGLUCOSAMACYLTRANS-MONOMER,UDPNACETYLGLUCOSAMACYLTRANS-MONOMER,b0181(),Sync
L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER,L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER,b3729(),Sync
EG12274-MONOMER,EG12274-MONOMER,b3561(),Sync
G7842-MONOMER,G7842-MONOMER,b4162(),Sync
G7459-MONOMER,G7459-MONOMER,b2830(),Sync
NAG1P-URIDYLTRANS-MONOMER,NAG1P-URIDYLTRANS-MONOMER,b3730(),Sync
G7629-MONOMER,G7629-MONOMER,b3130(),Sync
EG11923-MONOMER,EG11923-MONOMER,b4026(),Sync
G7830-MONOMER,G7830-MONOMER,b4128(),Sync
LIPIDADISACCHARIDESYNTH-MONOMER,LIPIDADISACCHARIDESYNTH-MONOMER,b0182(),Sync
EG11131-MONOMER,EG11131-MONOMER,b1563(),Sync
EG10316-MONOMER,EG10316-MONOMER,b0179(),Sync
EG11982-MONOMER,EG11982-MONOMER,b2035(),Sync
G7090-MONOMER,G7090-MONOMER,b2027(),Sync
DTDPGLUCDEHYDRAT-MONOMER,DTDPGLUCDEHYDRAT-MONOMER,b2041(),Sync
EG12167-MONOMER,EG12167-MONOMER,b0921(),Sync
G7118-MONOMER,G7118-MONOMER,b2081(),Sync
UDPGLUCEPIM-MONOMER,UDPGLUCEPIM-MONOMER,b0759(),Sync
EG10997-MONOMER,EG10997-MONOMER,b3706(),Sync
G7239-MONOMER,G7239-MONOMER,b2376(),Sync
G7020-MONOMER,G7020-MONOMER,b1870(),Sync
GDPMANDEHYDRA-MONOMER,GDPMANDEHYDRA-MONOMER,b2053(),Sync
GALACTURIDYLYLTRANS-MONOMER,GALACTURIDYLYLTRANS-MONOMER,b0758(),Sync
FCL-MONOMER,FCL-MONOMER,b2052(),Sync
EG11977-MONOMER,EG11977-MONOMER,b1950(),Sync
G377-MONOMER,G377-MONOMER,b1941(),Sync
EG10229-MONOMER,EG10229-MONOMER,b2321(),Sync
EG11346-MONOMER,EG11346-MONOMER,b1937(),Sync
EG11976-MONOMER,EG11976-MONOMER,b1949(),Sync
EG10938-MONOMER,EG10938-MONOMER,b0408(),Sync
YEEO-MONOMER,YEEO-MONOMER,b1985(),Sync
EG10766-MONOMER,EG10766-MONOMER,b3300(),Sync
G6885-MONOMER,G6885-MONOMER,b1645(),Sync
G6565-MONOMER,G6565-MONOMER,b1105(),Sync
MALG-MONOMER,MALG-MONOMER,b4032(),Sync
G6452-MONOMER,G6452-MONOMER,b0867(),Sync
HYCC-MONOMER,HYCC-MONOMER,b2723(),Sync
G6323-MONOMER,G6323-MONOMER,b0577(),Sync
G7346-MONOMER,G7346-MONOMER,b2562(),Sync
EG10042-MONOMER,EG10042-MONOMER,b0111(),Sync
MONOMER0-4398,MONOMER0-4398,b0586(),Sync
CYOA-MONOMER,CYOA-MONOMER,b0432(),Sync
EG11116-MONOMER,EG11116-MONOMER,b1055(),Sync
EG10106-MONOMER,EG10106-MONOMER,b3739(),Sync
G7021-MONOMER,G7021-MONOMER,b1871(),Sync
YJDE-MONOMER,YJDE-MONOMER,b4115(),Sync
XYLH-MONOMER,XYLH-MONOMER,b3568(),Sync
NUOL-MONOMER,NUOL-MONOMER,b2278(),Sync
YEIM-MONOMER,YEIM-MONOMER,b2164(),Sync
EG11902-MONOMER,EG11902-MONOMER,b3943(),Sync
EG11815-MONOMER,EG11815-MONOMER,b0996(),Sync
POTH-MONOMER,POTH-MONOMER,b0856(),Sync
BCR-MONOMER,BCR-MONOMER,b2182(),Sync
G7664-MONOMER,G7664-MONOMER,b3199(),Sync
B2845-MONOMER,B2845-MONOMER,b2845(),Sync
G7282-MONOMER,G7282-MONOMER,b2452(),Sync
EG10932-MONOMER,EG10932-MONOMER,b0724(),Sync
G7028-MONOMER,G7028-MONOMER,b1880(),Sync
POTC-MONOMER,POTC-MONOMER,b1124(),Sync
G6875-MONOMER,G6875-MONOMER,b1631(),Sync
EG10673-MONOMER,EG10673-MONOMER,b0565(),Sync
YDDQ-MONOMER,YDDQ-MONOMER,b1485(),Sync
EG10613-MONOMER,EG10613-MONOMER,b0914(),Sync
G6552-MONOMER,G6552-MONOMER,b1047(),Sync
YLID-MONOMER,YLID-MONOMER,b0832(),Sync
EG10462-MONOMER,EG10462-MONOMER,b1829(),Sync
G6267-MONOMER,G6267-MONOMER,b0491(),Sync
EG11268-MONOMER,EG11268-MONOMER,b3288(),Sync
FRUA-MONOMER,FRUA-MONOMER,b2167(),Sync
EG10260-MONOMER,EG10260-MONOMER,b0595(),Sync
YHDX-MONOMER,YHDX-MONOMER,b3269(),Sync
CYDA-MONOMER,CYDA-MONOMER,b0733(),Sync
YBAL-MONOMER,YBAL-MONOMER,b0478(),Sync
ATPF-MONOMER,ATPF-MONOMER,b3736(),Sync
YHJE-MONOMER,YHJE-MONOMER,b3523(),Sync
NUOH-MONOMER,NUOH-MONOMER,b2282(),Sync
YEHY-MONOMER,YEHY-MONOMER,b2130(),Sync
EG11886-MONOMER,EG11886-MONOMER,b1049(),Sync
G6664-MONOMER,G6664-MONOMER,b1328(),Sync
NUOM-MONOMER,NUOM-MONOMER,b2277(),Sync
G6263-MONOMER,G6263-MONOMER,b0487(),Sync
YICM-MONOMER,YICM-MONOMER,b3662(),Sync
EG12105-MONOMER,EG12105-MONOMER,b2157(),Sync
MDLB-MONOMER,MDLB-MONOMER,b0449(),Sync
EG11499-MONOMER,EG11499-MONOMER,b3184(),Sync
G7934-MONOMER,G7934-MONOMER,b4584(),Sync
MONOMER0-4142,MONOMER0-4142,b1185(),Sync
G7619-MONOMER,G7619-MONOMER,b3105(),Sync
G7052-MONOMER,G7052-MONOMER,b4496(),Sync
G7933-MONOMER,G7933-MONOMER,b4336(),Sync
G7257-MONOMER,G7257-MONOMER,b2409(),Sync
EG11295-MONOMER,EG11295-MONOMER,b3785(),Sync
G7898-MONOMER,G7898-MONOMER,b4575(),Sync
G7642-MONOMER,G7642-MONOMER,b3147(),Sync
G6638-MONOMER,G6638-MONOMER,b1284(),Sync
G6722-MONOMER,G6722-MONOMER,b4492(),Sync
EG11180-MONOMER,EG11180-MONOMER,b3291(),Sync
EG12261-MONOMER,EG12261-MONOMER,b3534(),Sync
B2740-MONOMER,B2740-MONOMER,b2740(),Sync
EG12243-MONOMER,EG12243-MONOMER,b3516(),Sync
G7557-MONOMER,G7557-MONOMER,b4658(),Sync
TRKG-MONOMER,TRKG-MONOMER,b1363(),Sync
EG11711-MONOMER,EG11711-MONOMER,b3684(),Sync
G7251-MONOMER,G7251-MONOMER,b2389(),Sync
EG11394-MONOMER,EG11394-MONOMER,b3963(),Sync
G7470-MONOMER,G7470-MONOMER,b2850(),Sync
B1828-MONOMER,B1828-MONOMER,b1828(),Sync
G6812-MONOMER,G6812-MONOMER,b1526(),Sync
G6222-MONOMER,G6222-MONOMER,b4580(),Sync
PNTA-MONOMER,PNTA-MONOMER,b1603(),Sync
EG11927-MONOMER,EG11927-MONOMER,b4038(),Sync
G6872-MONOMER,G6872-MONOMER,b1628(),Sync
EG12428-MONOMER,EG12428-MONOMER,b3782(),Sync
G7209-MONOMER,G7209-MONOMER,b4661(),Sync
EG10658-MONOMER,EG10658-MONOMER,b2477(),Sync
EG11649-MONOMER,EG11649-MONOMER,b0208(),Sync
YDCU-MONOMER,YDCU-MONOMER,b1442(),Sync
RPOC-MONOMER,RPOC-MONOMER,b3988(),Sync
G8205-MONOMER,G8205-MONOMER,b4493(),Sync
G7066-MONOMER,G7066-MONOMER,b4497(),Sync
TORS-MONOMER,TORS-MONOMER,b0993(),Sync
EG10530-MONOMER,EG10530-MONOMER,b2568(),Sync
EG11013-MONOMER,EG11013-MONOMER,b1274(),Sync
G7904-MONOMER,G7904-MONOMER,b4623(),Sync
YBHR-MONOMER,YBHR-MONOMER,b0792(),Sync
EG10845-MONOMER,EG10845-MONOMER,b3783(),Sync
G6926-MONOMER,G6926-MONOMER,b4494(),Sync
ATPD-MONOMER,ATPD-MONOMER,b3732(),Sync
EG10667-MONOMER,EG10667-MONOMER,b3982(),Sync
GATC-MONOMER,GATC-MONOMER,b2092(),Sync
G7416-MONOMER,G7416-MONOMER,b2735(),Sync
G7585-MONOMER,G7585-MONOMER,b3046(),Sync
G6255-MONOMER,G6255-MONOMER,b0465(),Sync
EG11544-MONOMER,EG11544-MONOMER,b3512(),Sync
G6609-MONOMER,G6609-MONOMER,b4491(),Sync
EG10003-MONOMER,EG10003-MONOMER,b2413(),Sync
G7727-MONOMER,G7727-MONOMER,b3375(),Sync
EG12227-MONOMER,EG12227-MONOMER,b4660(),Sync
FHUB-MONOMER,FHUB-MONOMER,b0153(),Sync
G6274-MONOMER,G6274-MONOMER,b0504(),Sync
G7476-MONOMER,G7476-MONOMER,b2856(),Sync
MONOMER0-2682,MONOMER0-2682,b4544(),Sync
EG12289-MONOMER,EG12289-MONOMER,b3585(),Sync
G6298-MONOMER,G6298-MONOMER,b0542(),Sync
DMSB-MONOMER,DMSB-MONOMER,b0895(),Sync
EG12108-MONOMER,EG12108-MONOMER,b2709(),Sync
EG11986-MONOMER,EG11986-MONOMER,b4571(),Sync
EG10167-MONOMER,EG10167-MONOMER,b0598(),Sync
EG11785-MONOMER,EG11785-MONOMER,b2577(),Sync
G7389-MONOMER,G7389-MONOMER,b4462(),Sync
YJIO-MONOMER,YJIO-MONOMER,b4337(),Sync
G6247-MONOMER,G6247-MONOMER,b0447(),Sync
G6130-MONOMER,G6130-MONOMER,b4587(),Sync
EG12246-MONOMER,EG12246-MONOMER,b3520(),Sync
EG11092-MONOMER,EG11092-MONOMER,b0240(),Sync
EG11721-MONOMER,EG11721-MONOMER,b3711(),Sync
EG12137-MONOMER,EG12137-MONOMER,b0192(),Sync
EG10899-MONOMER,EG10899-MONOMER,b3649(),Sync
G7075-MONOMER,G7075-MONOMER,b4582(),Sync
NIKB-MONOMER,NIKB-MONOMER,b3477(),Sync
EG10292-MONOMER,EG10292-MONOMER,b4292(),Sync
G7907-MONOMER,G7907-MONOMER,b4286(),Sync
YIIP-MONOMER,YIIP-MONOMER,b3915(),Sync
G7924-MONOMER,G7924-MONOMER,b4327(),Sync
G7043-MONOMER,G7043-MONOMER,b4495(),Sync
YICJ-MONOMER,YICJ-MONOMER,b3657(),Sync
G6814-MONOMER,G6814-MONOMER,b1540(),Sync
G7671-MONOMER,G7671-MONOMER,b4569(),Sync
G6602-MONOMER,G6602-MONOMER,b1162(),Sync
G6692-MONOMER,G6692-MONOMER,b4570(),Sync
EG11479-MONOMER,EG11479-MONOMER,b3839(),Sync
G7088-MONOMER,G7088-MONOMER,b2015(),Sync
EG12238-MONOMER,EG12238-MONOMER,b3504(),Sync
APPB-MONOMER,APPB-MONOMER,b0979(),Sync
G6789-MONOMER,G6789-MONOMER,b1499(),Sync
G7479-MONOMER,G7479-MONOMER,b2859(),Sync
G7849-MONOMER,G7849-MONOMER,b4184(),Sync
G6175-MONOMER,G6175-MONOMER,b0305(),Sync
G6316-MONOMER,G6316-MONOMER,b0562(),Sync
YHFC-MONOMER,YHFC-MONOMER,b3364(),Sync
EG11913-MONOMER,EG11913-MONOMER,b3954(),Sync
EG12051-MONOMER,EG12051-MONOMER,b2190(),Sync
G7609-MONOMER,G7609-MONOMER,b3095(),Sync
YGAY-MONOMER,YGAY-MONOMER,b2681(),Sync
EG11123-MONOMER,EG11123-MONOMER,b1255(),Sync
EG11014-MONOMER,EG11014-MONOMER,b1763(),Sync
G6214-MONOMER,G6214-MONOMER,b4579(),Sync
YPHD-MONOMER,YPHD-MONOMER,b2546(),Sync
EG10893-MONOMER,EG10893-MONOMER,b3295(),Sync
EG11780-MONOMER,EG11780-MONOMER,b4696(),Sync
EG11011-MONOMER,EG11011-MONOMER,b0738(),Sync
G7854-MONOMER,G7854-MONOMER,b4191(),Sync
G8221-MONOMER,G8221-MONOMER,b4488(),Sync
B2322-MONOMER,B2322-MONOMER,b2322(),Sync
G7488-MONOMER,G7488-MONOMER,b2869(),Sync
G7155-MONOMER,G7155-MONOMER,b4500(),Sync
B1791-MONOMER,B1791-MONOMER,b1791(),Sync
G6737-MONOMER,G6737-MONOMER,b1422(),Sync
PHOQ-MONOMER,PHOQ-MONOMER,b1129(),Sync
EG12341-MONOMER,EG12341-MONOMER,b2572(),Sync
G6673-MONOMER,G6673-MONOMER,b1341(),Sync
NARX-MONOMER,NARX-MONOMER,b1222(),Sync
G6658-MONOMER,G6658-MONOMER,b1320(),Sync
YCJP-MONOMER,YCJP-MONOMER,b1312(),Sync
EG12031-MONOMER,EG12031-MONOMER,b2163(),Sync
KEFC-MONOMER,KEFC-MONOMER,b0047(),Sync
EG10442-MONOMER,EG10442-MONOMER,b1508(),Sync
G7936-MONOMER,G7936-MONOMER,b4340(),Sync
ATPA-MONOMER,ATPA-MONOMER,b3734(),Sync
G7245-MONOMER,G7245-MONOMER,b2382(),Sync
ANGLYC3PDEHYDROGSUBUNITC-MONOMER,ANGLYC3PDEHYDROGSUBUNITC-MONOMER,b2243(),Sync
G6628-MONOMER,G6628-MONOMER,b1201(),Sync
G7890-MONOMER,G7890-MONOMER,b4263(),Sync
B0427-MONOMER,B0427-MONOMER,b0427(),Sync
EG12242-MONOMER,EG12242-MONOMER,b3515(),Sync
FEPD-MONOMER,FEPD-MONOMER,b0590(),Sync
EG11707-MONOMER,EG11707-MONOMER,b3680(),Sync
G7718-MONOMER,G7718-MONOMER,b3353(),Sync
G7912-MONOMER,G7912-MONOMER,b4299(),Sync
DIACYLGLYKIN-MONOMER,DIACYLGLYKIN-MONOMER,b4042(),Sync
G7563-MONOMER,G7563-MONOMER,b3010(),Sync
G7566-MONOMER,G7566-MONOMER,b3013(),Sync
G7133-MONOMER,G7133-MONOMER,b2101(),Sync
CELB-MONOMER,CELB-MONOMER,b1737(),Sync
G6799-MONOMER,G6799-MONOMER,b1512(),Sync
G7483-MONOMER,G7483-MONOMER,b2863(),Sync
YJHB-MONOMER,YJHB-MONOMER,b4279(),Sync
G6467-MONOMER,G6467-MONOMER,b0900(),Sync
EG12434-MONOMER,EG12434-MONOMER,b3055(),Sync
YDJE-MONOMER,YDJE-MONOMER,b1769(),Sync
G6181-MONOMER,G6181-MONOMER,b0316(),Sync
G7355-MONOMER,G7355-MONOMER,b2611(),Sync
EG12220-MONOMER,EG12220-MONOMER,b3474(),Sync
EG12214-MONOMER,EG12214-MONOMER,b3468(),Sync
G7191-MONOMER,G7191-MONOMER,b2299(),Sync
CCMC-MONOMER,CCMC-MONOMER,b2199(),Sync
RPOB-MONOMER,RPOB-MONOMER,b3987(),Sync
EG11948-MONOMER,EG11948-MONOMER,b4074(),Sync
G7518-MONOMER,G7518-MONOMER,b2921(),Sync
G7045-MONOMER,G7045-MONOMER,b1952(),Sync
FDOI-MONOMER,FDOI-MONOMER,b3892(),Sync
EG11594-MONOMER,EG11594-MONOMER,b0629(),Sync
EG11683-MONOMER,EG11683-MONOMER,b3646(),Sync
EG11739-MONOMER,EG11739-MONOMER,b0569(),Sync
EG11212-MONOMER,EG11212-MONOMER,b4178(),Sync
G6930-MONOMER,G6930-MONOMER,b1725(),Sync
ATOS-MONOMER,ATOS-MONOMER,b2219(),Sync
EG10666-MONOMER,EG10666-MONOMER,b0416(),Sync
EG11290-MONOMER,EG11290-MONOMER,b2152(),Sync
G7348-MONOMER,G7348-MONOMER,b2571(),Sync
G6772-MONOMER,G6772-MONOMER,b1471(),Sync
EG10145-MONOMER,EG10145-MONOMER,b4400(),Sync
EG11838-MONOMER,EG11838-MONOMER,b3872(),Sync
G6640-MONOMER,G6640-MONOMER,b1287(),Sync
G7808-MONOMER,G7808-MONOMER,b3838(),Sync
G6512-MONOMER,G6512-MONOMER,b0991(),Sync
YCAD-MONOMER,YCAD-MONOMER,b0898(),Sync
EG11849-MONOMER,EG11849-MONOMER,b3884(),Sync
G6253-MONOMER,G6253-MONOMER,b0458(),Sync
G7586-MONOMER,G7586-MONOMER,b3047(),Sync
G6100-MONOMER,G6100-MONOMER,b0213(),Sync
EG11096-MONOMER,EG11096-MONOMER,b0407(),Sync
G7320-MONOMER,G7320-MONOMER,b2512(),Sync
B2246-MONOMER,B2246-MONOMER,b2246(),Sync
B2076-MONOMER,B2076-MONOMER,b2076(),Sync
G7880-MONOMER,G7880-MONOMER,b4249(),Sync
PSTA-MONOMER,PSTA-MONOMER,b3726(),Sync
EG12335-MONOMER,EG12335-MONOMER,b0162(),Sync
YNJC-MONOMER,YNJC-MONOMER,b1755(),Sync
G7687-MONOMER,G7687-MONOMER,b3242(),Sync
EG11738-MONOMER,EG11738-MONOMER,b3995(),Sync
B1596-MONOMER,B1596-MONOMER,b1596(),Sync
RPOE-MONOMER,RPOE-MONOMER,b2573(),Sync
G7541-MONOMER,G7541-MONOMER,b4466(),Sync
NARI-MONOMER,NARI-MONOMER,b1227(),Sync
RPOD-MONOMER,RPOD-MONOMER,b3067(),Sync
RPOH-MONOMER,RPOH-MONOMER,b3461(),Sync
G7464-MONOMER,G7464-MONOMER,b2844(),Sync
EG10439-MONOMER,EG10439-MONOMER,b0460(),Sync
EG12378-MONOMER,EG12378-MONOMER,b1867(),Sync
G7329-MONOMER,G7329-MONOMER,b2535(),Sync
KDPB-MONOMER,KDPB-MONOMER,b0697(),Sync
EG11861-MONOMER,EG11861-MONOMER,b3897(),Sync
EG12182-MONOMER,EG12182-MONOMER,b0434(),Sync
G6361-MONOMER,G6361-MONOMER,b0658(),Sync
EG11103-MONOMER,EG11103-MONOMER,b0535(),Sync
G7179-MONOMER,G7179-MONOMER,b2272(),Sync
EG11928-MONOMER,EG11928-MONOMER,b4045(),Sync
GLNP-MONOMER,GLNP-MONOMER,b0810(),Sync
EG10044-MONOMER,EG10044-MONOMER,b1739(),Sync
G7019-MONOMER,G7019-MONOMER,b1869(),Sync
EG11605-MONOMER,EG11605-MONOMER,b3284(),Sync
EG10272-MONOMER,EG10272-MONOMER,b3005(),Sync
EG11741-MONOMER,EG11741-MONOMER,b3264(),Sync
G6902-MONOMER,G6902-MONOMER,b1674(),Sync
AQPZ-MONOMER,AQPZ-MONOMER,b0875(),Sync
EG11165-MONOMER,EG11165-MONOMER,b3038(),Sync
G6882-MONOMER,G6882-MONOMER,b1642(),Sync
G6757-MONOMER,G6757-MONOMER,b1446(),Sync
EG11514-MONOMER,EG11514-MONOMER,b3214(),Sync
G6625-MONOMER,G6625-MONOMER,b1196(),Sync
BTUC-MONOMER,BTUC-MONOMER,b1711(),Sync
PHOSPHO-OMPR-MONOMER,PHOSPHO-OMPR-MONOMER,b3405(),Sync
G6495-MONOMER,G6495-MONOMER,b0960(),Sync
YTFT-MONOMER,YTFT-MONOMER,b4230(),Sync
EG10490-MONOMER,EG10490-MONOMER,b2916(),Sync
G6192-MONOMER,G6192-MONOMER,b0327(),Sync
YADH-MONOMER,YADH-MONOMER,b0128(),Sync
EG12235-MONOMER,EG12235-MONOMER,b3501(),Sync
HISQ-MONOMER,HISQ-MONOMER,b2308(),Sync
EG12052-MONOMER,EG12052-MONOMER,b2194(),Sync
G6276-MONOMER,G6276-MONOMER,b0506(),Sync
YIHN-MONOMER,YIHN-MONOMER,b3874(),Sync
EG11969-MONOMER,EG11969-MONOMER,b3292(),Sync
G7847-MONOMER,G7847-MONOMER,b4182(),Sync
YIDY-MONOMER,YIDY-MONOMER,b3710(),Sync
YDEF-MONOMER,YDEF-MONOMER,b1534(),Sync
G7678-MONOMER,G7678-MONOMER,b3226(),Sync
G7669-MONOMER,G7669-MONOMER,b3211(),Sync
SFUB-MONOMER,SFUB-MONOMER,b0067(),Sync
EG11146-MONOMER,EG11146-MONOMER,b2405(),Sync
YIFK-MONOMER,YIFK-MONOMER,b3795(),Sync
G7536-MONOMER,G7536-MONOMER,b2969(),Sync
EG11354-MONOMER,EG11354-MONOMER,b2685(),Sync
G7326-MONOMER,G7326-MONOMER,b2531(),Sync
EG12870-MONOMER,EG12870-MONOMER,b1322(),Sync
G7705-MONOMER,G7705-MONOMER,b3327(),Sync
G7453-MONOMER,G7453-MONOMER,b2809(),Sync
FDNH-MONOMER,FDNH-MONOMER,b1475(),Sync
EG10291-MONOMER,EG10291-MONOMER,b4293(),Sync
EG12326-MONOMER,EG12326-MONOMER,b0137(),Sync
G7003-MONOMER,G7003-MONOMER,b1827(),Sync
G7315-MONOMER,G7315-MONOMER,b2504(),Sync
EG11519-MONOMER,EG11519-MONOMER,b3481(),Sync
EG12120-MONOMER,EG12120-MONOMER,b1234(),Sync
MONOMER0-143,MONOMER0-143,b2486(),Sync
G7153-MONOMER,G7153-MONOMER,b2226(),Sync
G7097-MONOMER,G7097-MONOMER,b2046(),Sync
EG11820-MONOMER,EG11820-MONOMER,b1056(),Sync
PROW-MONOMER,PROW-MONOMER,b2678(),Sync
EG12278-MONOMER,EG12278-MONOMER,b3574(),Sync
G6990-MONOMER,G6990-MONOMER,b1806(),Sync
B1657-MONOMER,B1657-MONOMER,b1657(),Sync
EG11523-MONOMER,EG11523-MONOMER,b0704(),Sync
G7913-MONOMER,G7913-MONOMER,b4300(),Sync
G6898-MONOMER,G6898-MONOMER,b1670(),Sync
YDEY-MONOMER,YDEY-MONOMER,b1514(),Sync
EG11147-MONOMER,EG11147-MONOMER,b2471(),Sync
EG12116-MONOMER,EG12116-MONOMER,b0464(),Sync
G6741-MONOMER,G6741-MONOMER,b1428(),Sync
YCFU-MONOMER,YCFU-MONOMER,b1116(),Sync
G6611-MONOMER,G6611-MONOMER,b1171(),Sync
MANX-MONOMER,MANX-MONOMER,b1817(),Sync
EG10836-MONOMER,EG10836-MONOMER,b1564(),Sync
G6450-MONOMER,G6450-MONOMER,b0865(),Sync
G6184-MONOMER,G6184-MONOMER,b0319(),Sync
HYCD-MONOMER,HYCD-MONOMER,b2722(),Sync
ACRF-MONOMER,ACRF-MONOMER,b3266(),Sync
G7954-MONOMER,G7954-MONOMER,b4402(),Sync
CYOB-MONOMER,CYOB-MONOMER,b0431(),Sync
EG11449-MONOMER,EG11449-MONOMER,b4480(),Sync
G7802-MONOMER,G7802-MONOMER,b3808(),Sync
GLTJ-MONOMER,GLTJ-MONOMER,b0654(),Sync
G7645-MONOMER,G7645-MONOMER,b3151(),Sync
EG12123-MONOMER,EG12123-MONOMER,b2289(),Sync
MONOMER0-422,MONOMER0-422,b3577(),Sync
G7522-MONOMER,G7522-MONOMER,b2940(),Sync
EG12169-MONOMER,EG12169-MONOMER,b2198(),Sync
BIOTINLIG-MONOMER,BIOTINLIG-MONOMER,b3973(),Sync
EG12703-MONOMER,EG12703-MONOMER,b1003(),Sync
NUON-MONOMER,NUON-MONOMER,b2276(),Sync
EG11966-MONOMER,EG11966-MONOMER,b4116(),Sync
G7442-MONOMER,G7442-MONOMER,b2776(),Sync
EG12288-MONOMER,EG12288-MONOMER,b3584(),Sync
EG11914-MONOMER,EG11914-MONOMER,b3955(),Sync
G6444-MONOMER,G6444-MONOMER,b0846(),Sync
G7268-MONOMER,G7268-MONOMER,b2433(),Sync
AMTB-MONOMER,AMTB-MONOMER,b0451(),Sync
G7947-MONOMER,G7947-MONOMER,b4365(),Sync
EG12035-MONOMER,EG12035-MONOMER,b2171(),Sync
EG11703-MONOMER,EG11703-MONOMER,b0463(),Sync
EG11733-MONOMER,EG11733-MONOMER,b3755(),Sync
G7132-MONOMER,G7132-MONOMER,b2100(),Sync
POTI-MONOMER,POTI-MONOMER,b0857(),Sync
EG11431-MONOMER,EG11431-MONOMER,b2398(),Sync
EG11769-MONOMER,EG11769-MONOMER,b0498(),Sync
G7467-MONOMER,G7467-MONOMER,b2847(),Sync
G6963-MONOMER,G6963-MONOMER,b1776(),Sync
EG11335-MONOMER,EG11335-MONOMER,b4390(),Sync
EG11509-MONOMER,EG11509-MONOMER,b0012(),Sync
G6606-MONOMER,G6606-MONOMER,b1166(),Sync
G6883-MONOMER,G6883-MONOMER,b1643(),Sync
YHCL-MONOMER,YHCL-MONOMER,b3227(),Sync
G6273-MONOMER,G6273-MONOMER,b0502(),Sync
EG11093-MONOMER,EG11093-MONOMER,b0389(),Sync
EG11162-MONOMER,EG11162-MONOMER,b2929(),Sync
G6729-MONOMER,G6729-MONOMER,b1410(),Sync
UGPA-MONOMER,UGPA-MONOMER,b3452(),Sync
EG11889-MONOMER,EG11889-MONOMER,b3507(),Sync
G6604-MONOMER,G6604-MONOMER,b1164(),Sync
MONOMER0-154,MONOMER0-154,b2483(),Sync
G7689-MONOMER,G7689-MONOMER,b3244(),Sync
G6441-MONOMER,G6441-MONOMER,b0843(),Sync
EG10939-MONOMER,EG10939-MONOMER,b3981(),Sync
G7571-MONOMER,G7571-MONOMER,b3021(),Sync
G6176-MONOMER,G6176-MONOMER,b0306(),Sync
EG10933-MONOMER,EG10933-MONOMER,b0721(),Sync
EG11356-MONOMER,EG11356-MONOMER,b1921(),Sync
G7037-MONOMER,G7037-MONOMER,b1918(),Sync
G6337-MONOMER,G6337-MONOMER,b0610(),Sync
EG11181-MONOMER,EG11181-MONOMER,b3337(),Sync
G6876-MONOMER,G6876-MONOMER,b1632(),Sync
G7715-MONOMER,G7715-MONOMER,b3346(),Sync
YDDR-MONOMER,YDDR-MONOMER,b1486(),Sync
EG11731-MONOMER,EG11731-MONOMER,b3746(),Sync
G7937-MONOMER,G7937-MONOMER,b4341(),Sync
EG11929-MONOMER,EG11929-MONOMER,b4046(),Sync
B1065-MONOMER,B1065-MONOMER,b1065(),Sync
G7189-MONOMER,G7189-MONOMER,b2295(),Sync
G7752-MONOMER,G7752-MONOMER,b3427(),Sync
EG10548-MONOMER,EG10548-MONOMER,b0027(),Sync
EG11111-MONOMER,EG11111-MONOMER,b0880(),Sync
G7606-MONOMER,G7606-MONOMER,b3087(),Sync
G7397-MONOMER,G7397-MONOMER,b2667(),Sync
G7505-MONOMER,G7505-MONOMER,b2886(),Sync
CYDC-MONOMER,CYDC-MONOMER,b0886(),Sync
G6569-MONOMER,G6569-MONOMER,b1111(),Sync
EG12611-MONOMER,EG12611-MONOMER,b0057(),Sync
SAPC-MONOMER,SAPC-MONOMER,b1292(),Sync
EG12431-MONOMER,EG12431-MONOMER,b1299(),Sync
G7433-MONOMER,G7433-MONOMER,b2767(),Sync
