Reaction	Metabolites	Stoichiometry
RNTR3c22	ctp_c	-1
RNTR3c22	dctp_c	1
RNTR3c22	h2o_c	1
RNTR3c22	FLAVODOXIN2-MONOMER_mod_Oxidized(1)	2
RNTR4c21	FLAVODOXIN1-MONOMER	-2
RNTR4c21	h_c	-2
RNTR4c21	utp_c	-1
RNTR4c21	dutp_c	1
RNTR4c21	h2o_c	1
RNTR4c21	FLAVODOXIN1-MONOMER_mod_Oxidized(1)	2
RNTR4c22	FLAVODOXIN2-MONOMER	-2
RNTR4c22	h_c	-2
RNTR4c22	utp_c	-1
RNTR4c22	dutp_c	1
RNTR4c22	h2o_c	1
RNTR4c22	FLAVODOXIN2-MONOMER_mod_Oxidized(1)	2
SCYSDS1	CPLX0-246_CPLX0-1342_mod_pydx5p(1)	-1
SCYSDS1	cys__L_c	-1
SCYSDS1	CPLX0-246_CPLX0-1342_mod_pydx5p(1)_mod_SH(1)	1
SCYSDS1	ala__L_c	1
S_transfer_to_IscU_mod_2Fe1S(1)	IscS_mod_pydx5p(2)_mod_SH(1)	-1
S_transfer_to_IscU_mod_2Fe1S(1)	IscU_mod_2fe1s(1)	-1
S_transfer_to_IscU_mod_2Fe1S(1)	IscS_mod_pydx5p(2)	1
S_transfer_to_IscU_mod_2Fe1S(1)	IscU_mod_2fe2s(1)	1

S_transfer_to_IscU_mod_2Fe2S(1)_mod_2Fe1S(1)	IscS_mod_pydx5p(2)_mod_SH(1)	-1
S_transfer_to_IscU_mod_2Fe2S(1)_mod_2Fe1S(1)	IscU_mod_2fe2s(1)_mod_2fe1s(1)	-1
S_transfer_to_IscU_mod_2Fe2S(1)_mod_2Fe1S(1)	IscS_mod_pydx5p(2)	1
S_transfer_to_IscU_mod_2Fe2S(1)_mod_2Fe1S(1)	IscU_mod_2fe2s(2)	1

S_transfer_to_IscU_mod_2Fe2S(1)_mod_fe2(2)	IscS_mod_pydx5p(2)_mod_SH(1)	-1
S_transfer_to_IscU_mod_2Fe2S(1)_mod_fe2(2)	IscU_mod_2fe2s(1)_mod_fe2(2)	-1
S_transfer_to_IscU_mod_2Fe2S(1)_mod_fe2(2)	IscS_mod_pydx5p(2)	1
S_transfer_to_IscU_mod_2Fe2S(1)_mod_fe2(2)	IscU_mod_2fe2s(1)_mod_2fe1s(1)	1

S_transfer_to_IscU_mod_fe2(2)	IscS_mod_pydx5p(2)_mod_SH(1)	-1
S_transfer_to_IscU_mod_fe2(2)	IscU_mod_fe2(2)	-1
S_transfer_to_IscU_mod_fe2(2)	IscS_mod_pydx5p(2)	1
S_transfer_to_IscU_mod_fe2(2)	IscU_mod_2fe1s(1)	1

S_transfer_to_SufBCD_mod_2Fe1S(1)	CPLX0-1341_mod_2fe1s(1)	-1
S_transfer_to_SufBCD_mod_2Fe1S(1)	CPLX0-246_CPLX0-1342_mod_pydx5p(1)_mod_SH(1)	-1
S_transfer_to_SufBCD_mod_2Fe1S(1)	CPLX0-1341_mod_2fe2s(1)	1
S_transfer_to_SufBCD_mod_2Fe1S(1)	CPLX0-246_CPLX0-1342_mod_pydx5p(1)	1

S_transfer_to_SufBCD_mod_2Fe2S(1)_mod_2Fe1S(1)	CPLX0-1341_mod_2fe2s(1)_mod_2fe1s(1)	-1
S_transfer_to_SufBCD_mod_2Fe2S(1)_mod_2Fe1S(1)	CPLX0-246_CPLX0-1342_mod_pydx5p(1)_mod_SH(1)	-1
S_transfer_to_SufBCD_mod_2Fe2S(1)_mod_2Fe1S(1)	CPLX0-1341_mod_2fe2s(2)	1
S_transfer_to_SufBCD_mod_2Fe2S(1)_mod_2Fe1S(1)	CPLX0-246_CPLX0-1342_mod_pydx5p(1)	1

S_transfer_to_SufBCD_mod_2Fe2S(1)_mod_fe2(2)	CPLX0-1341_mod_2fe2s(1)_mod_fe2(2)	-1
S_transfer_to_SufBCD_mod_2Fe2S(1)_mod_fe2(2)	CPLX0-246_CPLX0-1342_mod_pydx5p(1)_mod_SH(1)	-1
S_transfer_to_SufBCD_mod_2Fe2S(1)_mod_fe2(2)	CPLX0-1341_mod_2fe2s(1)_mod_2fe1s(1)	1
S_transfer_to_SufBCD_mod_2Fe2S(1)_mod_fe2(2)	CPLX0-246_CPLX0-1342_mod_pydx5p(1)	1

S_transfer_to_SufBCD_mod_fe2(2)	CPLX0-1341_mod_fe2(2)	-1
S_transfer_to_SufBCD_mod_fe2(2)	CPLX0-246_CPLX0-1342_mod_pydx5p(1)_mod_SH(1)	-1
S_transfer_to_SufBCD_mod_fe2(2)	CPLX0-1341_mod_2fe1s(1)	1
S_transfer_to_SufBCD_mod_fe2(2)	CPLX0-246_CPLX0-1342_mod_pydx5p(1)	1

SufBCD_2fe2s(2)_to_SufBCD_4fe4s(1)	CPLX0-1341_mod_2fe2s(2)	-1
SufBCD_2fe2s(2)_to_SufBCD_4fe4s(1)	CPLX0-1341_mod_4fe4s(1)	1

SufBCD_mod_2Fe2S(1)_atp_mediated_FE_loading	CPLX0-1341_mod_2fe2s(1)	-1
SufBCD_mod_2Fe2S(1)_atp_mediated_FE_loading	atp_c	-1
SufBCD_mod_2Fe2S(1)_atp_mediated_FE_loading	fe2_c	-1
SufBCD_mod_2Fe2S(1)_atp_mediated_FE_loading	CPLX0-1341_mod_2fe2s(1)_mod_fe2(1)	1
SufBCD_mod_2Fe2S(1)_atp_mediated_FE_loading	adp_c	1
SufBCD_mod_2Fe2S(1)_atp_mediated_FE_loading	pi_c	1
SufBCD_mod_2Fe2S(1)_atp_mediated_FE_loading	h2o_c	-1
SufBCD_mod_2Fe2S(1)_atp_mediated_FE_loading	h_c	1

SufBCD_mod_2Fe2S(1)_mod_fe2(1)_atp_mediated_FE_loading	CPLX0-1341_mod_2fe2s(1)_mod_fe2(1)	-1
SufBCD_mod_2Fe2S(1)_mod_fe2(1)_atp_mediated_FE_loading	atp_c	-1
SufBCD_mod_2Fe2S(1)_mod_fe2(1)_atp_mediated_FE_loading	fe2_c	-1
SufBCD_mod_2Fe2S(1)_mod_fe2(1)_atp_mediated_FE_loading	CPLX0-1341_mod_2fe2s(1)_mod_fe2(2)	1
SufBCD_mod_2Fe2S(1)_mod_fe2(1)_atp_mediated_FE_loading	adp_c	1
SufBCD_mod_2Fe2S(1)_mod_fe2(1)_atp_mediated_FE_loading	pi_c	1
SufBCD_mod_2Fe2S(1)_mod_fe2(1)_atp_mediated_FE_loading	h2o_c	-1
SufBCD_mod_2Fe2S(1)_mod_fe2(1)_atp_mediated_FE_loading	h_c	1

SufBCD_mod_fe2(1)_atp_mediated_FE_loading	CPLX0-1341_mod_fe2(1)	-1
SufBCD_mod_fe2(1)_atp_mediated_FE_loading	atp_c	-1
SufBCD_mod_fe2(1)_atp_mediated_FE_loading	fe2_c	-1
SufBCD_mod_fe2(1)_atp_mediated_FE_loading	CPLX0-1341_mod_fe2(2)	1
SufBCD_mod_fe2(1)_atp_mediated_FE_loading	adp_c	1
SufBCD_mod_fe2(1)_atp_mediated_FE_loading	pi_c	1
SufBCD_mod_fe2(1)_atp_mediated_FE_loading	h2o_c	-1
SufBCD_mod_fe2(1)_atp_mediated_FE_loading	h_c	1

SufBCDatp_mediated_FE_loading	CPLX0-1341	-1
SufBCDatp_mediated_FE_loading	atp_c	-1
SufBCDatp_mediated_FE_loading	fe2_c	-1
SufBCDatp_mediated_FE_loading	CPLX0-1341_mod_fe2(1)	1
SufBCDatp_mediated_FE_loading	adp_c	1
SufBCDatp_mediated_FE_loading	pi_c	1
SufBCDatp_mediated_FE_loading	h2o_c	-1
SufBCDatp_mediated_FE_loading	h_c	1

T2DECAI1	EG50003-MONOMER_mod_pan4p(1)_mod_tdec2e(1)	-1
T2DECAI1	EG50003-MONOMER_mod_pan4p(1)_mod_cdec3e(1)	1
TDSR11	DSBC-CPLX_mod_Oxidized(1)	-1
TDSR11	DSBD-MONOMER	-1
TDSR11	DSBC-CPLX	1
TDSR11	DSBD-MONOMER_mod_Oxidized(1)	1
TDSR21	DSBD-MONOMER	-1
TDSR21	DSBG-CPLX_mod_Oxidized(1)	-1
TDSR21	DSBD-MONOMER_mod_Oxidized(1)	1
TDSR21	DSBG-CPLX	1
THIORDXi1	RED-THIOREDOXIN-MONOMER	-1
THIORDXi1	h2o2_c	-1
THIORDXi1	RED-THIOREDOXIN-MONOMER_mod_Oxidized(1)	1
THIORDXi1	h2o_c	2
THIORDXi2	RED-THIOREDOXIN2-MONOMER	-1
THIORDXi2	h2o2_c	-1
THIORDXi2	RED-THIOREDOXIN2-MONOMER_mod_Oxidized(1)	1
THIORDXi2	h2o_c	2
THZPSN31	IscS_mod_pydx5p(2)_mod_SH(1)	-1
THZPSN31	atp_c	-1
THZPSN31	dhgly_c	-1
THZPSN31	dxyl5p_c	-1
THZPSN31	h_c	-1
THZPSN31	nadph_c	-1
THZPSN31	4mpetz_c	1
THZPSN31	IscS_mod_pydx5p(2)	1
THZPSN31	amp_c	1
THZPSN31	co2_c	1
THZPSN31	nadp_c	1
THZPSN31	ppi_c	1
THZPSN31	h2o_c	2
TRDR1	RED-THIOREDOXIN-MONOMER_mod_Oxidized(1)	-1
TRDR1	h_c	-1
TRDR1	nadph_c	-1
TRDR1	RED-THIOREDOXIN-MONOMER	1
TRDR1	nadp_c	1
TRDR2	RED-THIOREDOXIN2-MONOMER_mod_Oxidized(1)	-1
TRDR2	h_c	-1
TRDR2	nadph_c	-1
TRDR2	RED-THIOREDOXIN2-MONOMER	1
TRDR2	nadp_c	1
U23GAAT1	EG50003-MONOMER_mod_pan4p(1)_mod_3hmrs(1)	-1
U23GAAT1	u3hga_c	-1
U23GAAT1	EG50003-MONOMER_mod_pan4p(1)	1
U23GAAT1	h_c	1
U23GAAT1	u23ga_c	1
UAGAAT1	EG50003-MONOMER_mod_pan4p(1)_mod_3hmrs(1)	-1
UAGAAT1	uacgam_c	-1
UAGAAT1	EG50003-MONOMER_mod_pan4p(1)	1
UAGAAT1	u3aga_c	1

hemeD_synthesis	h2o2_c	-1
hemeD_synthesis	pheme_c	-1
hemeD_synthesis	hemed_c	1

DPM	OHMETHYLBILANESYN-MONOMER	-1
DPM	ppbng_c	-6
DPM	h2o_c	-1
DPM	h_c	-1
DPM	OHMETHYLBILANESYN-MONOMER_mod_dpm(1)	1
DPM	hmbil_c	1
DPM	nh4_c	6
