Transcription-Units	Genes of transcription unit	Direction
TU1OEB-604	USA300HOU_RS05200 // USA300HOU_RS05195 // USA300HOU_RS05190 // USA300HOU_RS05185	+
TU1OEB-595	USA300HOU_RS05090	-
TU1OEB-1820	USA300HOU_RS15230	-
TU1OEB-1658	USA300HOU_RS11540	-
TU1OEB-362	USA300HOU_RS03135	+
TU1OEB-845	USA300HOU_RS07650 // USA300HOU_RS07645	-
TU1OEB-1213	USA300HOU_RS11590	+
TU1OEB-1089	USA300HOU_RS10290	-
TU1OEB-1253	USA300HOU_RS11940 // USA300HOU_RS11935	+
TU1OEB-792	USA300HOU_RS07140	-
TU1OEB-534	USA300HOU_RS04530 // USA300HOU_RS04525	+
TU1OEB-975	USA300HOU_RS09190	-
TU1OEB-1485	USA300HOU_RS14100	-
TU1OEB-894	USA300HOU_RS08325 // USA300HOU_RS08320	-
TU1OEB-336	USA300HOU_RS02945	+
TU1OEB-621	USA300HOU_RS05425 // USA300HOU_RS05420	+
TU1OEB-451	USA300HOU_RS03895 // USA300HOU_RS03890	+
TU1OEB-342	USA300HOU_RS02985	+
TU1OEB-474	USA300HOU_RS04050	+
TU1OEB-100	USA300HOU_RS00695 // USA300HOU_RS00690 // USA300HOU_RS00685	+
TU1OEB-90	USA300HOU_RS00585	-
TU1OEB-253	USA300HOU_RS02220 // USA300HOU_RS02215 // USA300HOU_RS02210	+
TU1OEB-774	USA300HOU_RS06910	+
TU1OEB-1319	USA300HOU_RS12670 // USA300HOU_RS12665 // USA300HOU_RS15525	-
TU1OEB-1246	USA300HOU_RS15510 // USA300HOU_RS11885 // USA300HOU_RS11880 // USA300HOU_RS11875 // USA300HOU_RS11870 // USA300HOU_RS11865	-
TU1OEB-385	USA300HOU_RS03290 // USA300HOU_RS03285	-
TU1OEB-1223	USA300HOU_RS11670	-
TU1OEB-352	USA300HOU_RS03055	+
TU1OEB-1602	USA300HOU_RS13425	+
TU1OEB-895	USA300HOU_RS08330	-
TU1OEB-45	USA300HOU_RS00260	-
TU1OEB-829	USA300HOU_RS07510	-
TU1OEB-166	USA300HOU_RS14995	-
TU1OEB-840	USA300HOU_RS07610	-
TU1OEB-1502	USA300HOU_RS14215	-
TU1OEB-267	USA300HOU_RS02355 // USA300HOU_RS02350	+
TU1OEB-1829	USA300HOU_RS04645	+
TU1OEB-488	USA300HOU_RS04150 // USA300HOU_RS04145	+
TU1OEB-1506	USA300HOU_RS14255 // USA300HOU_RS14250	-
TU1OEB-449	USA300HOU_RS03875 // USA300HOU_RS03870	+
TU1OEB-99	USA300HOU_RS00680 // USA300HOU_RS00675	+
TU1OEB-972	USA300HOU_RS09160	-
TU1OEB-1520	USA300HOU_RS14360 // USA300HOU_RS14355	+
TU1OEB-66	USA300HOU_RS14960 // USA300HOU_RS00450	-
TU1OEB-603	USA300HOU_RS15235	+
TU1OEB-989	USA300HOU_RS09290 // USA300HOU_RS09285	-
TU1OEB-340	USA300HOU_RS02965	-
TU1OEB-1059	USA300HOU_RS15405 // USA300HOU_RS09900	+
TU1OEB-1884	USA300HOU_RS01880	+
TU1OEB-1597	USA300HOU_RS13610	+
TU1OEB-1304	USA300HOU_RS12520	+
TU1OEB-158	USA300HOU_RS01315	+
TU1OEB-658	USA300HOU_RS05790	+
TU1OEB-51	USA300HOU_RS00315 // USA300HOU_RS00310 // USA300HOU_RS00305	-
TU1OEB-1406	USA300HOU_RS13480 // USA300HOU_RS13475 // USA300HOU_RS13465 // USA300HOU_RS13460	-
TU1OEB-1621	USA300HOU_RS12870	-
TU1OEB-801	USA300HOU_RS07230	-
TU1OEB-598	USA300HOU_RS15225 // USA300HOU_RS05120	+
TU1OEB-1104	USA300HOU_RS10415	-
TU1OEB-1703	USA300HOU_RS09500	+
TU1OEB-977	USA300HOU_RS09200	-
TU1OEB-69	USA300HOU_RS00465	+
TU1OEB-367	USA300HOU_RS03165 // USA300HOU_RS15105	+
TU1OEB-1221	USA300HOU_RS11650	-
TU1OEB-821	USA300HOU_RS07435 // USA300HOU_RS07430 // USA300HOU_RS07425	-
TU1OEB-1061	USA300HOU_RS09920 // USA300HOU_RS09915	-
TU1OEB-1073	USA300HOU_RS10145	+
TU1OEB-819	USA300HOU_RS07410	-
TU1OEB-1235	USA300HOU_RS11770	-
TU1OEB-1093	USA300HOU_RS10325 // USA300HOU_RS10320 // USA300HOU_RS10315 // USA300HOU_RS10310	-
TU1OEB-627	USA300HOU_RS05475	+
TU1OEB-1880	USA300HOU_RS01995	+
TU1OEB-1300	USA300HOU_RS12500 // USA300HOU_RS12495	-
TU1OEB-209	USA300HOU_RS01815	+
TU1OEB-887	USA300HOU_RS08275 // USA300HOU_RS08270 // USA300HOU_RS08265 // USA300HOU_RS08260 // USA300HOU_RS08255 // USA300HOU_RS08250	-
TU1OEB-1571	USA300HOU_RS14625	-
TU1OEB-847	USA300HOU_RS07665	-
TU1OEB-993	USA300HOU_RS09325	-
TU1OEB-625	USA300HOU_RS05460 // USA300HOU_RS05455	+
TU1OEB-177	USA300HOU_RS01475 // USA300HOU_RS01470	+
TU1OEB-1112	USA300HOU_RS10505	-
TU1OEB-707	USA300HOU_RS06290	+
TU1OEB-360	USA300HOU_RS03125 // USA300HOU_RS03120	+
TU1OEB-1080	USA300HOU_RS10200 // USA300HOU_RS10195	-
TU1OEB-600	USA300HOU_RS05150 // USA300HOU_RS05145	+
TU1OEB-525	USA300HOU_RS04420	-
TU1OEB-896	USA300HOU_RS08335	-
TU1OEB-1118	USA300HOU_RS10560	-
TU1OEB-587	USA300HOU_RS05025	+
TU1OEB-906	USA300HOU_RS08465	-
TU1OEB-140	USA300HOU_RS01145 // USA300HOU_RS01140 // USA300HOU_RS01135	-
TU1OEB-1277	USA300HOU_RS12260 // USA300HOU_RS12255	+
TU1OEB-1003	USA300HOU_RS09425	-
TU1OEB-462	USA300HOU_RS03960	+
TU1OEB-912	USA300HOU_RS08595 // USA300HOU_RS08590 // USA300HOU_RS08585 // USA300HOU_RS08580 // USA300HOU_RS08575	-
TU1OEB-1312	USA300HOU_RS12595	-
TU1OEB-1807	USA300HOU_RS15245	-
TU1OEB-1744	USA300HOU_RS07920	+
TU1OEB-592	USA300HOU_RS05070 // USA300HOU_RS05065	+
TU1OEB-940	USA300HOU_RS08885 // USA300HOU_RS08880 // USA300HOU_RS08875	-
TU1OEB-1749	USA300HOU_RS07575	+
TU1OEB-619	USA300HOU_RS05400 // USA300HOU_RS05395	+
TU1OEB-735	USA300HOU_RS06550	+
TU1OEB-681	USA300HOU_RS05980 // USA300HOU_RS05975 // USA300HOU_RS05970 // USA300HOU_RS05965	+
TU1OEB-1552	USA300HOU_RS14660	+
TU1OEB-555	USA300HOU_RS04745	+
TU1OEB-612	USA300HOU_RS05250	-
TU1OEB-1773	USA300HOU_RS06745	-
TU1OEB-768	USA300HOU_RS06855 // USA300HOU_RS06850	+
TU1OEB-487	USA300HOU_RS15160	+
TU1OEB-1753	USA300HOU_RS07235	+
TU1OEB-570	USA300HOU_RS04835	+
TU1OEB-1051	USA300HOU_RS09850 // USA300HOU_RS09845 // USA300HOU_RS09840	-
TU1OEB-433	USA300HOU_RS03750	-
TU1OEB-369	USA300HOU_RS03190	+
TU1OEB-149	USA300HOU_RS01235 // USA300HOU_RS01230	-
TU1OEB-1350	USA300HOU_RS15540 // USA300HOU_RS12920	+
TU1OEB-1032	USA300HOU_RS09645	-
TU1OEB-1511	USA300HOU_RS14295	-
TU1OEB-424	USA300HOU_RS03675	+
TU1OEB-528	USA300HOU_RS04470	+
TU1OEB-683	USA300HOU_RS05995	+
TU1OEB-63	USA300HOU_RS00430 // USA300HOU_RS00425	-
TU1OEB-389	USA300HOU_RS03340	-
TU1OEB-1201	USA300HOU_RS11480	-
TU1OEB-888	USA300HOU_RS08280	-
TU1OEB-264	USA300HOU_RS02320 // USA300HOU_RS02315	+
TU1OEB-1734	USA300HOU_RS08190	+
TU1OEB-503	USA300HOU_RS04265	+
TU1OEB-506	USA300HOU_RS04280	+
TU1OEB-1397	USA300HOU_RS13390 // USA300HOU_RS13385 // USA300HOU_RS13380	-
TU1OEB-1645	USA300HOU_RS15520	+
TU1OEB-1305	USA300HOU_RS12530	+
TU1OEB-486	USA300HOU_RS04135	+
TU1OEB-970	USA300HOU_RS09150	+
TU1OEB-32	USA300HOU_RS00165	+
TU1OEB-933	USA300HOU_RS08825 // USA300HOU_RS08820	-
TU1OEB-1728	USA300HOU_RS15335	+
TU1OEB-464	USA300HOU_RS03980 // USA300HOU_RS03975 // USA300HOU_RS03970 // USA300HOU_RS03965	+
TU1OEB-1799	USA300HOU_RS05605	-
TU1OEB-1583	USA300HOU_RS14110	+
TU1OEB-1663	USA300HOU_RS11330	+
TU1OEB-1251	USA300HOU_RS11925	-
TU1OEB-1422	USA300HOU_RS13595	-
TU1OEB-348	USA300HOU_RS03030	-
TU1OEB-1096	USA300HOU_RS10360	-
TU1OEB-1070	USA300HOU_RS10130	-
TU1OEB-49	USA300HOU_RS00295	-
TU1OEB-559	USA300HOU_RS04760	-
TU1OEB-1724	USA300HOU_RS08800	+
TU1OEB-1604	USA300HOU_RS13345	+
TU1OEB-182	USA300HOU_RS01555	+
TU1OEB-1741	USA300HOU_RS07960	+
TU1OEB-1158	USA300HOU_RS10990 // USA300HOU_RS10985	-
TU1OEB-1416	USA300HOU_RS13550	-
TU1OEB-1721	USA300HOU_RS08975	+
TU1OEB-1782	USA300HOU_RS15260	-
TU1OEB-1365	USA300HOU_RS13070	-
TU1OEB-1360	USA300HOU_RS13005	-
TU1OEB-618	USA300HOU_RS05390	+
TU1OEB-505	USA300HOU_RS04275	+
TU1OEB-1173	USA300HOU_RS11155	-
TU1OEB-1424	USA300HOU_RS13605	-
TU1OEB-951	USA300HOU_RS08985 // USA300HOU_RS08980	-
TU1OEB-1317	USA300HOU_RS12625	+
TU1OEB-297	USA300HOU_RS02625	+
TU1OEB-151	USA300HOU_RS01245	+
TU1OEB-1933	USA300HOU_RS14760	+
TU1OEB-1362	USA300HOU_RS13030 // USA300HOU_RS13025 // USA300HOU_RS13020	-
TU1OEB-944	USA300HOU_RS08915	-
TU1OEB-541	USA300HOU_RS04605 // USA300HOU_RS04600 // USA300HOU_RS04595	+
TU1OEB-1625	USA300HOU_RS12810	+
TU1OEB-1289	USA300HOU_RS12435 // USA300HOU_RS12430	-
TU1OEB-1698	USA300HOU_RS09780	+
TU1OEB-1517	USA300HOU_RS14340	-
TU1OEB-1903	USA300HOU_RS01125	-
TU1OEB-538	USA300HOU_RS04575 // USA300HOU_RS04570 // USA300HOU_RS04565	+
TU1OEB-1740	USA300HOU_RS08000	+
TU1OEB-230	USA300HOU_RS02020 // USA300HOU_RS02015	-
TU1OEB-518	USA300HOU_RS04360	+
TU1OEB-942	USA300HOU_RS08905 // USA300HOU_RS08900	-
TU1OEB-1567	USA300HOU_RS14890	+
TU1OEB-654	USA300HOU_RS05765 // USA300HOU_RS05760 // USA300HOU_RS05755	+
TU1OEB-1433	USA300HOU_RS13675	+
TU1OEB-704	USA300HOU_RS06270 // USA300HOU_RS06265	+
TU1OEB-119	USA300HOU_RS00905	+
TU1OEB-382	USA300HOU_RS03270	+
TU1OEB-1612	USA300HOU_RS13230	+
TU1OEB-1751	USA300HOU_RS07530	+
TU1OEB-414	USA300HOU_RS03610	+
TU1OEB-841	USA300HOU_RS07615	-
TU1OEB-1591	USA300HOU_RS13820	+
TU1OEB-194	USA300HOU_RS01655	+
TU1OEB-1333	USA300HOU_RS12800	-
TU1OEB-1430	USA300HOU_RS13660 // USA300HOU_RS13655	-
TU1OEB-501	USA300HOU_RS04250	-
TU1OEB-417	USA300HOU_RS03630	+
TU1OEB-282	USA300HOU_RS02445 // USA300HOU_RS02440	+
TU1OEB-1745	USA300HOU_RS15315	+
TU1OEB-454	USA300HOU_RS03915	+
TU1OEB-1831	USA300HOU_RS04590	-
TU1OEB-1715	USA300HOU_RS09105	+
TU1OEB-824	USA300HOU_RS07465	-
TU1OEB-1413	USA300HOU_RS15580	-
TU1OEB-714	USA300HOU_RS06355 // USA300HOU_RS06350	+
TU1OEB-470	USA300HOU_RS04010	+
TU1OEB-343	USA300HOU_RS02995 // USA300HOU_RS02990	+
TU1OEB-1737	USA300HOU_RS08040	-
TU1OEB-307	USA300HOU_RS02770	+
TU1OEB-238	USA300HOU_RS02090 // USA300HOU_RS15040 // USA300HOU_RS02085	-
TU1OEB-42	USA300HOU_RS00245	+
TU1OEB-401	USA300HOU_RS03490	+
TU1OEB-3	USA300HOU_RS14775 // USA300HOU_RS14770	+
TU1OEB-164	USA300HOU_RS14990 // USA300HOU_RS01370	-
TU1OEB-381	USA300HOU_RS03265	+
TU1OEB-1576	USA300HOU_RS14280	+
TU1OEB-368	USA300HOU_RS03185 // USA300HOU_RS03180 // USA300HOU_RS03175 // USA300HOU_RS03170	+
TU1OEB-1354	USA300HOU_RS12975 // USA300HOU_RS12970 // USA300HOU_RS12965	-
TU1OEB-671	USA300HOU_RS05865 // USA300HOU_RS05860	+
TU1OEB-1791	USA300HOU_RS05885	+
TU1OEB-1761	USA300HOU_RS06940	-
TU1OEB-300	USA300HOU_RS02645 // USA300HOU_RS02640	+
TU1OEB-1862	USA300HOU_RS15085	-
TU1OEB-669	USA300HOU_RS05850	-
TU1OEB-583	USA300HOU_RS04975	-
TU1OEB-1105	USA300HOU_RS10420	+
TU1OEB-758	USA300HOU_RS06780	-
TU1OEB-1505	USA300HOU_RS14240	-
TU1OEB-974	USA300HOU_RS09185	-
TU1OEB-1395	USA300HOU_RS13330	-
TU1OEB-1175	USA300HOU_RS11175 // USA300HOU_RS11170	-
TU1OEB-1174	USA300HOU_RS11160	-
TU1OEB-1503	USA300HOU_RS14220	-
TU1OEB-1377	USA300HOU_RS13165 // USA300HOU_RS13160	-
TU1OEB-1643	USA300HOU_RS12345	+
TU1OEB-1881	USA300HOU_RS01990	-
TU1OEB-1134	USA300HOU_RS10830 // USA300HOU_RS10825 // USA300HOU_RS10820	-
TU1OEB-16	USA300HOU_RS00030 // USA300HOU_RS00025 // USA300HOU_RS00020 // USA300HOU_RS00015	+
TU1OEB-1824	USA300HOU_RS04940	-
TU1OEB-1215	USA300HOU_RS11600	-
TU1OEB-901	USA300HOU_RS08420 // USA300HOU_RS08415 // USA300HOU_RS08410 // USA300HOU_RS08405	-
TU1OEB-78	USA300HOU_RS00525	+
TU1OEB-967	USA300HOU_RS09125	+
TU1OEB-1607	USA300HOU_RS13295	+
TU1OEB-504	USA300HOU_RS04270	+
TU1OEB-1075	USA300HOU_RS10165	-
TU1OEB-988	USA300HOU_RS09280	-
TU1OEB-10	USA300HOU_RS14860	+
TU1OEB-56	USA300HOU_RS00350	+
TU1OEB-1713	USA300HOU_RS09130	-
TU1OEB-446	USA300HOU_RS03845 // USA300HOU_RS03840 // USA300HOU_RS03835	-
TU1OEB-396	USA300HOU_RS03455	+
TU1OEB-904	USA300HOU_RS08440	-
TU1OEB-34	USA300HOU_RS00185 // USA300HOU_RS00180 // USA300HOU_RS00175	-
TU1OEB-537	USA300HOU_RS04560	+
TU1OEB-1340	USA300HOU_RS12860	+
TU1OEB-1449	USA300HOU_RS13805	-
TU1OEB-581	USA300HOU_RS04960	+
TU1OEB-1890	USA300HOU_RS01690	+
TU1OEB-1069	USA300HOU_RS10125 // USA300HOU_RS10120	-
TU1OEB-1825	USA300HOU_RS04885	-
TU1OEB-168	USA300HOU_RS01410 // USA300HOU_RS01405 // USA300HOU_RS01400	-
TU1OEB-1802	USA300HOU_RS05565	-
TU1OEB-141	USA300HOU_RS01155 // USA300HOU_RS01150	+
TU1OEB-482	USA300HOU_RS04100 // USA300HOU_RS04095	+
TU1OEB-851	USA300HOU_RS07745 // USA300HOU_RS07740 // USA300HOU_RS07735 // USA300HOU_RS07730 // USA300HOU_RS07725	-
TU1OEB-1273	USA300HOU_RS12225	+
TU1OEB-526	USA300HOU_RS04440 // USA300HOU_RS04435 // USA300HOU_RS04430 // USA300HOU_RS04425	-
TU1OEB-1315	USA300HOU_RS12615 // USA300HOU_RS12610	-
TU1OEB-222	USA300HOU_RS15030 // USA300HOU_RS01950	-
TU1OEB-1187	USA300HOU_RS11310 // USA300HOU_RS11305 // USA300HOU_RS11300 // USA300HOU_RS11295	-
TU1OEB-741	USA300HOU_RS06605	+
TU1OEB-234	USA300HOU_RS02050	-
TU1OEB-335	USA300HOU_RS02940 // USA300HOU_RS02935	+
TU1OEB-1496	USA300HOU_RS14175	-
TU1OEB-1543	USA300HOU_RS14595	+
TU1OEB-1545	USA300HOU_RS14610 // USA300HOU_RS14605	-
TU1OEB-864	USA300HOU_RS08005	-
TU1OEB-60	USA300HOU_RS00405	+
TU1OEB-416	USA300HOU_RS03625	+
TU1OEB-1056	USA300HOU_RS09880 // USA300HOU_RS09875	-
TU1OEB-89	USA300HOU_RS14965	-
TU1OEB-1293	USA300HOU_RS12460	+
TU1OEB-1834	USA300HOU_RS15205	-
TU1OEB-413	USA300HOU_RS03605	+
TU1OEB-1181	USA300HOU_RS11245 // USA300HOU_RS11240	-
TU1OEB-1478	USA300HOU_RS14035	-
TU1OEB-659	USA300HOU_RS05795	+
TU1OEB-954	USA300HOU_RS09020 // USA300HOU_RS09015	-
TU1OEB-1681	USA300HOU_RS10515	+
TU1OEB-310	USA300HOU_RS02805 // USA300HOU_RS02800 // USA300HOU_RS02795 // USA300HOU_RS02790 // USA300HOU_RS02785	+
TU1OEB-1370	USA300HOU_RS13095	+
TU1OEB-1759	USA300HOU_RS06950	-
TU1OEB-1550	USA300HOU_RS14640	+
TU1OEB-907	USA300HOU_RS08470	-
TU1OEB-198	USA300HOU_RS01710	-
TU1OEB-4	USA300HOU_RS14780	+
TU1OEB-795	USA300HOU_RS07180	-
TU1OEB-913	USA300HOU_RS08610 // USA300HOU_RS08605 // USA300HOU_RS08600	-
TU1OEB-495	USA300HOU_RS04210	+
TU1OEB-509	USA300HOU_RS04295	+
TU1OEB-1186	USA300HOU_RS11290	-
TU1OEB-438	USA300HOU_RS03790	+
TU1OEB-1087	USA300HOU_RS10260 // USA300HOU_RS10255	-
TU1OEB-1178	USA300HOU_RS11220 // USA300HOU_RS11215 // USA300HOU_RS11210 // USA300HOU_RS11205	-
TU1OEB-1743	USA300HOU_RS07925	-
TU1OEB-497	USA300HOU_RS04230 // USA300HOU_RS04225 // USA300HOU_RS04220	+
TU1OEB-386	USA300HOU_RS03295	-
TU1OEB-1185	USA300HOU_RS11285 // USA300HOU_RS11280	-
TU1OEB-1103	USA300HOU_RS10410	-
TU1OEB-1873	USA300HOU_RS02165	-
TU1OEB-1470	USA300HOU_RS13965	+
TU1OEB-808	USA300HOU_RS15305	+
TU1OEB-1616	USA300HOU_RS15550	+
TU1OEB-964	USA300HOU_RS09100 // USA300HOU_RS09095	-
TU1OEB-783	USA300HOU_RS07040 // USA300HOU_RS07035	-
TU1OEB-289	USA300HOU_RS02545	+
TU1OEB-1142	USA300HOU_RS15465	+
TU1OEB-799	USA300HOU_RS07220 // USA300HOU_RS07215	-
TU1OEB-591	USA300HOU_RS05060	+
TU1OEB-1154	USA300HOU_RS10950	+
TU1OEB-1569	USA300HOU_RS14670	-
TU1OEB-1649	USA300HOU_RS12250	-
TU1OEB-1574	USA300HOU_RS14370	+
TU1OEB-1463	USA300HOU_RS13930	-
TU1OEB-212	USA300HOU_RS01845	-
TU1OEB-418	USA300HOU_RS03635	+
TU1OEB-573	USA300HOU_RS04880 // USA300HOU_RS04875	+
TU1OEB-1009	USA300HOU_RS15370	+
TU1OEB-960	USA300HOU_RS09075	-
TU1OEB-995	USA300HOU_RS09340	-
TU1OEB-695	USA300HOU_RS06165	+
TU1OEB-159	USA300HOU_RS01320	+
TU1OEB-1090	USA300HOU_RS10295	-
TU1OEB-21	USA300HOU_RS00085	+
TU1OEB-1259	USA300HOU_RS11990 // USA300HOU_RS11985	-
TU1OEB-1280	USA300HOU_RS12340 // USA300HOU_RS12335 // USA300HOU_RS12330	-
TU1OEB-1058	USA300HOU_RS09895	-
TU1OEB-1037	USA300HOU_RS09705	-
TU1OEB-849	USA300HOU_RS07715	-
TU1OEB-1180	USA300HOU_RS11235	-
TU1OEB-72	USA300HOU_RS00495	+
TU1OEB-725	USA300HOU_RS06470	+
TU1OEB-1024	USA300HOU_RS09590	-
TU1OEB-196	USA300HOU_RS01675 // USA300HOU_RS01670	-
TU1OEB-1606	USA300HOU_RS13335	+
TU1OEB-1306	USA300HOU_RS12535	+
TU1OEB-730	USA300HOU_RS06505	+
TU1OEB-1887	USA300HOU_RS01785	-
TU1OEB-1664	USA300HOU_RS15490	+
TU1OEB-79	USA300HOU_RS00530	+
TU1OEB-460	USA300HOU_RS03950 // USA300HOU_RS03945	+
TU1OEB-1590	USA300HOU_RS13825	-
TU1OEB-1671	USA300HOU_RS10940	-
TU1OEB-1800	USA300HOU_RS05600	+
TU1OEB-147	USA300HOU_RS01220	-
TU1OEB-189	USA300HOU_RS01625	-
TU1OEB-1540	USA300HOU_RS14560	-
TU1OEB-891	USA300HOU_RS08300 // USA300HOU_RS08295	-
TU1OEB-1934	USA300HOU_RS14755	-
TU1OEB-1528	USA300HOU_RS14440	+
TU1OEB-1160	USA300HOU_RS11000	-
TU1OEB-1632	USA300HOU_RS12640	-
TU1OEB-82	USA300HOU_RS00550	-
TU1OEB-839	USA300HOU_RS07600 // USA300HOU_RS07595	-
TU1OEB-1291	USA300HOU_RS12450	-
TU1OEB-1040	USA300HOU_RS09730 // USA300HOU_RS09725	+
TU1OEB-1027	USA300HOU_RS09605	-
TU1OEB-1786	USA300HOU_RS06100	-
TU1OEB-589	USA300HOU_RS05040 // USA300HOU_RS05035	-
TU1OEB-1219	USA300HOU_RS11625	-
TU1OEB-1731	USA300HOU_RS08450	-
TU1OEB-1371	USA300HOU_RS13105 // USA300HOU_RS13100	+
TU1OEB-407	USA300HOU_RS03535	+
TU1OEB-1001	USA300HOU_RS09405	-
TU1OEB-1521	USA300HOU_RS14375	-
TU1OEB-376	USA300HOU_RS03235	+
TU1OEB-1214	USA300HOU_RS11595	-
TU1OEB-117	USA300HOU_RS00890	+
TU1OEB-281	USA300HOU_RS02435	+
TU1OEB-303	USA300HOU_RS02720 // USA300HOU_RS02715	+
TU1OEB-1230	USA300HOU_RS11735	-
TU1OEB-125	USA300HOU_RS00955	-
TU1OEB-466	USA300HOU_RS15145	+
TU1OEB-914	USA300HOU_RS08615	-
TU1OEB-1623	USA300HOU_RS12850	+
TU1OEB-1844	USA300HOU_RS04160	-
TU1OEB-183	USA300HOU_RS01575 // USA300HOU_RS01570 // USA300HOU_RS01565 // USA300HOU_RS01560	+
TU1OEB-28	USA300HOU_RS14915	+
TU1OEB-753	USA300HOU_RS06720 // USA300HOU_RS06715 // USA300HOU_RS06710 // USA300HOU_RS06705	+
TU1OEB-131	USA300HOU_RS01030	+
TU1OEB-1459	USA300HOU_RS13885	+
TU1OEB-1730	USA300HOU_RS08455	+
TU1OEB-687	USA300HOU_RS06060 // USA300HOU_RS06055 // USA300HOU_RS06050 // USA300HOU_RS06045 // USA300HOU_RS06040 // USA300HOU_RS06035 // USA300HOU_RS06030 // USA300HOU_RS06025	+
TU1OEB-383	USA300HOU_RS03275	-
TU1OEB-923	USA300HOU_RS08705 // USA300HOU_RS08700	-
TU1OEB-256	USA300HOU_RS02255 // USA300HOU_RS02250 // USA300HOU_RS02245 // USA300HOU_RS02240	+
TU1OEB-597	USA300HOU_RS05115	+
TU1OEB-567	USA300HOU_RS04820	-
TU1OEB-641	USA300HOU_RS05640	-
TU1OEB-908	USA300HOU_RS08520 // USA300HOU_RS08515 // USA300HOU_RS08510 // USA300HOU_RS08505 // USA300HOU_RS08500 // USA300HOU_RS08495 // USA300HOU_RS08490 // USA300HOU_RS08485 // USA300HOU_RS08480 // USA300HOU_RS08475	-
TU1OEB-1206	USA300HOU_RS11530 // USA300HOU_RS11525	-
TU1OEB-718	USA300HOU_RS06400	+
TU1OEB-508	USA300HOU_RS04290	+
TU1OEB-1138	USA300HOU_RS10860	+
TU1OEB-152	USA300HOU_RS01250	+
TU1OEB-412	USA300HOU_RS03600	+
TU1OEB-1193	USA300HOU_RS11395 // USA300HOU_RS11390 // USA300HOU_RS11385 // USA300HOU_RS11380 // USA300HOU_RS11375 // USA300HOU_RS11370 // USA300HOU_RS11365 // USA300HOU_RS11360 // USA300HOU_RS11355	-
TU1OEB-263	USA300HOU_RS02310	+
TU1OEB-751	USA300HOU_RS06695	+
TU1OEB-1083	USA300HOU_RS10235 // USA300HOU_RS10230 // USA300HOU_RS10225 // USA300HOU_RS10220	-
TU1OEB-118	USA300HOU_RS00895	+
TU1OEB-1062	USA300HOU_RS09930 // USA300HOU_RS09925	-
TU1OEB-635	USA300HOU_RS05555	+
TU1OEB-1184	USA300HOU_RS11275 // USA300HOU_RS11270	+
TU1OEB-331	USA300HOU_RS15080	+
TU1OEB-872	USA300HOU_RS08080	-
TU1OEB-359	USA300HOU_RS03115	+
TU1OEB-672	USA300HOU_RS05870	+
TU1OEB-745	USA300HOU_RS06635	+
TU1OEB-1314	USA300HOU_RS12605	-
TU1OEB-275	USA300HOU_RS02405	+
TU1OEB-200	USA300HOU_RS01735 // USA300HOU_RS01730 // USA300HOU_RS01725 // USA300HOU_RS01720	+
TU1OEB-557	USA300HOU_RS15210	+
TU1OEB-976	USA300HOU_RS09195	-
TU1OEB-1106	USA300HOU_RS10425	+
TU1OEB-1738	USA300HOU_RS08035	+
TU1OEB-1399	USA300HOU_RS15565 // USA300HOU_RS13400	-
TU1OEB-1282	USA300HOU_RS12355	-
TU1OEB-1893	USA300HOU_RS15010	-
TU1OEB-797	USA300HOU_RS07200 // USA300HOU_RS07195	-
TU1OEB-1386	USA300HOU_RS13245	-
TU1OEB-1303	USA300HOU_RS12515	+
TU1OEB-1876	USA300HOU_RS02135	-
TU1OEB-868	USA300HOU_RS08045	+
TU1OEB-1915	USA300HOU_RS14940	-
TU1OEB-574	USA300HOU_RS04910 // USA300HOU_RS04905 // USA300HOU_RS04900 // USA300HOU_RS04895 // USA300HOU_RS04890	+
TU1OEB-856	USA300HOU_RS07870 // USA300HOU_RS07865 // USA300HOU_RS07860 // USA300HOU_RS07855 // USA300HOU_RS07850 // USA300HOU_RS07845 // USA300HOU_RS07840 // USA300HOU_RS07835 // USA300HOU_RS07830 // USA300HOU_RS07825 // USA300HOU_RS07820 // USA300HOU_RS07815 // USA300HOU_RS07810	-
TU1OEB-759	USA300HOU_RS06785	+
TU1OEB-684	USA300HOU_RS06000	+
TU1OEB-848	USA300HOU_RS07710 // USA300HOU_RS07705 // USA300HOU_RS07700 // USA300HOU_RS07695 // USA300HOU_RS07690 // USA300HOU_RS07685 // USA300HOU_RS07680 // USA300HOU_RS07675 // USA300HOU_RS07670	-
TU1OEB-169	USA300HOU_RS01415	-
TU1OEB-13	USA300HOU_RS14880 // USA300HOU_RS14875	+
TU1OEB-161	USA300HOU_RS01345	+
TU1OEB-1121	USA300HOU_RS10565	-
TU1OEB-540	USA300HOU_RS04585	+
TU1OEB-941	USA300HOU_RS08895	-
TU1OEB-1885	USA300HOU_RS01870	-
TU1OEB-1192	USA300HOU_RS11350	-
TU1OEB-1859	USA300HOU_RS03435	+
TU1OEB-1402	USA300HOU_RS13430	-
TU1OEB-1675	USA300HOU_RS10810	-
TU1OEB-634	USA300HOU_RS05550	+
TU1OEB-1458	USA300HOU_RS13880	+
TU1OEB-744	USA300HOU_RS06630 // USA300HOU_RS06625 // USA300HOU_RS06620	+
TU1OEB-27	USA300HOU_RS00135	+
TU1OEB-98	USA300HOU_RS00670	+
TU1OEB-1712	USA300HOU_RS09170	+
TU1OEB-1553	USA300HOU_RS14665	+
