Transcription-Units,Genes of transcription unit,Direction
TU271D-452,CLJU_RS03805,+
TU271D-2818,CLJU_RS06580,+
TU271D-262,CLJU_RS02090,-
TU271D-2566,CLJU_RS22435,+
TU271D-1710,CLJU_RS14435,+
TU271D-2865,CLJU_RS02870,-
TU271D-295,CLJU_RS02345,+
TU271D-1282,CLJU_RS10860 // CLJU_RS10855 // CLJU_RS10850 // CLJU_RS10845,-
TU271D-1730,CLJU_RS14620,-
TU271D-771,CLJU_RS06655,+
TU271D-406,CLJU_RS03390,-
TU271D-931,CLJU_RS08005,+
TU271D-1566,CLJU_RS21675,-
TU271D-940,CLJU_RS08090,-
TU271D-359,CLJU_RS02995,+
TU271D-1229,CLJU_RS10415,-
TU271D-2396,CLJU_RS20330 // CLJU_RS20325,-
TU271D-70,CLJU_RS00560,+
TU271D-2565,CLJU_RS17135,-
TU271D-196,CLJU_RS01530 // CLJU_RS01525 // CLJU_RS01520,+
TU271D-770,CLJU_RS06650,+
TU271D-120,CLJU_RS00930,+
TU271D-1019,CLJU_RS22200,-
TU271D-2183,CLJU_RS18475 // CLJU_RS18470,-
TU271D-601,CLJU_RS04985,+
TU271D-2086,CLJU_RS17645,+
TU271D-2564,CLJU_RS17235,+
TU271D-1328,CLJU_RS11230,-
TU271D-1116,CLJU_RS22210,-
TU271D-2305,CLJU_RS19510,-
TU271D-1933,CLJU_RS16400,+
TU271D-1785,CLJU_RS15075,-
TU271D-2901,CLJU_RS00345,+
TU271D-2246,CLJU_RS18965,+
TU271D-769,CLJU_RS06645 // CLJU_RS06640,-
TU271D-2251,CLJU_RS19010,-
TU271D-939,CLJU_RS08085 // CLJU_RS08080 // CLJU_RS08075 // CLJU_RS08070,-
TU271D-1339,CLJU_RS11375 // CLJU_RS11370 // CLJU_RS11365 // CLJU_RS11360 // CLJU_RS11355 // CLJU_RS11350 // CLJU_RS11345 // CLJU_RS11340 // CLJU_RS11335 // CLJU_RS11330,-
TU271D-1055,CLJU_RS09045,+
TU271D-1459,CLJU_RS12410,-
TU271D-2395,CLJU_RS21950,-
TU271D-1317,CLJU_RS11140 // CLJU_RS11135,-
TU271D-2563,CLJU_RS17250,+
TU271D-1436,CLJU_RS12225,-
TU271D-1298,CLJU_RS11000,-
TU271D-28,CLJU_RS00230,-
TU271D-768,CLJU_RS06635,-
TU271D-215,CLJU_RS01710,+
TU271D-510,CLJU_RS04245 // CLJU_RS04240,+
TU271D-600,CLJU_RS04980,+
TU271D-2903,CLJU_RS00190,+
TU271D-1840,CLJU_RS15635,-
TU271D-451,CLJU_RS03795 // CLJU_RS03790,+
TU271D-1621,CLJU_RS22340,-
TU271D-2562,CLJU_RS17255,-
TU271D-2706,CLJU_RS11655,+
TU271D-2071,CLJU_RS17540 // CLJU_RS17535,-
TU271D-767,CLJU_RS06630,+
TU271D-388,CLJU_RS03245 // CLJU_RS03240 // CLJU_RS03235,-
TU271D-2394,CLJU_RS20320 // CLJU_RS20315,-
TU271D-338,CLJU_RS02770,+
TU271D-1077,CLJU_RS09205,-
TU271D-1671,CLJU_RS14120,-
TU271D-766,CLJU_RS21270,+
TU271D-2200,CLJU_RS18630,+
TU271D-1152,CLJU_RS09795 // CLJU_RS09790,+
TU271D-395,CLJU_RS03310,-
TU271D-1668,CLJU_RS14100,-
TU271D-599,CLJU_RS04975,+
TU271D-1512,CLJU_RS12905 // CLJU_RS12900,-
TU271D-2153,CLJU_RS18260,-
TU271D-1663,CLJU_RS14075,-
TU271D-1595,CLJU_RS21700,+
TU271D-2817,CLJU_RS06585,-
TU271D-937,CLJU_RS08055 // CLJU_RS08050,+
TU271D-2560,CLJU_RS17315,+
TU271D-1642,CLJU_RS13910,-
TU271D-1418,CLJU_RS12080,-
TU271D-2304,CLJU_RS19505 // CLJU_RS19500,-
TU271D-2853,CLJU_RS03665,-
TU271D-158,CLJU_RS01210,+
TU271D-1899,CLJU_RS16140,-
TU271D-765,CLJU_RS06620 // CLJU_RS06615,+
TU271D-2245,CLJU_RS18960,+
TU271D-1447,CLJU_RS12310 // CLJU_RS12305 // CLJU_RS12300,-
TU271D-2186,CLJU_RS18495,-
TU271D-1195,CLJU_RS10160 // CLJU_RS10155 // CLJU_RS10150,+
TU271D-1253,CLJU_RS10625 // CLJU_RS10620,-
TU271D-2003,CLJU_RS16960,-
TU271D-1228,CLJU_RS10410,-
TU271D-2890,CLJU_RS00890,-
TU271D-2393,CLJU_RS20310 // CLJU_RS20305 // CLJU_RS20300,-
TU271D-2158,CLJU_RS18295 // CLJU_RS21905,-
TU271D-2056,CLJU_RS17405,-
TU271D-245,CLJU_RS01965,+
TU271D-1378,CLJU_RS11730,+
TU271D-764,CLJU_RS06600,-
TU271D-27,CLJU_RS22525,-
TU271D-598,CLJU_RS04970,+
TU271D-509,CLJU_RS04235 // CLJU_RS04230 // CLJU_RS04225 // CLJU_RS04220 // CLJU_RS04215 // CLJU_RS04210 // CLJU_RS04205,+
TU271D-1696,CLJU_RS14320,-
TU271D-1839,CLJU_RS15630,-
TU271D-450,CLJU_RS03785 // CLJU_RS03780,+
TU271D-2558,CLJU_RS17395,+
TU271D-1564,CLJU_RS13365,-
TU271D-1483,CLJU_RS12605,-
TU271D-294,CLJU_RS02340,+
TU271D-1565,CLJU_RS13370,-
TU271D-763,CLJU_RS06595,-
TU271D-1274,CLJU_RS10775,-
TU271D-2816,CLJU_RS06590,+
TU271D-405,CLJU_RS03375,+
TU271D-2884,CLJU_RS01230,-
TU271D-936,CLJU_RS08045,+
TU271D-1360,CLJU_RS11535,-
TU271D-955,CLJU_RS08240 // CLJU_RS08235,+
TU271D-358,CLJU_RS02985 // CLJU_RS02980,+
TU271D-2392,CLJU_RS20295,-
TU271D-2557,CLJU_RS17420,-
TU271D-69,CLJU_RS00555,+
TU271D-2102,CLJU_RS17775,+
TU271D-180,CLJU_RS01405 // CLJU_RS01400,-
TU271D-762,CLJU_RS06570,+
TU271D-323,CLJU_RS02570,+
TU271D-1018,CLJU_RS08715,-
TU271D-2873,CLJU_RS02280,-
TU271D-1744,CLJU_RS14730,-
TU271D-2182,CLJU_RS18465 // CLJU_RS18460,-
TU271D-2134,CLJU_RS18015 // CLJU_RS18010 // CLJU_RS18005 // CLJU_RS18000 // CLJU_RS17995 // CLJU_RS17990 // CLJU_RS17985,-
TU271D-2730,CLJU_RS10315,+
TU271D-2556,CLJU_RS17425,+
TU271D-1105,CLJU_RS21620,+
TU271D-2686,CLJU_RS12745,+
TU271D-2303,CLJU_RS19495 // CLJU_RS19490,+
TU271D-1932,CLJU_RS16395 // CLJU_RS16390,-
TU271D-1082,CLJU_RS09245 // CLJU_RS09240,+
TU271D-761,CLJU_RS06565,+
TU271D-2244,CLJU_RS18955,+
TU271D-1267,CLJU_RS10720,-
TU271D-1881,CLJU_RS16005,-
TU271D-270,CLJU_RS02170 // CLJU_RS02165,-
TU271D-2391,CLJU_RS20290,-
TU271D-1531,CLJU_RS13110 // CLJU_RS13105 // CLJU_RS13100,-
TU271D-230,CLJU_RS01855,+
TU271D-2555,CLJU_RS17505,+
TU271D-1134,CLJU_RS09680,+
TU271D-98,CLJU_RS00780,+
TU271D-2030,CLJU_RS17205 // CLJU_RS17200 // CLJU_RS17195,-
TU271D-1711,CLJU_RS14440,-
TU271D-760,CLJU_RS06555,+
TU271D-26,CLJU_RS00225 // CLJU_RS00220,-
TU271D-2118,CLJU_RS22680,+
TU271D-214,CLJU_RS01705,+
TU271D-1041,CLJU_RS08910 // CLJU_RS08905,+
TU271D-508,CLJU_RS04200,-
TU271D-2055,CLJU_RS17400,-
TU271D-1305,CLJU_RS21335,-
TU271D-1838,CLJU_RS15625,-
TU271D-2044,CLJU_RS17310 // CLJU_RS17305,-
TU271D-449,CLJU_RS03775,+
TU271D-2729,CLJU_RS10320,-
TU271D-2554,CLJU_RS17510,-
TU271D-1620,CLJU_RS13765,+
TU271D-1563,CLJU_RS13360,-
TU271D-1154,CLJU_RS09805,-
TU271D-1085,CLJU_RS09270 // CLJU_RS09265,+
TU271D-759,CLJU_RS06550,+
TU271D-1772,CLJU_RS14995,-
TU271D-387,CLJU_RS03230 // CLJU_RS03225,+
TU271D-1941,CLJU_RS16455,-
TU271D-2390,CLJU_RS20285,-
TU271D-2553,CLJU_RS17515,+
TU271D-1139,CLJU_RS09725 // CLJU_RS09720 // CLJU_RS09715 // CLJU_RS09710,+
TU271D-127,CLJU_RS00990 // CLJU_RS00985 // CLJU_RS00980 // CLJU_RS00975,+
TU271D-1787,CLJU_RS15090,+
TU271D-2712,CLJU_RS11270,-
TU271D-758,CLJU_RS06545 // CLJU_RS06540 // CLJU_RS06535,+
TU271D-1121,CLJU_RS09545,-
TU271D-2815,CLJU_RS06605,+
TU271D-2199,CLJU_RS18625 // CLJU_RS22690,-
TU271D-1612,CLJU_RS13690,-
TU271D-595,CLJU_RS04950,+
TU271D-2152,CLJU_RS18255,-
TU271D-2728,CLJU_RS10370,-
TU271D-2552,CLJU_RS17520,-
TU271D-2302,CLJU_RS19485,-
TU271D-1417,CLJU_RS12075,-
TU271D-757,CLJU_RS06530,+
TU271D-2243,CLJU_RS21920,+
TU271D-2036,CLJU_RS17245 // CLJU_RS17240,-
TU271D-1680,CLJU_RS14190 // CLJU_RS14185,-
TU271D-143,CLJU_RS01100 // CLJU_RS01095,+
TU271D-1751,CLJU_RS14820,-
TU271D-1349,CLJU_RS11465,-
TU271D-1227,CLJU_RS10405,-
TU271D-1926,CLJU_RS16350,-
TU271D-2389,CLJU_RS20280,-
TU271D-1665,CLJU_RS14085,-
TU271D-2551,CLJU_RS17525,+
TU271D-2132,CLJU_RS17975,-
TU271D-1061,CLJU_RS22575,+
TU271D-1008,CLJU_RS08635 // CLJU_RS08630,+
TU271D-1960,CLJU_RS21845,-
TU271D-756,CLJU_RS06525,+
TU271D-1172,CLJU_RS09935,+
TU271D-25,CLJU_RS00215 // CLJU_RS22520,-
TU271D-1076,CLJU_RS09190 // CLJU_RS09185,+
TU271D-507,CLJU_RS04195,-
TU271D-594,CLJU_RS04945,+
TU271D-1389,CLJU_RS11830,-
TU271D-2113,CLJU_RS17855,-
TU271D-1837,CLJU_RS15620 // CLJU_RS15615 // CLJU_RS15610 // CLJU_RS15605,-
TU271D-2867,CLJU_RS02640,+
TU271D-448,CLJU_RS21540,+
TU271D-2550,CLJU_RS22675,+
TU271D-293,CLJU_RS02335,+
TU271D-1729,CLJU_RS14610 // CLJU_RS14605 // CLJU_RS14600 // CLJU_RS14595,+
TU271D-755,CLJU_RS06520,+
TU271D-261,CLJU_RS02085,-
TU271D-1375,CLJU_RS11690 // CLJU_RS11685 // CLJU_RS11680 // CLJU_RS11675,-
TU271D-932,CLJU_RS08010,+
TU271D-357,CLJU_RS02975 // CLJU_RS02970,+
TU271D-2388,CLJU_RS20275 // CLJU_RS20270,-
TU271D-2069,CLJU_RS17500 // CLJU_RS17495 // CLJU_RS17490 // CLJU_RS17485,-
TU271D-2549,CLJU_RS17740,+
TU271D-68,CLJU_RS22105,+
TU271D-2837,CLJU_RS21220,-
TU271D-195,CLJU_RS01515,+
TU271D-986,CLJU_RS08485,+
TU271D-754,CLJU_RS06515 // CLJU_RS06510,+
TU271D-1017,CLJU_RS08700,+
TU271D-2181,CLJU_RS18455,-
TU271D-593,CLJU_RS04940,+
TU271D-165,CLJU_RS01275,+
TU271D-2878,CLJU_RS01450,-
TU271D-2726,CLJU_RS10500,-
TU271D-2548,CLJU_RS17755,+
TU271D-2301,CLJU_RS21940 // CLJU_RS19480 // CLJU_RS19475 // CLJU_RS19470 // CLJU_RS19465,-
TU271D-1931,CLJU_RS16385,+
TU271D-753,CLJU_RS06505,+
TU271D-2242,CLJU_RS18950 // CLJU_RS18945,-
TU271D-1444,CLJU_RS12275,-
TU271D-2723,CLJU_RS10515,+
TU271D-1338,CLJU_RS11325,-
TU271D-2387,CLJU_RS20265 // CLJU_RS20260,-
TU271D-2547,CLJU_RS17800,+
TU271D-1186,CLJU_RS10080,+
TU271D-1297,CLJU_RS10995,-
TU271D-752,CLJU_RS06500,+
TU271D-24,CLJU_RS00210,+
TU271D-1397,CLJU_RS11905,-
TU271D-213,CLJU_RS01700,+
TU271D-506,CLJU_RS04190,+
TU271D-592,CLJU_RS04935,+
TU271D-1252,CLJU_RS10615,-
TU271D-1836,CLJU_RS15600 // CLJU_RS15595 // CLJU_RS15590 // CLJU_RS21795,-
TU271D-2241,CLJU_RS18940,-
TU271D-1497,CLJU_RS12740 // CLJU_RS12735 // CLJU_RS12730 // CLJU_RS12725 // CLJU_RS12720,-
TU271D-447,CLJU_RS03755,+
TU271D-322,CLJU_RS02565 // CLJU_RS02560,+
TU271D-2725,CLJU_RS10505,+
TU271D-325,CLJU_RS02605 // CLJU_RS02600 // CLJU_RS02595 // CLJU_RS02590,+
TU271D-2792,CLJU_RS22185,-
TU271D-2070,CLJU_RS17530,-
TU271D-1164,CLJU_RS09870,+
TU271D-751,CLJU_RS06495,+
TU271D-2027,CLJU_RS17170 // CLJU_RS17165,+
TU271D-1561,CLJU_RS13350,-
TU271D-2733,CLJU_RS10210,+
TU271D-386,CLJU_RS03220,+
TU271D-97,CLJU_RS00775,+
TU271D-314,CLJU_RS02500,+
TU271D-2545,CLJU_RS17810,+
TU271D-2386,CLJU_RS20255 // CLJU_RS20250,-
TU271D-2117,CLJU_RS22465,-
TU271D-2832,CLJU_RS05140,+
TU271D-750,CLJU_RS06490,+
TU271D-1460,CLJU_RS12430 // CLJU_RS12425 // CLJU_RS12420,-
TU271D-591,CLJU_RS21265,+
TU271D-1880,CLJU_RS16000,-
TU271D-112,CLJU_RS00880,+
TU271D-1201,CLJU_RS10195,+
TU271D-2151,CLJU_RS18250,+
TU271D-1633,CLJU_RS13855,-
TU271D-2544,CLJU_RS21885,+
TU271D-2813,CLJU_RS22560,-
TU271D-1641,CLJU_RS13905,-
TU271D-1416,CLJU_RS22040,-
TU271D-2300,CLJU_RS19460 // CLJU_RS19455,-
TU271D-2852,CLJU_RS03715,-
TU271D-1708,CLJU_RS14425 // CLJU_RS14420,+
TU271D-749,CLJU_RS06485,+
TU271D-2092,CLJU_RS17705 // CLJU_RS17700 // CLJU_RS17695 // CLJU_RS17690,+
TU271D-1781,CLJU_RS15055,+
TU271D-1527,CLJU_RS13065,-
TU271D-1259,CLJU_RS10660,-
TU271D-1226,CLJU_RS10400,-
TU271D-2385,CLJU_RS20245,-
TU271D-2543,CLJU_RS17865,+
TU271D-1132,CLJU_RS09670,-
TU271D-244,CLJU_RS01960,+
TU271D-1316,CLJU_RS11130 // CLJU_RS11125,-
TU271D-748,CLJU_RS06480,+
TU271D-23,CLJU_RS00205,+
TU271D-2404,CLJU_RS20410,-
TU271D-505,CLJU_RS04180 // CLJU_RS04175,+
TU271D-590,CLJU_RS04925 // CLJU_RS04920,+
TU271D-2064,CLJU_RS17460,+
TU271D-1835,CLJU_RS15580,-
TU271D-1910,CLJU_RS16215,-
TU271D-2542,CLJU_RS18155,+
TU271D-446,CLJU_RS21205,+
TU271D-500,CLJU_RS04150,+
TU271D-2882,CLJU_RS01335,-
TU271D-67,CLJU_RS00550,+
TU271D-1482,CLJU_RS12600,-
TU271D-292,CLJU_RS02330,+
TU271D-1707,CLJU_RS14415,-
TU271D-747,CLJU_RS06475 // CLJU_RS06470 // CLJU_RS06465 // CLJU_RS06460 // CLJU_RS06455 // CLJU_RS06450 // CLJU_RS06445 // CLJU_RS06440 // CLJU_RS06435,+
TU271D-1560,CLJU_RS22630,-
TU271D-928,CLJU_RS07980,-
TU271D-356,CLJU_RS02965,+
TU271D-2384,CLJU_RS20240,-
TU271D-2541,CLJU_RS18165,-
TU271D-2791,CLJU_RS07845,-
TU271D-2101,CLJU_RS17770,-
TU271D-746,CLJU_RS06430 // CLJU_RS06425 // CLJU_RS06420,+
TU271D-2180,CLJU_RS18450 // CLJU_RS18445,-
TU271D-589,CLJU_RS04915,+
TU271D-2721,CLJU_RS10695,+
TU271D-2540,CLJU_RS18170,+
TU271D-1508,CLJU_RS12855,-
TU271D-2812,CLJU_RS06710,-
TU271D-2722,CLJU_RS10550,+
TU271D-1930,CLJU_RS16380,+
TU271D-2299,CLJU_RS19450,-
TU271D-745,CLJU_RS06415,+
TU271D-157,CLJU_RS01205,+
TU271D-2240,CLJU_RS18935,-
TU271D-1356,CLJU_RS11510,+
TU271D-1258,CLJU_RS10655,-
TU271D-1831,CLJU_RS22650,-
TU271D-2539,CLJU_RS18280,+
TU271D-2383,CLJU_RS20235,-
TU271D-229,CLJU_RS01850 // CLJU_RS01845,+
TU271D-1766,CLJU_RS14950,-
TU271D-744,CLJU_RS06410,+
TU271D-2581,CLJU_RS16515,+
TU271D-22,CLJU_RS00200 // CLJU_RS21190,-
TU271D-212,CLJU_RS01695,+
TU271D-1706,CLJU_RS14410,-
TU271D-504,CLJU_RS04170,+
TU271D-588,CLJU_RS04910,+
TU271D-1977,CLJU_RS16745 // CLJU_RS16740 // CLJU_RS16735,-
TU271D-2538,CLJU_RS18345,+
TU271D-445,CLJU_RS03745 // CLJU_RS03740,+
TU271D-1743,CLJU_RS14710,-
TU271D-743,CLJU_RS06405 // CLJU_RS06400,+
TU271D-1559,CLJU_RS13345,-
TU271D-385,CLJU_RS03215 // CLJU_RS03210,+
TU271D-96,CLJU_RS22530,-
TU271D-2537,CLJU_RS18600,+
TU271D-2382,CLJU_RS20230 // CLJU_RS20225,-
TU271D-2116,CLJU_RS17880,-
TU271D-1441,CLJU_RS12255,+
TU271D-1047,CLJU_RS08955 // CLJU_RS08950,+
TU271D-1176,CLJU_RS09955,+
TU271D-742,CLJU_RS06395,+
TU271D-172,CLJU_RS01320,+
TU271D-587,CLJU_RS04905,+
TU271D-1879,CLJU_RS21455 // CLJU_RS15990 // CLJU_RS21825,-
TU271D-1792,CLJU_RS15125,+
TU271D-2150,CLJU_RS18245,+
TU271D-2536,CLJU_RS18620,+
TU271D-414,CLJU_RS03475 // CLJU_RS03470 // CLJU_RS03465 // CLJU_RS03460,+
TU271D-2811,CLJU_RS06785,-
TU271D-2720,CLJU_RS10725,+
TU271D-1062,CLJU_RS09105 // CLJU_RS09100,+
TU271D-2298,CLJU_RS19435,+
TU271D-1314,CLJU_RS11090,-
TU271D-1415,CLJU_RS12070 // CLJU_RS12065,-
TU271D-933,CLJU_RS08025 // CLJU_RS08020 // CLJU_RS08015,-
TU271D-741,CLJU_RS06390,+
TU271D-2239,CLJU_RS18930,-
TU271D-1166,CLJU_RS09890 // CLJU_RS09885 // CLJU_RS09880,+
TU271D-142,CLJU_RS01085,+
TU271D-1891,CLJU_RS16075,-
TU271D-925,CLJU_RS07960,+
TU271D-1225,CLJU_RS10395,-
TU271D-2535,CLJU_RS18670,-
TU271D-2381,CLJU_RS20220,-
TU271D-2131,CLJU_RS17970,-
TU271D-740,CLJU_RS06385,+
TU271D-1985,CLJU_RS16810 // CLJU_RS16805,-
TU271D-21,CLJU_RS00180,+
TU271D-1074,CLJU_RS09175,+
TU271D-586,CLJU_RS21555,+
TU271D-503,CLJU_RS04165,+
TU271D-1404,CLJU_RS11965,-
TU271D-1251,CLJU_RS10610 // CLJU_RS10605 // CLJU_RS10600,-
TU271D-1906,CLJU_RS16180,-
TU271D-1388,CLJU_RS11825 // CLJU_RS11820 // CLJU_RS11815,-
TU271D-1833,CLJU_RS15565,-
TU271D-2534,CLJU_RS18675,+
TU271D-444,CLJU_RS03730 // CLJU_RS03725,+
TU271D-66,CLJU_RS00540 // CLJU_RS00535 // CLJU_RS00530,+
TU271D-1280,CLJU_RS10815,-
TU271D-1136,CLJU_RS09690 // CLJU_RS21625,+
TU271D-287,CLJU_RS02295,-
TU271D-739,CLJU_RS06380,+
TU271D-1728,CLJU_RS14590,-
TU271D-260,CLJU_RS21195,-
TU271D-1586,CLJU_RS13540,+
TU271D-355,CLJU_RS02960 // CLJU_RS02955,+
TU271D-2533,CLJU_RS21915,+
TU271D-2380,CLJU_RS20215 // CLJU_RS20210 // CLJU_RS20205 // CLJU_RS20200,-
TU271D-1036,CLJU_RS08865,+
TU271D-2874,CLJU_RS02010,-
TU271D-1659,CLJU_RS14050 // CLJU_RS14045 // CLJU_RS14040,-
TU271D-738,CLJU_RS06375,+
TU271D-194,CLJU_RS01510 // CLJU_RS01505,+
TU271D-1114,CLJU_RS09490,+
TU271D-119,CLJU_RS00925,+
TU271D-1015,CLJU_RS08685,+
TU271D-2179,CLJU_RS18440,-
TU271D-585,CLJU_RS04895 // CLJU_RS04890,+
TU271D-2532,CLJU_RS18835,+
TU271D-1538,CLJU_RS13145,+
TU271D-2866,CLJU_RS22130,-
TU271D-2810,CLJU_RS06800,-
TU271D-1115,CLJU_RS09500 // CLJU_RS09495,-
TU271D-2297,CLJU_RS19430,+
TU271D-2513,CLJU_RS19445,+
TU271D-2025,CLJU_RS17160,-
TU271D-737,CLJU_RS06370,-
TU271D-1260,CLJU_RS10665,-
TU271D-2085,CLJU_RS17640,+
TU271D-2238,CLJU_RS18925,-
TU271D-1440,CLJU_RS12250,+
TU271D-2020,CLJU_RS17115,-
TU271D-1445,CLJU_RS22270 // CLJU_RS12280,-
TU271D-1067,CLJU_RS09135,-
TU271D-923,CLJU_RS07950 // CLJU_RS07945,+
TU271D-1337,CLJU_RS11320 // CLJU_RS11315,-
TU271D-1224,CLJU_RS10390,-
TU271D-2889,CLJU_RS00910,-
TU271D-2531,CLJU_RS18840,-
TU271D-2379,CLJU_RS20195 // CLJU_RS20190 // CLJU_RS20185 // CLJU_RS20180 // CLJU_RS20175 // CLJU_RS20170 // CLJU_RS20165 // CLJU_RS20160 // CLJU_RS20155 // CLJU_RS20150 // CLJU_RS20145,-
TU271D-1435,CLJU_RS12220 // CLJU_RS12215,-
TU271D-30,CLJU_RS00240,+
TU271D-736,CLJU_RS06365 // CLJU_RS06360,-
TU271D-20,CLJU_RS00175,+
TU271D-211,CLJU_RS01690 // CLJU_RS01685 // CLJU_RS01680 // CLJU_RS01675,+
TU271D-1705,CLJU_RS14405,-
TU271D-502,CLJU_RS04160,+
TU271D-584,CLJU_RS04885,+
TU271D-1371,CLJU_RS11625 // CLJU_RS11620 // CLJU_RS11615,-
TU271D-1832,CLJU_RS15560 // CLJU_RS15555,+
TU271D-2530,CLJU_RS18850,-
TU271D-443,CLJU_RS03720,+
TU271D-320,CLJU_RS02550 // CLJU_RS02545,+
TU271D-1617,CLJU_RS13740,-
TU271D-735,CLJU_RS06355 // CLJU_RS06350 // CLJU_RS06345,+
TU271D-1557,CLJU_RS13330,-
TU271D-384,CLJU_RS03205,+
TU271D-922,CLJU_RS07940 // CLJU_RS07935,+
TU271D-95,CLJU_RS00770,-
TU271D-1373,CLJU_RS11650,-
TU271D-2529,CLJU_RS18855,+
TU271D-2378,CLJU_RS20140 // CLJU_RS20135 // CLJU_RS20130 // CLJU_RS20125 // CLJU_RS20120 // CLJU_RS20115 // CLJU_RS20110,-
TU271D-2115,CLJU_RS21490 // CLJU_RS17870,-
TU271D-1504,CLJU_RS12820,-
TU271D-1686,CLJU_RS14250 // CLJU_RS14245,-
TU271D-336,CLJU_RS02760,+
TU271D-734,CLJU_RS06340,+
TU271D-1149,CLJU_RS09775,+
TU271D-1162,CLJU_RS09860,+
TU271D-583,CLJU_RS04880,+
TU271D-1878,CLJU_RS15985 // CLJU_RS15980,+
TU271D-2528,CLJU_RS18900,+
TU271D-2809,CLJU_RS06805,+
TU271D-2716,CLJU_RS10820,+
TU271D-1640,CLJU_RS13900,-
TU271D-2296,CLJU_RS21935,+
TU271D-1714,CLJU_RS14490 // CLJU_RS14485,-
TU271D-1414,CLJU_RS12060,+
TU271D-2237,CLJU_RS18920 // CLJU_RS18915,-
TU271D-1692,CLJU_RS14290,-
TU271D-1519,CLJU_RS12970,-
TU271D-921,CLJU_RS07920 // CLJU_RS07915,-
TU271D-1773,CLJU_RS15000 // CLJU_RS22370,-
TU271D-1657,CLJU_RS14030,-
TU271D-2527,CLJU_RS22710,+
TU271D-2377,CLJU_RS20105 // CLJU_RS20100,-
TU271D-243,CLJU_RS01955 // CLJU_RS01950 // CLJU_RS01945 // CLJU_RS01940 // CLJU_RS01935,+
TU271D-732,CLJU_RS06325 // CLJU_RS06320,+
TU271D-1958,CLJU_RS16575,-
TU271D-1666,CLJU_RS14090,-
TU271D-19,CLJU_RS00170,+
TU271D-1073,CLJU_RS09170,+
TU271D-1014,CLJU_RS08680,+
TU271D-501,CLJU_RS04155,+
TU271D-582,CLJU_RS04875,+
TU271D-1682,CLJU_RS14210 // CLJU_RS14205,-
TU271D-2526,CLJU_RS18975,-
TU271D-442,CLJU_RS03710,+
TU271D-1547,CLJU_RS13230,-
TU271D-65,CLJU_RS00525 // CLJU_RS00520,+
TU271D-1992,CLJU_RS16890 // CLJU_RS16885,-
TU271D-290,CLJU_RS02320,+
TU271D-731,CLJU_RS06315 // CLJU_RS06310,+
TU271D-337,CLJU_RS02765,+
TU271D-920,CLJU_RS07910,+
TU271D-1726,CLJU_RS14580,-
TU271D-1118,CLJU_RS09525 // CLJU_RS09520 // CLJU_RS09515,+
TU271D-111,CLJU_RS00875,+
TU271D-354,CLJU_RS02950 // CLJU_RS02945,+
TU271D-2525,CLJU_RS18990,-
TU271D-2376,CLJU_RS20095 // CLJU_RS20090 // CLJU_RS20085,-
TU271D-14,CLJU_RS00140,+
TU271D-2100,CLJU_RS17765,-
TU271D-730,CLJU_RS06305 // CLJU_RS06300 // CLJU_RS22000 // CLJU_RS06295 // CLJU_RS06290,+
TU271D-179,CLJU_RS01395,+
TU271D-2178,CLJU_RS18435,+
TU271D-581,CLJU_RS04870 // CLJU_RS04865,+
TU271D-2714,CLJU_RS11210,+
TU271D-1060,CLJU_RS09095 // CLJU_RS09090,-
TU271D-2524,CLJU_RS19080,+
TU271D-1496,CLJU_RS12715,-
TU271D-2808,CLJU_RS06810,-
TU271D-1103,CLJU_RS09420 // CLJU_RS09415,+
TU271D-1928,CLJU_RS16365,-
TU271D-2784,CLJU_RS08365,-
TU271D-2295,CLJU_RS19425,-
TU271D-2233,CLJU_RS18885,-
TU271D-2886,CLJU_RS01055,-
TU271D-729,CLJU_RS06285,+
TU271D-156,CLJU_RS01200,+
TU271D-1898,CLJU_RS16135,-
TU271D-2236,CLJU_RS18910 // CLJU_RS18905,-
TU271D-999,CLJU_RS08570,+
TU271D-919,CLJU_RS07905 // CLJU_RS07900 // CLJU_RS07895 // CLJU_RS07890 // CLJU_RS07885 // CLJU_RS07880 // CLJU_RS07875,+
TU271D-2046,CLJU_RS21465,-
TU271D-1223,CLJU_RS10385,-
TU271D-1741,CLJU_RS14695,-
TU271D-2523,CLJU_RS19105,-
TU271D-2375,CLJU_RS20080,-
TU271D-1678,CLJU_RS14175,-
TU271D-728,CLJU_RS06280,+
TU271D-18,CLJU_RS00165 // CLJU_RS00160,+
TU271D-210,CLJU_RS01670 // CLJU_RS01665 // CLJU_RS01660,+
TU271D-1704,CLJU_RS22645,-
TU271D-580,CLJU_RS04860,+
TU271D-2053,CLJU_RS17390 // CLJU_RS17385 // CLJU_RS17380,-
TU271D-1830,CLJU_RS22395 // CLJU_RS15550,-
TU271D-2522,CLJU_RS19110,+
TU271D-441,CLJU_RS03705 // CLJU_RS03700,+
TU271D-319,CLJU_RS02540 // CLJU_RS02535,+
TU271D-1742,CLJU_RS14705,-
TU271D-727,CLJU_RS06275 // CLJU_RS06270,+
TU271D-1970,CLJU_RS16680,-
TU271D-383,CLJU_RS03200 // CLJU_RS03195,-
TU271D-94,CLJU_RS00760 // CLJU_RS00755 // CLJU_RS00750,-
TU271D-2521,CLJU_RS21505,-
TU271D-2374,CLJU_RS20075,-
TU271D-126,CLJU_RS00965,+
TU271D-2713,CLJU_RS11240,+
