Transcription-Units,Genes of transcription unit,Direction
TU1SOZ-1690,ABAYE_RS14910,-
TU1SOZ-1294,ABAYE_RS11495,-
TU1SOZ-508,ABAYE_RS04330,+
TU1SOZ-194,ABAYE_RS01535,+
TU1SOZ-1279,ABAYE_RS11335,-
TU1SOZ-1159,ABAYE_RS10120 // ABAYE_RS10115,+
TU1SOZ-2162,ABAYE_RS19030,+
TU1SOZ-423,ABAYE_RS03720 // ABAYE_RS03715,+
TU1SOZ-1668,ABAYE_RS14700,+
TU1SOZ-221,ABAYE_RS01805,-
TU1SOZ-2142,ABAYE_RS18815 // ABAYE_RS18810,-
TU1SOZ-2476,ABAYE_RS08675,-
TU1SOZ-2119,ABAYE_RS18600 // ABAYE_RS18595,-
TU1SOZ-170,ABAYE_RS01335,+
TU1SOZ-1587,ABAYE_RS13990,-
TU1SOZ-2217,ABAYE_RS18830,+
TU1SOZ-1514,ABAYE_RS19815,+
TU1SOZ-317,ABAYE_RS02690,+
TU1SOZ-2083,ABAYE_RS18330 // ABAYE_RS18325,+
TU1SOZ-1405,ABAYE_RS12495 // ABAYE_RS12490 // ABAYE_RS12485,-
TU1SOZ-2415,ABAYE_RS11160,+
TU1SOZ-2373,ABAYE_RS12745,+
TU1SOZ-1304,ABAYE_RS11565,-
TU1SOZ-1847,ABAYE_RS16345,+
TU1SOZ-2542,ABAYE_RS05875,+
TU1SOZ-881,ABAYE_RS07630 // ABAYE_RS07625 // ABAYE_RS07620,+
TU1SOZ-1353,ABAYE_RS12050,-
TU1SOZ-1450,ABAYE_RS12820 // ABAYE_RS12815,+
TU1SOZ-2171,ABAYE_RS19105 // ABAYE_RS19100 // ABAYE_RS19095,+
TU1SOZ-571,ABAYE_RS04800 // ABAYE_RS04795,+
TU1SOZ-1234,ABAYE_RS10875,+
TU1SOZ-1515,ABAYE_RS13305,-
TU1SOZ-1224,ABAYE_RS10760,+
TU1SOZ-10,ABAYE_RS00180,+
TU1SOZ-121,ABAYE_RS00895 // ABAYE_RS00890 // ABAYE_RS00885,-
TU1SOZ-556,ABAYE_RS04690,-
TU1SOZ-522,ABAYE_RS04455 // ABAYE_RS04450,+
TU1SOZ-790,ABAYE_RS06790 // ABAYE_RS06785,+
TU1SOZ-1344,ABAYE_RS11990,+
TU1SOZ-306,ABAYE_RS02515,-
TU1SOZ-2158,ABAYE_RS19000,+
TU1SOZ-342,ABAYE_RS02910,+
TU1SOZ-2520,ABAYE_RS06975,+
TU1SOZ-2379,ABAYE_RS19775,+
TU1SOZ-726,ABAYE_RS06165,-
TU1SOZ-253,ABAYE_RS02085,-
TU1SOZ-1891,ABAYE_RS16660 // ABAYE_RS16655,+
TU1SOZ-908,ABAYE_RS07845,+
TU1SOZ-1582,ABAYE_RS13960,+
TU1SOZ-476,ABAYE_RS04105,-
TU1SOZ-2578,ABAYE_RS04670,-
TU1SOZ-1392,ABAYE_RS12405,-
TU1SOZ-1490,ABAYE_RS13085 // ABAYE_RS13080,+
TU1SOZ-2307,ABAYE_RS15305,-
TU1SOZ-1636,ABAYE_RS14460,-
TU1SOZ-1699,ABAYE_RS14980,-
TU1SOZ-1961,ABAYE_RS17275,+
TU1SOZ-1560,ABAYE_RS13775,-
TU1SOZ-2097,ABAYE_RS18420,-
TU1SOZ-2035,ABAYE_RS17885,-
TU1SOZ-125,ABAYE_RS00925 // ABAYE_RS00920,+
TU1SOZ-2216,ABAYE_RS18855,+
TU1SOZ-2613,ABAYE_RS03035,+
TU1SOZ-1208,ABAYE_RS10555 // ABAYE_RS10550 // ABAYE_RS10545,-
TU1SOZ-2297,ABAYE_RS15515,+
TU1SOZ-142,ABAYE_RS01090,-
TU1SOZ-663,ABAYE_RS05645,-
TU1SOZ-942,ABAYE_RS08150,-
TU1SOZ-1309,ABAYE_RS11645 // ABAYE_RS11640,-
TU1SOZ-258,ABAYE_RS02145,+
TU1SOZ-2269,ABAYE_RS16795,-
TU1SOZ-1991,ABAYE_RS17500,+
TU1SOZ-2308,ABAYE_RS15175,+
TU1SOZ-1649,ABAYE_RS14585 // ABAYE_RS14580,-
TU1SOZ-2076,ABAYE_RS18285,+
TU1SOZ-580,ABAYE_RS04880 // ABAYE_RS04875 // ABAYE_RS04870 // ABAYE_RS04865,-
TU1SOZ-2417,ABAYE_RS11035,-
TU1SOZ-718,ABAYE_RS06110,-
TU1SOZ-1801,ABAYE_RS15965,-
TU1SOZ-207,ABAYE_RS19565,-
TU1SOZ-751,ABAYE_RS06345,-
TU1SOZ-2276,ABAYE_RS16605,-
TU1SOZ-2299,ABAYE_RS15435,-
TU1SOZ-1099,ABAYE_RS09560,+
TU1SOZ-2034,ABAYE_RS17870,+
TU1SOZ-1066,ABAYE_RS09260,+
TU1SOZ-2056,ABAYE_RS18085,-
TU1SOZ-697,ABAYE_RS05915,-
TU1SOZ-1413,ABAYE_RS12555,-
TU1SOZ-854,ABAYE_RS07400,-
TU1SOZ-2368,ABAYE_RS12945,+
TU1SOZ-2133,ABAYE_RS18765 // ABAYE_RS18760,-
TU1SOZ-576,ABAYE_RS04835,+
TU1SOZ-1887,ABAYE_RS16635,-
TU1SOZ-2318,ABAYE_RS14790,+
TU1SOZ-17,ABAYE_RS00220,+
TU1SOZ-4,ABAYE_RS00115,-
TU1SOZ-2220,ABAYE_RS18755,+
TU1SOZ-319,ABAYE_RS02710,+
TU1SOZ-370,ABAYE_RS03200,-
TU1SOZ-779,ABAYE_RS06605 // ABAYE_RS06600 // ABAYE_RS06595 // ABAYE_RS06590 // ABAYE_RS06585 // ABAYE_RS06580 // ABAYE_RS06575,-
TU1SOZ-500,ABAYE_RS04260 // ABAYE_RS04255,+
TU1SOZ-1134,ABAYE_RS09835,-
TU1SOZ-316,ABAYE_RS02685 // ABAYE_RS02680 // ABAYE_RS02675 // ABAYE_RS02670 // ABAYE_RS02665,+
TU1SOZ-127,ABAYE_RS00955,+
TU1SOZ-2437,ABAYE_RS10790,+
TU1SOZ-2614,ABAYE_RS03030,-
TU1SOZ-2575,ABAYE_RS04725,+
TU1SOZ-263,ABAYE_RS02175,+
TU1SOZ-2489,ABAYE_RS08190,+
TU1SOZ-650,ABAYE_RS05540,-
TU1SOZ-1478,ABAYE_RS13000,-
TU1SOZ-1922,ABAYE_RS16915 // ABAYE_RS16910,+
TU1SOZ-543,ABAYE_RS04600,+
TU1SOZ-700,ABAYE_RS05945 // ABAYE_RS05940,+
TU1SOZ-135,ABAYE_RS01035,+
TU1SOZ-426,ABAYE_RS03735,-
TU1SOZ-2152,ABAYE_RS18955,-
TU1SOZ-237,ABAYE_RS01930,-
TU1SOZ-2669,ABAYE_RS19555,-
TU1SOZ-1267,ABAYE_RS11210 // ABAYE_RS11205,+
TU1SOZ-1675,ABAYE_RS14740,-
TU1SOZ-242,ABAYE_RS02020 // ABAYE_RS02015 // ABAYE_RS02010 // ABAYE_RS02005,+
TU1SOZ-1741,ABAYE_RS15350 // ABAYE_RS15345,-
TU1SOZ-1491,ABAYE_RS13090,+
TU1SOZ-1386,ABAYE_RS12380,-
TU1SOZ-720,ABAYE_RS06120,-
TU1SOZ-313,ABAYE_RS02550,+
TU1SOZ-1269,ABAYE_RS11240,-
TU1SOZ-793,ABAYE_RS06820 // ABAYE_RS06815 // ABAYE_RS06810,+
TU1SOZ-400,ABAYE_RS03535,-
TU1SOZ-786,ABAYE_RS06750 // ABAYE_RS06745 // ABAYE_RS06740 // ABAYE_RS06735 // ABAYE_RS06730 // ABAYE_RS06725,+
TU1SOZ-607,ABAYE_RS05160 // ABAYE_RS05155,-
TU1SOZ-2560,ABAYE_RS05260,-
TU1SOZ-1825,ABAYE_RS16160 // ABAYE_RS16155 // ABAYE_RS16150,+
TU1SOZ-1882,ABAYE_RS16610,+
TU1SOZ-1395,ABAYE_RS12420,-
TU1SOZ-2262,ABAYE_RS17010,-
TU1SOZ-703,ABAYE_RS05980,+
TU1SOZ-1001,ABAYE_RS08650,-
TU1SOZ-1437,ABAYE_RS12720,-
TU1SOZ-2190,ABAYE_RS19230,+
TU1SOZ-588,ABAYE_RS04970 // ABAYE_RS04965,+
TU1SOZ-1944,ABAYE_RS17145 // ABAYE_RS17140 // ABAYE_RS17135 // ABAYE_RS17130,+
TU1SOZ-1354,ABAYE_RS12055,-
TU1SOZ-51,ABAYE_RS19535,-
TU1SOZ-1140,ABAYE_RS09945 // ABAYE_RS09940,-
TU1SOZ-2580,ABAYE_RS04660,-
TU1SOZ-2606,ABAYE_RS03465,-
TU1SOZ-1376,ABAYE_RS12310,-
TU1SOZ-2589,ABAYE_RS04355,+
TU1SOZ-395,ABAYE_RS03495,-
TU1SOZ-495,ABAYE_RS04220,-
TU1SOZ-2491,ABAYE_RS08130,+
TU1SOZ-620,ABAYE_RS05300,+
TU1SOZ-946,ABAYE_RS08170,-
TU1SOZ-1191,ABAYE_RS10400 // ABAYE_RS10395 // ABAYE_RS10390,-
TU1SOZ-1771,ABAYE_RS15650,+
TU1SOZ-2153,ABAYE_RS18960,-
TU1SOZ-843,ABAYE_RS07260,-
TU1SOZ-1583,ABAYE_RS13965,+
TU1SOZ-2646,ABAYE_RS01675,+
TU1SOZ-587,ABAYE_RS04960 // ABAYE_RS04955,-
TU1SOZ-2280,ABAYE_RS16300,+
TU1SOZ-210,ABAYE_RS01705,+
TU1SOZ-1259,ABAYE_RS11140,+
TU1SOZ-78,ABAYE_RS00585,-
TU1SOZ-2267,ABAYE_RS16805,-
TU1SOZ-616,ABAYE_RS05280,-
TU1SOZ-1206,ABAYE_RS10530,-
TU1SOZ-2452,ABAYE_RS09920,-
TU1SOZ-2125,ABAYE_RS18670,+
TU1SOZ-2553,ABAYE_RS05465,-
TU1SOZ-558,ABAYE_RS04695,+
TU1SOZ-2247,ABAYE_RS17880,+
TU1SOZ-1255,ABAYE_RS11110,+
TU1SOZ-2238,ABAYE_RS18065,+
TU1SOZ-1577,ABAYE_RS13905,+
TU1SOZ-1698,ABAYE_RS14975 // ABAYE_RS14970 // ABAYE_RS14965 // ABAYE_RS14960,-
TU1SOZ-2146,ABAYE_RS18865 // ABAYE_RS18860,-
TU1SOZ-463,ABAYE_RS04000,+
TU1SOZ-1832,ABAYE_RS16215,-
TU1SOZ-1052,ABAYE_RS09110,+
TU1SOZ-2019,ABAYE_RS17730 // ABAYE_RS17725,-
TU1SOZ-687,ABAYE_RS05820,-
TU1SOZ-668,ABAYE_RS05680,-
TU1SOZ-1456,ABAYE_RS12855,-
TU1SOZ-250,ABAYE_RS02070,-
TU1SOZ-2486,ABAYE_RS08360,+
TU1SOZ-2364,ABAYE_RS13065,+
TU1SOZ-240,ABAYE_RS01975 // ABAYE_RS01970,+
TU1SOZ-1060,ABAYE_RS09215 // ABAYE_RS09210,-
TU1SOZ-662,ABAYE_RS05640,+
TU1SOZ-1860,ABAYE_RS19910,+
TU1SOZ-1286,ABAYE_RS11395,+
TU1SOZ-1855,ABAYE_RS16395 // ABAYE_RS16390 // ABAYE_RS16385,+
TU1SOZ-1479,ABAYE_RS13005,+
TU1SOZ-1779,ABAYE_RS15735,+
TU1SOZ-1397,ABAYE_RS19780,-
TU1SOZ-1840,ABAYE_RS16285,+
TU1SOZ-2071,ABAYE_RS18260,-
TU1SOZ-674,ABAYE_RS05720,+
TU1SOZ-2365,ABAYE_RS13030,+
TU1SOZ-505,ABAYE_RS04310,-
TU1SOZ-2340,ABAYE_RS14010,+
TU1SOZ-251,ABAYE_RS02075,-
TU1SOZ-1004,ABAYE_RS08670,+
TU1SOZ-1271,ABAYE_RS11250,-
TU1SOZ-1918,ABAYE_RS16885,-
TU1SOZ-2396,ABAYE_RS11595,-
TU1SOZ-53,ABAYE_RS00480 // ABAYE_RS00475,-
TU1SOZ-2470,ABAYE_RS09180,-
TU1SOZ-2666,ABAYE_RS01155,-
TU1SOZ-1434,ABAYE_RS12705,-
TU1SOZ-2679,ABAYE_RS00050,-
TU1SOZ-1117,ABAYE_RS09705,-
TU1SOZ-2680,ABAYE_RS00415,+
TU1SOZ-1521,ABAYE_RS13360,-
TU1SOZ-2316,ABAYE_RS14890,+
TU1SOZ-2043,ABAYE_RS17980,-
TU1SOZ-1399,ABAYE_RS12450 // ABAYE_RS12445,+
TU1SOZ-2161,ABAYE_RS19025,+
TU1SOZ-659,ABAYE_RS05615,+
TU1SOZ-1748,ABAYE_RS15415,-
TU1SOZ-1141,ABAYE_RS09950,+
TU1SOZ-1572,ABAYE_RS13865 // ABAYE_RS13860 // ABAYE_RS13855 // ABAYE_RS13850,-
TU1SOZ-2350,ABAYE_RS13445,+
TU1SOZ-291,ABAYE_RS02375 // ABAYE_RS02370,+
TU1SOZ-781,ABAYE_RS06640 // ABAYE_RS06635 // ABAYE_RS06630 // ABAYE_RS06625 // ABAYE_RS06620,+
TU1SOZ-1726,ABAYE_RS15190,-
TU1SOZ-534,ABAYE_RS04540,+
TU1SOZ-1734,ABAYE_RS15300,+
TU1SOZ-2285,ABAYE_RS16120,-
TU1SOZ-1281,ABAYE_RS11355 // ABAYE_RS11350,-
TU1SOZ-862,ABAYE_RS07460 // ABAYE_RS07455,+
TU1SOZ-1218,ABAYE_RS10715 // ABAYE_RS10710 // ABAYE_RS10705,+
TU1SOZ-535,ABAYE_RS04550 // ABAYE_RS04545,-
TU1SOZ-2032,ABAYE_RS19965,-
TU1SOZ-722,ABAYE_RS06135,-
TU1SOZ-1441,ABAYE_RS12755,-
TU1SOZ-2587,ABAYE_RS04405,+
TU1SOZ-269,ABAYE_RS02210 // ABAYE_RS02205,-
TU1SOZ-2627,ABAYE_RS02465,-
TU1SOZ-1909,ABAYE_RS16825 // ABAYE_RS16820,-
TU1SOZ-770,ABAYE_RS06510 // ABAYE_RS06505 // ABAYE_RS06500,-
TU1SOZ-72,ABAYE_RS00065,+
TU1SOZ-957,ABAYE_RS08275 // ABAYE_RS08270 // ABAYE_RS08265 // ABAYE_RS08260,+
TU1SOZ-2207,ABAYE_RS19315,+
TU1SOZ-631,ABAYE_RS05395,-
TU1SOZ-2223,ABAYE_RS18715,+
TU1SOZ-394,ABAYE_RS03490,-
TU1SOZ-1465,ABAYE_RS12905,+
TU1SOZ-147,ABAYE_RS01145,+
TU1SOZ-747,ABAYE_RS06315 // ABAYE_RS06310 // ABAYE_RS06305,-
TU1SOZ-1753,ABAYE_RS15470,-
TU1SOZ-2441,ABAYE_RS10750,-
TU1SOZ-1646,ABAYE_RS14560,-
TU1SOZ-2292,ABAYE_RS15705,+
TU1SOZ-2325,ABAYE_RS14500,+
TU1SOZ-581,ABAYE_RS04890 // ABAYE_RS04885,-
TU1SOZ-1212,ABAYE_RS10650 // ABAYE_RS10645,-
TU1SOZ-1423,ABAYE_RS12640,-
TU1SOZ-2390,ABAYE_RS11755,-
TU1SOZ-709,ABAYE_RS06050,-
TU1SOZ-2101,ABAYE_RS18445,+
TU1SOZ-1914,ABAYE_RS16850,-
TU1SOZ-1547,ABAYE_RS13600 // ABAYE_RS13595,-
TU1SOZ-1278,ABAYE_RS11325 // ABAYE_RS11320 // ABAYE_RS11315 // ABAYE_RS11310 // ABAYE_RS11305 // ABAYE_RS11300 // ABAYE_RS11295,-
TU1SOZ-1533,ABAYE_RS13455,-
TU1SOZ-669,ABAYE_RS05685,-
TU1SOZ-2586,ABAYE_RS04410,-
TU1SOZ-2462,ABAYE_RS09510,+
TU1SOZ-2338,ABAYE_RS14075,+
TU1SOZ-940,ABAYE_RS08120,+
TU1SOZ-2240,ABAYE_RS20010,+
TU1SOZ-529,ABAYE_RS04515,-
TU1SOZ-1928,ABAYE_RS16950,+
TU1SOZ-466,ABAYE_RS04015,+
TU1SOZ-2655,ABAYE_RS01490,+
TU1SOZ-336,ABAYE_RS02870,-
TU1SOZ-331,ABAYE_RS02845,+
TU1SOZ-880,ABAYE_RS07615,-
TU1SOZ-417,ABAYE_RS03680 // ABAYE_RS03675,-
TU1SOZ-1980,ABAYE_RS17405,-
TU1SOZ-415,ABAYE_RS03660,-
TU1SOZ-1352,ABAYE_RS12045,-
TU1SOZ-1607,ABAYE_RS14240 // ABAYE_RS14235,-
TU1SOZ-1347,ABAYE_RS12005,-
TU1SOZ-1721,ABAYE_RS15145,+
TU1SOZ-900,ABAYE_RS07785,+
TU1SOZ-1225,ABAYE_RS10765,+
TU1SOZ-1885,ABAYE_RS16625,+
TU1SOZ-1810,ABAYE_RS16030,+
TU1SOZ-288,ABAYE_RS02350 // ABAYE_RS02345,-
TU1SOZ-446,ABAYE_RS03865 // ABAYE_RS03860,-
TU1SOZ-805,ABAYE_RS06930 // ABAYE_RS06925,+
TU1SOZ-2226,ABAYE_RS18575,+
TU1SOZ-2360,ABAYE_RS13225,-
TU1SOZ-106,ABAYE_RS00790 // ABAYE_RS00785 // ABAYE_RS00780 // ABAYE_RS00775,-
TU1SOZ-1762,ABAYE_RS15575,-
TU1SOZ-2375,ABAYE_RS19790,+
TU1SOZ-2503,ABAYE_RS07660,+
TU1SOZ-590,ABAYE_RS04995 // ABAYE_RS04990 // ABAYE_RS04985,-
TU1SOZ-1864,ABAYE_RS16480 // ABAYE_RS16475,+
TU1SOZ-2420,ABAYE_RS10940,-
TU1SOZ-161,ABAYE_RS01265,-
TU1SOZ-1427,ABAYE_RS12670,-
TU1SOZ-1481,ABAYE_RS13015,+
TU1SOZ-120,ABAYE_RS00880,-
TU1SOZ-2015,ABAYE_RS17705,+
TU1SOZ-1775,ABAYE_RS15680,+
TU1SOZ-1814,ABAYE_RS16065,+
TU1SOZ-984,ABAYE_RS08480,+
TU1SOZ-626,ABAYE_RS05350,-
TU1SOZ-2381,ABAYE_RS12225,+
TU1SOZ-2088,ABAYE_RS18355,-
TU1SOZ-1707,ABAYE_RS15045,+
TU1SOZ-1989,ABAYE_RS17485,-
TU1SOZ-2345,ABAYE_RS13920,-
TU1SOZ-276,ABAYE_RS02245,+
TU1SOZ-1545,ABAYE_RS13585 // ABAYE_RS13580,-
TU1SOZ-2590,ABAYE_RS04350,-
TU1SOZ-2063,ABAYE_RS18170 // ABAYE_RS18165 // ABAYE_RS18160 // ABAYE_RS18155 // ABAYE_RS18150 // ABAYE_RS18145,+
TU1SOZ-1537,ABAYE_RS13505 // ABAYE_RS13500,-
TU1SOZ-64,ABAYE_RS00090,+
TU1SOZ-1439,ABAYE_RS12740,-
TU1SOZ-711,ABAYE_RS06065,+
TU1SOZ-1364,ABAYE_RS12185,+
TU1SOZ-795,ABAYE_RS06835 // ABAYE_RS06830,+
TU1SOZ-290,ABAYE_RS02365,+
TU1SOZ-717,ABAYE_RS19620,-
TU1SOZ-460,ABAYE_RS03975,-
TU1SOZ-813,ABAYE_RS06980,-
TU1SOZ-507,ABAYE_RS04325,+
TU1SOZ-1929,ABAYE_RS16955,+
TU1SOZ-992,ABAYE_RS08570,-
TU1SOZ-1232,ABAYE_RS10865,+
TU1SOZ-1480,ABAYE_RS13010,+
TU1SOZ-998,ABAYE_RS08630,+
TU1SOZ-578,ABAYE_RS04855 // ABAYE_RS04850,+
TU1SOZ-2317,ABAYE_RS14820,-
TU1SOZ-1988,ABAYE_RS17480,-
TU1SOZ-1381,ABAYE_RS19760 // ABAYE_RS12345 // ABAYE_RS12340,-
TU1SOZ-1702,ABAYE_RS15000,-
TU1SOZ-2353,ABAYE_RS13385,-
TU1SOZ-2395,ABAYE_RS11600,+
TU1SOZ-1136,ABAYE_RS09845,-
TU1SOZ-1862,ABAYE_RS16460,+
TU1SOZ-679,ABAYE_RS05760,+
TU1SOZ-371,ABAYE_RS03205,-
TU1SOZ-1569,ABAYE_RS13830,-
TU1SOZ-1057,ABAYE_RS09160 // ABAYE_RS09155 // ABAYE_RS09150,-
TU1SOZ-167,ABAYE_RS01315,+
TU1SOZ-2640,ABAYE_RS01730,+
TU1SOZ-1248,ABAYE_RS11045,+
TU1SOZ-671,ABAYE_RS05695,+
TU1SOZ-1923,ABAYE_RS16920,-
TU1SOZ-2400,ABAYE_RS11480,-
TU1SOZ-1979,ABAYE_RS17400,-
TU1SOZ-2227,ABAYE_RS18525,-
TU1SOZ-622,ABAYE_RS05315 // ABAYE_RS05310,+
TU1SOZ-1834,ABAYE_RS16250 // ABAYE_RS16245 // ABAYE_RS16240 // ABAYE_RS16235 // ABAYE_RS16230 // ABAYE_RS16225,-
TU1SOZ-1315,ABAYE_RS11695,-
TU1SOZ-1790,ABAYE_RS15855 // ABAYE_RS15850,-
TU1SOZ-1606,ABAYE_RS14230,-
TU1SOZ-1151,ABAYE_RS10070 // ABAYE_RS10065,-
TU1SOZ-835,ABAYE_RS07215,+
TU1SOZ-2612,ABAYE_RS03095,+
TU1SOZ-2310,ABAYE_RS15165,+
TU1SOZ-432,ABAYE_RS03780,+
TU1SOZ-2546,ABAYE_RS05845,-
TU1SOZ-1724,ABAYE_RS15180,-
TU1SOZ-2457,ABAYE_RS09855,-
TU1SOZ-1229,ABAYE_RS10850,+
TU1SOZ-909,ABAYE_RS07850,+
TU1SOZ-1299,ABAYE_RS11520,-
TU1SOZ-959,ABAYE_RS08290,-
TU1SOZ-79,ABAYE_RS00590,+
TU1SOZ-2510,ABAYE_RS07520,-
TU1SOZ-2568,ABAYE_RS04940,-
TU1SOZ-1280,ABAYE_RS11340,-
TU1SOZ-1462,ABAYE_RS12890,-
TU1SOZ-2008,ABAYE_RS17660,-
TU1SOZ-1773,ABAYE_RS15670 // ABAYE_RS15665 // ABAYE_RS15660,+
TU1SOZ-595,ABAYE_RS05045,-
TU1SOZ-818,ABAYE_RS07050 // ABAYE_RS07045 // ABAYE_RS07040 // ABAYE_RS07035 // ABAYE_RS07030,+
TU1SOZ-2389,ABAYE_RS11760,+
TU1SOZ-844,ABAYE_RS07270 // ABAYE_RS07265,-
TU1SOZ-35,ABAYE_RS00330,+
TU1SOZ-1535,ABAYE_RS13490 // ABAYE_RS13485 // ABAYE_RS13480,-
TU1SOZ-1338,ABAYE_RS11895 // ABAYE_RS19730,-
TU1SOZ-831,ABAYE_RS07165 // ABAYE_RS07160 // ABAYE_RS07155 // ABAYE_RS07150 // ABAYE_RS07145 // ABAYE_RS07140 // ABAYE_RS07135,+
TU1SOZ-46,ABAYE_RS00435,+
TU1SOZ-1189,ABAYE_RS10380,-
TU1SOZ-405,ABAYE_RS03570,-
TU1SOZ-1143,ABAYE_RS09985 // ABAYE_RS09980 // ABAYE_RS09975 // ABAYE_RS09970 // ABAYE_RS09965 // ABAYE_RS09960,-
TU1SOZ-1463,ABAYE_RS12895,-
TU1SOZ-13,ABAYE_RS00195,-
TU1SOZ-2059,ABAYE_RS18115 // ABAYE_RS18110,-
TU1SOZ-612,ABAYE_RS05200,+
TU1SOZ-1025,ABAYE_RS08925,+
TU1SOZ-2660,ABAYE_RS01375,-
TU1SOZ-1793,ABAYE_RS15900 // ABAYE_RS15895 // ABAYE_RS15890,+
TU1SOZ-1468,ABAYE_RS12925 // ABAYE_RS12920,-
TU1SOZ-1256,ABAYE_RS11115,+
TU1SOZ-1604,ABAYE_RS14205 // ABAYE_RS14200 // ABAYE_RS14195 // ABAYE_RS14190 // ABAYE_RS14185 // ABAYE_RS14180,-
TU1SOZ-345,ABAYE_RS02945 // ABAYE_RS02940 // ABAYE_RS02935,+
TU1SOZ-1624,ABAYE_RS14360,+
TU1SOZ-937,ABAYE_RS08085 // ABAYE_RS08080 // ABAYE_RS08075 // ABAYE_RS08070 // ABAYE_RS08065,+
TU1SOZ-1202,ABAYE_RS10505,+
TU1SOZ-978,ABAYE_RS08425,-
TU1SOZ-1017,ABAYE_RS08815,-
TU1SOZ-2039,ABAYE_RS19460 // ABAYE_RS17945 // ABAYE_RS17940,-
TU1SOZ-567,ABAYE_RS04765 // ABAYE_RS04760,-
TU1SOZ-2377,ABAYE_RS12650,+
TU1SOZ-2402,ABAYE_RS11470,-
TU1SOZ-2242,ABAYE_RS20005,+
TU1SOZ-2619,ABAYE_RS02800,-
TU1SOZ-1976,ABAYE_RS17365 // ABAYE_RS17360,-
TU1SOZ-982,ABAYE_RS08470,+
TU1SOZ-1608,ABAYE_RS14245,-
TU1SOZ-150,ABAYE_RS01175 // ABAYE_RS01170,-
TU1SOZ-550,ABAYE_RS04645,+
TU1SOZ-2046,ABAYE_RS17995,-
TU1SOZ-219,ABAYE_RS01790,+
TU1SOZ-636,ABAYE_RS05430,-
TU1SOZ-983,ABAYE_RS08475,+
TU1SOZ-1193,ABAYE_RS10415,-
TU1SOZ-2521,ABAYE_RS06920,-
TU1SOZ-806,ABAYE_RS06940 // ABAYE_RS06935,+
TU1SOZ-2214,ABAYE_RS19005,-
TU1SOZ-814,ABAYE_RS06985,-
TU1SOZ-2391,ABAYE_RS11750,+
TU1SOZ-386,ABAYE_RS03395 // ABAYE_RS03390 // ABAYE_RS03385 // ABAYE_RS03380 // ABAYE_RS03375 // ABAYE_RS03370 // ABAYE_RS03365,-
TU1SOZ-1770,ABAYE_RS15645,-
TU1SOZ-180,ABAYE_RS01430,-
TU1SOZ-1080,ABAYE_RS09380,+
TU1SOZ-701,ABAYE_RS05960 // ABAYE_RS05955 // ABAYE_RS05950,+
TU1SOZ-1777,ABAYE_RS15715 // ABAYE_RS15710,-
TU1SOZ-2584,ABAYE_RS04505,-
TU1SOZ-649,ABAYE_RS05535,+
TU1SOZ-2178,ABAYE_RS19145,-
TU1SOZ-1880,ABAYE_RS16590 // ABAYE_RS16585,-
TU1SOZ-944,ABAYE_RS08160,+
TU1SOZ-1419,ABAYE_RS12620 // ABAYE_RS12615 // ABAYE_RS12610,-
TU1SOZ-234,ABAYE_RS01905,-
TU1SOZ-1282,ABAYE_RS11360,+
TU1SOZ-2180,ABAYE_RS19160,-
TU1SOZ-554,ABAYE_RS04680,+
TU1SOZ-419,ABAYE_RS03695,-
TU1SOZ-1736,ABAYE_RS15315,+
TU1SOZ-548,ABAYE_RS04625,+
TU1SOZ-2469,ABAYE_RS09205,+
TU1SOZ-1031,ABAYE_RS08975 // ABAYE_RS08970,+
TU1SOZ-1913,ABAYE_RS16845,-
TU1SOZ-1284,ABAYE_RS11380,+
TU1SOZ-2022,ABAYE_RS17750,-
TU1SOZ-775,ABAYE_RS06545 // ABAYE_RS06540,+
TU1SOZ-1981,ABAYE_RS17415 // ABAYE_RS17410,-
TU1SOZ-2315,ABAYE_RS14895,-
TU1SOZ-235,ABAYE_RS01920 // ABAYE_RS01915 // ABAYE_RS01910,-
TU1SOZ-2603,ABAYE_RS03510,-
TU1SOZ-690,ABAYE_RS05835,+
TU1SOZ-1457,ABAYE_RS12860,+
TU1SOZ-1231,ABAYE_RS10860,-
TU1SOZ-853,ABAYE_RS07395,-
TU1SOZ-1219,ABAYE_RS10725 // ABAYE_RS10720,+
TU1SOZ-785,ABAYE_RS06720 // ABAYE_RS06715 // ABAYE_RS06710 // ABAYE_RS06705 // ABAYE_RS06700 // ABAYE_RS06695,+
TU1SOZ-670,ABAYE_RS05690,+
TU1SOZ-1121,ABAYE_RS09745 // ABAYE_RS09740 // ABAYE_RS09735,+
TU1SOZ-1510,ABAYE_RS13260,+
TU1SOZ-989,ABAYE_RS08545,+
TU1SOZ-1784,ABAYE_RS19885 // ABAYE_RS15780 // ABAYE_RS15775,-
TU1SOZ-1931,ABAYE_RS16970,-
TU1SOZ-484,ABAYE_RS04150,-
TU1SOZ-1205,ABAYE_RS10525 // ABAYE_RS10520,-
TU1SOZ-857,ABAYE_RS07420,-
TU1SOZ-2438,ABAYE_RS10785,-
TU1SOZ-1888,ABAYE_RS16640,+
TU1SOZ-1503,ABAYE_RS13175,+
TU1SOZ-1485,ABAYE_RS13040,-
TU1SOZ-1443,ABAYE_RS12770,-
TU1SOZ-2471,ABAYE_RS09175,+
TU1SOZ-2332,ABAYE_RS14210,+
TU1SOZ-1466,ABAYE_RS12910,-
