Transcription-Units,Genes of transcription unit,Direction
TU220H-1575,SGL_RS12760,-
TU220H-2826,SGL_RS07045,-
TU220H-649,SGL_RS05950 // SGL_RS05945,-
TU220H-1151,SGL_RS09630 // SGL_RS09625 // SGL_RS09620,-
TU220H-2397,SGL_RS00560 // SGL_RS00555 // SGL_RS00550,+
TU220H-900,SGL_RS07730,-
TU220H-2784,SGL_RS08085,-
TU220H-2665,SGL_RS12395,+
TU220H-1830,SGL_RS14720 // SGL_RS14715 // SGL_RS14710,+
TU220H-1386,SGL_RS11340,+
TU220H-2008,SGL_RS15970,+
TU220H-2364,SGL_RS19365,+
TU220H-58,SGL_RS01165 // SGL_RS01160 // SGL_RS01155 // SGL_RS01150,-
TU220H-263,SGL_RS03145,+
TU220H-2453,SGL_RS01750,+
TU220H-1890,SGL_RS15160,-
TU220H-377,SGL_RS04000,+
TU220H-1263,SGL_RS10460 // SGL_RS10455,-
TU220H-2559,SGL_RS15650,+
TU220H-2244,SGL_RS17790,-
TU220H-2654,SGL_RS12805,+
TU220H-1209,SGL_RS10070,+
TU220H-1691,SGL_RS13630,-
TU220H-177,SGL_RS02505,+
TU220H-853,SGL_RS07325 // SGL_RS07320,-
TU220H-2688,SGL_RS11735,-
TU220H-945,SGL_RS08070,+
TU220H-2851,SGL_RS05855,+
TU220H-2152,SGL_RS17110,-
TU220H-1150,SGL_RS09615 // SGL_RS09610,+
TU220H-2678,SGL_RS12035,-
TU220H-1307,SGL_RS10780 // SGL_RS10775,+
TU220H-507,SGL_RS19435,-
TU220H-140,SGL_RS02245,+
TU220H-1780,SGL_RS14320,+
TU220H-1495,SGL_RS12175 // SGL_RS12170,-
TU220H-717,SGL_RS06385,-
TU220H-1979,SGL_RS15785,+
TU220H-1924,SGL_RS15440,+
TU220H-342,SGL_RS03745,+
TU220H-1513,SGL_RS12315,-
TU220H-1573,SGL_RS12750,-
TU220H-1467,SGL_RS11985,+
TU220H-459,SGL_RS04610,-
TU220H-1665,SGL_RS13425 // SGL_RS13420,+
TU220H-2495,SGL_RS18250,+
TU220H-1120,SGL_RS09365,+
TU220H-2641,SGL_RS13250,+
TU220H-2530,SGL_RS16960,+
TU220H-2362,SGL_RS00315 // SGL_RS18490 // SGL_RS19300,-
TU220H-2519,SGL_RS17190,-
TU220H-2072,SGL_RS16480 // SGL_RS16475 // SGL_RS16470,-
TU220H-2552,SGL_RS16015,+
TU220H-216,SGL_RS02840,-
TU220H-648,SGL_RS05940,-
TU220H-1149,SGL_RS09605,+
TU220H-2840,SGL_RS06565,-
TU220H-1918,SGL_RS15405,-
TU220H-1408,SGL_RS11495,+
TU220H-1824,SGL_RS14675,+
TU220H-774,SGL_RS06720,+
TU220H-2222,SGL_RS17605,+
TU220H-1371,SGL_RS11230,-
TU220H-702,SGL_RS06280,-
TU220H-1702,SGL_RS13705,-
TU220H-1581,SGL_RS12820,-
TU220H-2526,SGL_RS17095,-
TU220H-57,SGL_RS01145 // SGL_RS01140 // SGL_RS01135 // SGL_RS01130,-
TU220H-1833,SGL_RS14750,-
TU220H-262,SGL_RS03140,+
TU220H-2346,SGL_RS00170 // SGL_RS00165,+
TU220H-803,SGL_RS06965 // SGL_RS06960,+
TU220H-1262,SGL_RS10450,-
TU220H-2428,SGL_RS01540,+
TU220H-994,SGL_RS08470,+
TU220H-930,SGL_RS07950,-
TU220H-1324,SGL_RS10920,-
TU220H-1136,SGL_RS09460,+
TU220H-400,SGL_RS04160,-
TU220H-1208,SGL_RS10065,+
TU220H-602,SGL_RS05575,-
TU220H-852,SGL_RS07315,-
TU220H-1039,SGL_RS08815 // SGL_RS08810,-
TU220H-2953,SGL_RS00665,+
TU220H-2928,SGL_RS02225,+
TU220H-2409,SGL_RS01405,+
TU220H-547,SGL_RS05195,-
TU220H-2756,SGL_RS09255,+
TU220H-109,SGL_RS02000 // SGL_RS01995,-
TU220H-311,SGL_RS03470,-
TU220H-2703,SGL_RS11215,+
TU220H-125,SGL_RS02105,-
TU220H-458,SGL_RS04600 // SGL_RS04595,-
TU220H-327,SGL_RS03605 // SGL_RS03600 // SGL_RS03595 // SGL_RS03590 // SGL_RS03585,+
TU220H-1544,SGL_RS12570,-
TU220H-1148,SGL_RS09600,+
TU220H-2318,SGL_RS18310 // SGL_RS18305,-
TU220H-967,SGL_RS08240,-
TU220H-2252,SGL_RS17825,+
TU220H-2773,SGL_RS08430,-
TU220H-647,SGL_RS05935,-
TU220H-899,SGL_RS07725,-
TU220H-2139,SGL_RS16995 // SGL_RS16990 // SGL_RS16985,-
TU220H-2500,SGL_RS17960,+
TU220H-1801,SGL_RS14500,-
TU220H-1728,SGL_RS13895,-
TU220H-2777,SGL_RS18780,-
TU220H-1994,SGL_RS15890,+
TU220H-2436,SGL_RS01630 // SGL_RS01625,+
TU220H-1911,SGL_RS15340,+
TU220H-1923,SGL_RS15435 // SGL_RS15430,+
TU220H-2377,SGL_RS00405,+
TU220H-1512,SGL_RS12310,+
TU220H-56,SGL_RS01125,-
TU220H-587,SGL_RS05480,-
TU220H-261,SGL_RS03135 // SGL_RS03130,-
TU220H-214,SGL_RS02825,+
TU220H-2279,SGL_RS18020,+
TU220H-2871,SGL_RS04505,-
TU220H-1105,SGL_RS09260,-
TU220H-2861,SGL_RS05150,-
TU220H-1207,SGL_RS10060,-
TU220H-851,SGL_RS07310,-
TU220H-2725,SGL_RS10305,+
TU220H-915,SGL_RS07850,-
TU220H-2547,SGL_RS16160,+
TU220H-533,SGL_RS05080,-
TU220H-1459,SGL_RS11925,+
TU220H-1355,SGL_RS11110,+
TU220H-746,SGL_RS06545,+
TU220H-2191,SGL_RS17400,-
TU220H-2921,SGL_RS02410,-
TU220H-1306,SGL_RS10770,+
TU220H-2569,SGL_RS15220,-
TU220H-1876,SGL_RS15060,-
TU220H-506,SGL_RS04905 // SGL_RS04900 // SGL_RS04895,-
TU220H-2383,SGL_RS00445 // SGL_RS00440,-
TU220H-412,SGL_RS04230 // SGL_RS19430,+
TU220H-1978,SGL_RS15780 // SGL_RS15775,-
TU220H-992,SGL_RS08460,+
TU220H-457,SGL_RS04590 // SGL_RS04585,+
TU220H-2512,SGL_RS17455,-
TU220H-2659,SGL_RS12535,+
TU220H-2355,SGL_RS00255 // SGL_RS00250,+
TU220H-2151,SGL_RS17105,-
TU220H-1147,SGL_RS09595,-
TU220H-2294,SGL_RS18120,-
TU220H-2269,SGL_RS17940,+
TU220H-2808,SGL_RS07585,-
TU220H-2259,SGL_RS17865,-
TU220H-215,SGL_RS02835 // SGL_RS02830,-
TU220H-2161,SGL_RS17200,+
TU220H-646,SGL_RS05930 // SGL_RS05925,-
TU220H-2664,SGL_RS12400,-
TU220H-1644,SGL_RS19005,-
TU220H-1742,SGL_RS14005 // SGL_RS14000 // SGL_RS13995,+
TU220H-701,SGL_RS06275,-
TU220H-1913,SGL_RS15355 // SGL_RS15350,+
TU220H-2897,SGL_RS03230,-
TU220H-784,SGL_RS06790,+
TU220H-2332,SGL_RS00040,+
TU220H-55,SGL_RS01360 // SGL_RS01355,-
TU220H-1843,SGL_RS14825,+
TU220H-260,SGL_RS03125,-
TU220H-1543,SGL_RS12565,+
TU220H-2823,SGL_RS07190,-
TU220H-2068,SGL_RS16420,-
TU220H-384,SGL_RS04070,-
TU220H-802,SGL_RS18750 // SGL_RS06955,+
TU220H-1261,SGL_RS10445,-
TU220H-993,SGL_RS08465,+
TU220H-2782,SGL_RS08220,+
TU220H-1598,SGL_RS12920,+
TU220H-601,SGL_RS05570,-
TU220H-184,SGL_RS02585,+
TU220H-850,SGL_RS07305,-
TU220H-2596,SGL_RS19475,-
TU220H-2832,SGL_RS06865,-
TU220H-2580,SGL_RS19265,-
TU220H-1429,SGL_RS11675,+
TU220H-2583,SGL_RS14965,+
TU220H-731,SGL_RS06455,+
TU220H-2651,SGL_RS12845,-
TU220H-518,SGL_RS04975,-
TU220H-2573,SGL_RS15180,-
TU220H-1779,SGL_RS14315,+
TU220H-356,SGL_RS03830,-
TU220H-108,SGL_RS01990,-
TU220H-2734,SGL_RS10205,+
TU220H-310,SGL_RS03465,-
TU220H-1415,SGL_RS11560 // SGL_RS11555,-
TU220H-154,SGL_RS02325 // SGL_RS02320,-
TU220H-456,SGL_RS04580 // SGL_RS04575,-
TU220H-2103,SGL_RS16670,+
TU220H-2089,SGL_RS16575,+
TU220H-1349,SGL_RS11075,+
TU220H-2914,SGL_RS02545,+
TU220H-2187,SGL_RS17360,+
TU220H-645,SGL_RS18725,-
TU220H-2375,SGL_RS00385,-
TU220H-898,SGL_RS07720,+
TU220H-2459,SGL_RS01775,+
TU220H-1083,SGL_RS09105,+
TU220H-2816,SGL_RS07345,+
TU220H-1385,SGL_RS11335 // SGL_RS11330,+
TU220H-2006,SGL_RS19350,+
TU220H-569,SGL_RS05325,-
TU220H-1922,SGL_RS15425,+
TU220H-1639,SGL_RS13225,-
TU220H-2473,SGL_RS01475,-
TU220H-2646,SGL_RS13115,+
TU220H-1511,SGL_RS18965 // SGL_RS12305,+
TU220H-54,SGL_RS01110,+
TU220H-259,SGL_RS03120,-
TU220H-213,SGL_RS02820 // SGL_RS02815,+
TU220H-1260,SGL_RS10440,-
TU220H-1672,SGL_RS13475,+
TU220H-1206,SGL_RS10055,-
TU220H-849,SGL_RS07300 // SGL_RS07295,-
TU220H-2112,SGL_RS16730,+
TU220H-944,SGL_RS08065,+
TU220H-1038,SGL_RS08805,-
TU220H-2562,SGL_RS15395,+
TU220H-1090,SGL_RS09160,-
TU220H-195,SGL_RS02695,-
TU220H-1305,SGL_RS10755,-
TU220H-2677,SGL_RS12040,+
TU220H-1479,SGL_RS12065,-
TU220H-801,SGL_RS06950 // SGL_RS06945 // SGL_RS06940,-
TU220H-139,SGL_RS02240,+
TU220H-716,SGL_RS06380,+
TU220H-1977,SGL_RS15770,-
TU220H-341,SGL_RS03740,+
TU220H-1571,SGL_RS12740,-
TU220H-455,SGL_RS04570 // SGL_RS04565,+
TU220H-2416,SGL_RS01465,+
TU220H-1146,SGL_RS09590,-
TU220H-1901,SGL_RS15265 // SGL_RS15260 // SGL_RS15255 // SGL_RS15250,+
TU220H-1487,SGL_RS12125 // SGL_RS12120,+
TU220H-2838,SGL_RS06605,+
TU220H-2312,SGL_RS18245 // SGL_RS18240,-
TU220H-972,SGL_RS08270,-
TU220H-1846,SGL_RS14840,+
TU220H-644,SGL_RS18720,+
TU220H-2947,SGL_RS00885,+
TU220H-2172,SGL_RS17250,+
TU220H-2441,SGL_RS01655,+
TU220H-1398,SGL_RS11420,+
TU220H-2825,SGL_RS07135,+
TU220H-1407,SGL_RS11490,+
TU220H-432,SGL_RS04370,+
TU220H-1753,SGL_RS14110,+
TU220H-1370,SGL_RS11225,-
TU220H-1341,SGL_RS11030 // SGL_RS11025,+
TU220H-700,SGL_RS06270,+
TU220H-2709,SGL_RS10990,-
TU220H-1583,SGL_RS12830,-
TU220H-1454,SGL_RS11885,-
TU220H-2627,SGL_RS13530,-
TU220H-783,SGL_RS06785,-
TU220H-2606,SGL_RS13985,+
TU220H-2076,SGL_RS16500,-
TU220H-53,SGL_RS01105 // SGL_RS01100,+
TU220H-1766,SGL_RS14220,+
TU220H-593,SGL_RS05515,+
TU220H-258,SGL_RS03110,-
TU220H-2345,SGL_RS00160 // SGL_RS18475,-
TU220H-1542,SGL_RS12560 // SGL_RS12555 // SGL_RS12550 // SGL_RS12545,+
TU220H-1259,SGL_RS10435,-
TU220H-929,SGL_RS07945,-
TU220H-1323,SGL_RS10915 // SGL_RS10910 // SGL_RS10905,-
TU220H-1205,SGL_RS10045 // SGL_RS10040 // SGL_RS10035,+
TU220H-848,SGL_RS07290,-
TU220H-2690,SGL_RS11695,+
TU220H-2287,SGL_RS18060,+
TU220H-2796,SGL_RS07800,-
TU220H-2390,SGL_RS00500,-
TU220H-546,SGL_RS05185 // SGL_RS05180 // SGL_RS05175,-
TU220H-800,SGL_RS06935,-
TU220H-426,SGL_RS04320 // SGL_RS04315,-
TU220H-107,SGL_RS01985,-
TU220H-309,SGL_RS03460,-
TU220H-124,SGL_RS02100 // SGL_RS02095,-
TU220H-2792,SGL_RS07820,-
TU220H-454,SGL_RS04560,+
TU220H-2609,SGL_RS13915,-
TU220H-326,SGL_RS03580 // SGL_RS18665,+
TU220H-1116,SGL_RS09335,+
TU220H-2804,SGL_RS07650,+
TU220H-2934,SGL_RS01920,-
TU220H-399,SGL_RS04155,-
TU220H-1336,SGL_RS10995,+
TU220H-1597,SGL_RS12915,-
TU220H-1655,SGL_RS13370,-
TU220H-2943,SGL_RS01115,-
TU220H-643,SGL_RS05900,+
TU220H-2138,SGL_RS16975,-
TU220H-897,SGL_RS07715,+
TU220H-2127,SGL_RS16880 // SGL_RS16875,-
TU220H-766,SGL_RS06670,+
TU220H-431,SGL_RS04365,+
TU220H-2228,SGL_RS17655,+
TU220H-2718,SGL_RS10640,+
TU220H-2283,SGL_RS18040,+
TU220H-52,SGL_RS01095,+
TU220H-257,SGL_RS03105,-
TU220H-1709,SGL_RS13750 // SGL_RS13745,-
TU220H-212,SGL_RS02810,+
TU220H-1889,SGL_RS15140,-
TU220H-1258,SGL_RS10425 // SGL_RS10420,-
TU220H-1741,SGL_RS13970 // SGL_RS19035,-
TU220H-1204,SGL_RS18875,-
TU220H-1690,SGL_RS13610,-
TU220H-847,SGL_RS07275,+
TU220H-1720,SGL_RS13845 // SGL_RS13840,-
TU220H-914,SGL_RS07845,-
TU220H-1037,SGL_RS08790,+
TU220H-2160,SGL_RS17195,+
TU220H-532,SGL_RS05075,-
TU220H-2728,SGL_RS10240,-
TU220H-1354,SGL_RS11105,+
TU220H-745,SGL_RS06540,+
TU220H-1304,SGL_RS10750,-
TU220H-2401,SGL_RS00595,+
TU220H-411,SGL_RS04225,+
TU220H-1976,SGL_RS15765 // SGL_RS15760 // SGL_RS15755,+
TU220H-991,SGL_RS08455,+
TU220H-2702,SGL_RS11275,-
TU220H-1570,SGL_RS12735,-
TU220H-600,SGL_RS05565,-
TU220H-453,SGL_RS19175 // SGL_RS04550,+
TU220H-2551,SGL_RS16080,-
TU220H-1145,SGL_RS09585,-
TU220H-2537,SGL_RS16745,-
TU220H-2511,SGL_RS17500,-
TU220H-2477,SGL_RS00520,-
TU220H-1874,SGL_RS15050,+
TU220H-1863,SGL_RS14960,-
TU220H-2920,SGL_RS02415,+
TU220H-642,SGL_RS05895,+
TU220H-2382,SGL_RS00435,+
TU220H-2640,SGL_RS13255,-
TU220H-1664,SGL_RS13415,+
TU220H-430,SGL_RS04355 // SGL_RS04350 // SGL_RS04345,+
TU220H-799,SGL_RS06930,+
TU220H-699,SGL_RS06265,+
TU220H-576,SGL_RS05405,+
TU220H-51,SGL_RS01090 // SGL_RS01085,+
TU220H-1762,SGL_RS14200 // SGL_RS14195 // SGL_RS14190 // SGL_RS14185 // SGL_RS14180,-
TU220H-256,SGL_RS03100,+
TU220H-1257,SGL_RS10415,+
TU220H-2761,SGL_RS08905,+
TU220H-1921,SGL_RS15420,-
TU220H-2860,SGL_RS05190,+
TU220H-1593,SGL_RS12895,+
TU220H-583,SGL_RS05445,+
TU220H-1097,SGL_RS09200,+
TU220H-2632,SGL_RS13365,+
TU220H-1649,SGL_RS13320 // SGL_RS13315,+
TU220H-2111,SGL_RS16725,-
TU220H-846,SGL_RS07270,+
TU220H-1036,SGL_RS08785,+
TU220H-2850,SGL_RS05860,-
TU220H-1510,SGL_RS18960 // SGL_RS12295,+
TU220H-202,SGL_RS02735,-
TU220H-730,SGL_RS06450,+
TU220H-2162,SGL_RS17205,+
TU220H-1615,SGL_RS13060,+
TU220H-355,SGL_RS03825,-
TU220H-106,SGL_RS01980,-
TU220H-308,SGL_RS03455,-
TU220H-153,SGL_RS02315,-
TU220H-452,SGL_RS04545 // SGL_RS04540 // SGL_RS04535 // SGL_RS04530,+
TU220H-2192,SGL_RS17405,-
TU220H-1541,SGL_RS12530,-
TU220H-2658,SGL_RS12540,-
TU220H-2440,SGL_RS01650,+
TU220H-2638,SGL_RS18990,+
TU220H-2574,SGL_RS15155,+
TU220H-2937,SGL_RS01910,+
TU220H-641,SGL_RS05890,+
TU220H-896,SGL_RS07710,+
TU220H-2458,SGL_RS01770,+
TU220H-1082,SGL_RS09100,+
TU220H-1384,SGL_RS11325 // SGL_RS11320,-
TU220H-429,SGL_RS04340,+
TU220H-1975,SGL_RS15750,-
TU220H-2744,SGL_RS09940,-
TU220H-2082,SGL_RS16535,-
TU220H-1569,SGL_RS12730,-
TU220H-50,SGL_RS01080 // SGL_RS01075 // SGL_RS01070,+
TU220H-2328,SGL_RS00015,-
TU220H-255,SGL_RS03095,+
TU220H-211,SGL_RS02805,+
TU220H-376,SGL_RS03995,+
TU220H-1810,SGL_RS14560 // SGL_RS14555,-
TU220H-1256,SGL_RS10410,+
TU220H-1436,SGL_RS11750,-
TU220H-1627,SGL_RS13145,-
TU220H-1203,SGL_RS10020,-
TU220H-176,SGL_RS02495,+
TU220H-845,SGL_RS07265 // SGL_RS07260,+
TU220H-943,SGL_RS08060 // SGL_RS08055,-
TU220H-1035,SGL_RS08780 // SGL_RS08775,+
TU220H-1661,SGL_RS13400,+
TU220H-1303,SGL_RS18900,+
TU220H-2676,SGL_RS12045,-
TU220H-1631,SGL_RS13170,-
TU220H-505,SGL_RS04890 // SGL_RS04885 // SGL_RS04880,+
TU220H-138,SGL_RS02235 // SGL_RS02230,-
TU220H-1778,SGL_RS14310 // SGL_RS14305,-
TU220H-715,SGL_RS06375,+
TU220H-1128,SGL_RS09410,+
TU220H-990,SGL_RS08445 // SGL_RS08440,+
TU220H-340,SGL_RS03735,+
TU220H-392,SGL_RS04105,-
TU220H-1414,SGL_RS11545 // SGL_RS11540,-
TU220H-2571,SGL_RS15200,+
TU220H-599,SGL_RS05560,+
TU220H-451,SGL_RS04525,+
TU220H-1144,SGL_RS09580,+
TU220H-2146,SGL_RS17060 // SGL_RS17055 // SGL_RS17050,+
TU220H-1845,SGL_RS14835,+
TU220H-2888,SGL_RS03965,+
TU220H-2137,SGL_RS16970 // SGL_RS16965,-
TU220H-2663,SGL_RS12425,-
TU220H-982,SGL_RS18785,+
TU220H-2125,SGL_RS16850 // SGL_RS16845,-
TU220H-773,SGL_RS06710,+
TU220H-1406,SGL_RS11485,+
TU220H-2304,SGL_RS18195,+
TU220H-428,SGL_RS04330,+
TU220H-798,SGL_RS06925,+
TU220H-1369,SGL_RS11220,-
TU220H-2003,SGL_RS19070,-
TU220H-698,SGL_RS06260,+
TU220H-1893,SGL_RS15175,+
TU220H-2212,SGL_RS17540,-
TU220H-2088,SGL_RS16570,+
TU220H-2331,SGL_RS00035,-
TU220H-2889,SGL_RS03925,+
TU220H-49,SGL_RS19390,+
TU220H-1842,SGL_RS14820,+
TU220H-254,SGL_RS03090,+
TU220H-2344,SGL_RS00155 // SGL_RS00150,-
TU220H-2427,SGL_RS01535 // SGL_RS01530,-
TU220H-1255,SGL_RS10405,-
TU220H-928,SGL_RS07940 // SGL_RS07935,-
TU220H-1595,SGL_RS12905,-
TU220H-2578,SGL_RS15035,+
TU220H-1202,SGL_RS10010,-
TU220H-2109,SGL_RS16710,-
TU220H-844,SGL_RS07250 // SGL_RS07245,+
TU220H-1440,SGL_RS11780,-
TU220H-1432,SGL_RS18930,+
TU220H-2689,SGL_RS11700,-
TU220H-1034,SGL_RS08770,+
TU220H-1368,SGL_RS18925,+
TU220H-1657,SGL_RS13380,-
TU220H-2408,SGL_RS01400,+
TU220H-545,SGL_RS05170,+
TU220H-2185,SGL_RS17345,-
TU220H-425,SGL_RS04310,-
TU220H-1135,SGL_RS09455,+
TU220H-105,SGL_RS01975,-
TU220H-307,SGL_RS03450,-
TU220H-123,SGL_RS02085,-
TU220H-450,SGL_RS04520,+
TU220H-325,SGL_RS03575,+
TU220H-2341,SGL_RS18470,-
TU220H-1540,SGL_RS12525,-
TU220H-398,SGL_RS04150 // SGL_RS04145,-
TU220H-2372,SGL_RS00365,-
TU220H-2277,SGL_RS18010 // SGL_RS18005,-
TU220H-1897,SGL_RS15210,-
TU220H-966,SGL_RS08235,+
TU220H-2251,SGL_RS17820,+
TU220H-1749,SGL_RS14080,+
TU220H-640,SGL_RS05885,+
TU220H-895,SGL_RS07700,+
TU220H-1081,SGL_RS09095,-
TU220H-427,SGL_RS04325,+
TU220H-2218,SGL_RS17570,-
TU220H-1726,SGL_RS13885,+
TU220H-1675,SGL_RS13495,-
TU220H-2904,SGL_RS02915,-
TU220H-1339,SGL_RS11015 // SGL_RS11010,-
TU220H-1764,SGL_RS14210,+
TU220H-586,SGL_RS05475 // SGL_RS05470,+
TU220H-48,SGL_RS01065 // SGL_RS01060 // SGL_RS01055,+
TU220H-253,SGL_RS03085,+
TU220H-210,SGL_RS02800,+
TU220H-1818,SGL_RS14635,-
TU220H-1254,SGL_RS10400,-
TU220H-1716,SGL_RS13810 // SGL_RS13805,+
TU220H-2870,SGL_RS04510,+
TU220H-1920,SGL_RS15415,-
TU220H-1104,SGL_RS09250,-
TU220H-1201,SGL_RS10005,-
TU220H-843,SGL_RS07240,-
TU220H-913,SGL_RS07840,-
TU220H-2281,SGL_RS18030,-
TU220H-1033,SGL_RS08765,+
TU220H-1353,SGL_RS11100 // SGL_RS11095,+
TU220H-531,SGL_RS05070 // SGL_RS05065,-
TU220H-209,SGL_RS02795,+
TU220H-744,SGL_RS06535,+
TU220H-2190,SGL_RS19285,+
TU220H-1715,SGL_RS13800,+
TU220H-1302,SGL_RS10735 // SGL_RS10730,+
TU220H-2102,SGL_RS16665,+
TU220H-2320,SGL_RS18325,+
TU220H-1974,SGL_RS15745,-
TU220H-989,SGL_RS08435,+
TU220H-598,SGL_RS05555,+
TU220H-449,SGL_RS04500,+
TU220H-2265,SGL_RS17920 // SGL_RS19525,-
TU220H-1143,SGL_RS09575,+
TU220H-2909,SGL_RS02755,+
TU220H-2232,SGL_RS17700 // SGL_RS17695 // SGL_RS17690,-
TU220H-2510,SGL_RS17575,+
TU220H-2150,SGL_RS17085,-
TU220H-2354,SGL_RS00245,+
TU220H-1850,SGL_RS14870 // SGL_RS14865,+
TU220H-2258,SGL_RS17860,-
TU220H-2802,SGL_RS07675,-
TU220H-697,SGL_RS06255,-
TU220H-639,SGL_RS05880,+
TU220H-1828,SGL_RS14695,+
TU220H-797,SGL_RS06920,+
TU220H-1496,SGL_RS12185 // SGL_RS12180,-
TU220H-1428,SGL_RS11670 // SGL_RS11665,+
TU220H-2719,SGL_RS10575,+
TU220H-104,SGL_RS01970 // SGL_RS01965 // SGL_RS01960,-
TU220H-306,SGL_RS03445 // SGL_RS03440,-
TU220H-47,SGL_RS01050,-
TU220H-252,SGL_RS03075,-
TU220H-383,SGL_RS04065,-
TU220H-568,SGL_RS05315,-
TU220H-1253,SGL_RS10395,-
TU220H-2060,SGL_RS16350 // SGL_RS16345,-
TU220H-2324,SGL_RS00610,-
TU220H-1594,SGL_RS12900,+
TU220H-183,SGL_RS02580 // SGL_RS18395,+
TU220H-894,SGL_RS07695,+
TU220H-1200,SGL_RS10000,-
TU220H-842,SGL_RS07235,-
TU220H-1032,SGL_RS08760,+
TU220H-2472,SGL_RS01685,-
TU220H-1483,SGL_RS12090,+
TU220H-2525,SGL_RS17100,+
TU220H-729,SGL_RS06445,+
TU220H-2490,SGL_RS00020,+
TU220H-782,SGL_RS06780 // SGL_RS06775,-
TU220H-517,SGL_RS04970,-
TU220H-1792,SGL_RS14420 // SGL_RS14415,+
TU220H-1614,SGL_RS13055 // SGL_RS13050,+
TU220H-410,SGL_RS04220,+
TU220H-1501,SGL_RS18945,+
TU220H-354,SGL_RS03820,+
TU220H-2439,SGL_RS01645,-
TU220H-1478,SGL_RS12060,-
TU220H-1413,SGL_RS11535,-
TU220H-504,SGL_RS04875,+
TU220H-152,SGL_RS02310,-
TU220H-448,SGL_RS04495,+
TU220H-1947,SGL_RS15585,-
TU220H-1539,SGL_RS12520,-
TU220H-2533,SGL_RS16890,+
TU220H-2308,SGL_RS18215,-
TU220H-2199,SGL_RS17460,+
TU220H-2268,SGL_RS17935,+
TU220H-2913,SGL_RS02620,+
TU220H-190,SGL_RS02625,-
TU220H-2170,SGL_RS17240,-
TU220H-696,SGL_RS06250,-
TU220H-2174,SGL_RS17260,+
TU220H-2374,SGL_RS19370,-
TU220H-638,SGL_RS05870,+
TU220H-988,SGL_RS08420 // SGL_RS08415,-
TU220H-2451,SGL_RS01735,+
TU220H-1383,SGL_RS11315,+
TU220H-2815,SGL_RS07350,-
TU220H-1579,SGL_RS12795,+
TU220H-1567,SGL_RS12720,-
TU220H-103,SGL_RS01955,-
TU220H-305,SGL_RS03435,-
TU220H-765,SGL_RS06665,-
TU220H-597,SGL_RS05550,+
TU220H-46,SGL_RS01045,-
TU220H-251,SGL_RS03070,-
TU220H-1252,SGL_RS10390,-
TU220H-1335,SGL_RS10985,+
TU220H-1142,SGL_RS09570,+
TU220H-2110,SGL_RS16720 // SGL_RS16715,-
TU220H-893,SGL_RS07690,+
TU220H-1199,SGL_RS09990,-
TU220H-1080,SGL_RS09090,-
TU220H-841,SGL_RS07230,-
TU220H-942,SGL_RS08050,-
TU220H-1031,SGL_RS08755,-
TU220H-194,SGL_RS02690 // SGL_RS02685 // SGL_RS02680 // SGL_RS02675 // SGL_RS02670,-
TU220H-2561,SGL_RS15560,+
TU220H-1301,SGL_RS10725,+
TU220H-2675,SGL_RS19235,+
TU220H-1740,SGL_RS13965,+
TU220H-1814,SGL_RS14595 // SGL_RS14590 // SGL_RS14585,+
TU220H-137,SGL_RS02220 // SGL_RS02215 // SGL_RS02210,-
TU220H-1777,SGL_RS14300,+
TU220H-2594,SGL_RS14330,+
TU220H-714,SGL_RS06370,+
TU220H-1973,SGL_RS15740,-
TU220H-339,SGL_RS03730 // SGL_RS03725,+
TU220H-503,SGL_RS04870 // SGL_RS04865,-
TU220H-1568,SGL_RS12725,-
TU220H-447,SGL_RS04490,-
TU220H-1767,SGL_RS14230,+
TU220H-2415,SGL_RS01455,-
TU220H-2210,SGL_RS17530,-
TU220H-2770,SGL_RS08670,-
TU220H-695,SGL_RS06245,-
TU220H-2158,SGL_RS17170,+
TU220H-637,SGL_RS05865,+
TU220H-1397,SGL_RS11415,+
TU220H-1804,SGL_RS14520 // SGL_RS14515,-
TU220H-1405,SGL_RS11465,+
TU220H-2215,SGL_RS17555,-
TU220H-2760,SGL_RS08970,+
TU220H-796,SGL_RS06915,+
TU220H-2714,SGL_RS10760,+
TU220H-1916,SGL_RS15385 // SGL_RS15380,+
TU220H-1972,SGL_RS15735,-
TU220H-2626,SGL_RS13565,+
TU220H-1638,SGL_RS13220,+
TU220H-102,SGL_RS01950,-
TU220H-304,SGL_RS03430,+
TU220H-592,SGL_RS05510,+
TU220H-45,SGL_RS01035 // SGL_RS01030,-
TU220H-2742,SGL_RS09950,-
TU220H-2343,SGL_RS00145 // SGL_RS00140,-
TU220H-1538,SGL_RS12515,-
TU220H-1251,SGL_RS10385,-
TU220H-2307,SGL_RS18210,-
TU220H-927,SGL_RS07930,+
TU220H-375,SGL_RS03990,+
TU220H-1322,SGL_RS10900,-
TU220H-1490,SGL_RS12145,+
TU220H-892,SGL_RS07670,+
TU220H-1198,SGL_RS09985,-
TU220H-1079,SGL_RS09085,+
TU220H-175,SGL_RS02490,+
TU220H-840,SGL_RS07225,+
TU220H-1030,SGL_RS08750,-
TU220H-1663,SGL_RS13410,+
TU220H-1367,SGL_RS19230 // SGL_RS11190,+
TU220H-2197,SGL_RS17440,+
TU220H-1861,SGL_RS14945,-
TU220H-2927,SGL_RS02305,+
TU220H-2652,SGL_RS18985,+
TU220H-1888,SGL_RS15135,-
TU220H-2389,SGL_RS00495 // SGL_RS00490,+
