Transcription-Units	Genes of transcription unit	Direction
TU1R65-4199	STM2059	-
TU1R65-3082	PSLT094 // PSLT093 // PSLT092 // PSLT091 // PSLT089	+
TU1R65-4564	STM2798 // STM2797	+
TU1R65-5706	STM2512	+
TU1R65-3450	STM0690	-
TU1R65-4932	STM3533	-
TU1R65-3815	STM1344	+
TU1R65-5322	STM4301	-
TU1R65-4183	STM2002	+
TU1R65-3066	PSLT057 // PSLT056	+
TU1R65-4548	STM2771	-
TU1R65-5690	STM2748	-
TU1R65-3434	STM0659	-
TU1R65-4916	STM3508	+
TU1R65-3799	STM1315 // STM1314 // STM1313 // STM1312	+
TU1R65-5306	STM4275	-
TU1R65-4167	STM1967	+
TU1R65-3050	PSLT033	+
TU1R65-4532	STM2741	+
TU1R65-5674	STM2908	-
TU1R65-3418	STM0626 // STM0625	+
TU1R65-4900	STM3477 // STM3476	+
TU1R65-3783	STM1287	+
TU1R65-5290	STM4244	+
TU1R65-4151	STM1944 // STM1943 // STM1942	-
TU1R65-3034	PSLT008	-
TU1R65-4516	STM2708 // STM2707 // STM2706 // STM2705	-
TU1R65-5658	STM3045	+
TU1R65-3402	STM0582	-
TU1R65-4884	STM3446	-
TU1R65-3767	STM1266	+
TU1R65-5274	STM4211 // STM4210 // STM4209 // STM4208 // STM4207	-
TU1R65-4135	STM1913 // STM1912	-
TU1R65-4500	STM2680	+
TU1R65-5642	STM3195	-
TU1R65-3386	STM0548 // STM0547 // STM0546 // STM0545 // STM0544	+
TU1R65-4868	STM3395 // STM3394 // STM3393	-
TU1R65-3751	STM1243	-
TU1R65-5258	STM4178	+
TU1R65-4119	STM1887	+
TU1R65-4484	STM2657	-
TU1R65-5626	STM3270	-
TU1R65-3370	STM0508 // STM0507	+
TU1R65-4852	STM3369	-
TU1R65-3735	STM1215	-
TU1R65-5242	STM4148 // STM4147	+
TU1R65-4103	STM1862	+
TU1R65-4468	STM2620	-
TU1R65-5610	STM3480	+
TU1R65-3354	STM0486 // STM0485 // STM0484	+
TU1R65-5975	STM0030	+
TU1R65-4836	STM3343	-
TU1R65-3719	STM1182 // STM1181 // STM1180	+
TU1R65-5226	STM4118	-
TU1R65-4087	STM1838 // STM1837	-
TU1R65-4452	STM2585A	+
TU1R65-5594	STM3590	-
TU1R65-3338	STM0455	-
TU1R65-5959	STM0262	+
TU1R65-4820	STM3308	-
TU1R65-3703	STM1152	+
TU1R65-5210	STM4092 // STM4091	-
TU1R65-4071	STM1813 // STM1812	-
TU1R65-4436	STM2554	-
TU1R65-5578	STM3688	-
TU1R65-3322	STM0434 // STM0433	-
TU1R65-5943	STM0380	-
TU1R65-4804	STM3282	-
TU1R65-3687	STM1125	+
TU1R65-5191	STM4060	+
TU1R65-4052	STM1779 // STM1778	+
TU1R65-4417	STM2519	-
TU1R65-5559	STM3877	+
TU1R65-3303	STM0398	+
TU1R65-5924	STM0562	+
TU1R65-4785	STM3234	+
TU1R65-3668	STM1088	-
TU1R65-5175	STM4016	-
TU1R65-4036	STM1736	+
TU1R65-4401	STM2495 // STM2494	+
TU1R65-5543	STM4039	-
TU1R65-3287	STM0363	+
TU1R65-5908	STM0671	+
TU1R65-4769	STM3209	+
TU1R65-3652	STM1058	+
TU1R65-5159	STM3990 // STM3989	+
TU1R65-4020	STM1707 // STM1706	-
TU1R65-4385	STM2464 // STM2463 // STM2462 // STM2461	-
TU1R65-5527	STM4235	-
TU1R65-3271	STM0338 // STM0337 // STM0336	-
TU1R65-5892	STM0861	+
TU1R65-4753	STM3175	-
TU1R65-5143	STM3959	+
TU1R65-4004	STM1677	-
TU1R65-4369	STM2427 // STM2426	-
TU1R65-5511	STM4355	-
TU1R65-3255	STM0308	-
TU1R65-5876	STM0990	-
TU1R65-4737	STM3152	-
TU1R65-3623	STM1018	+
TU1R65-5127	STM3916	+
TU1R65-3988	STM1655	-
TU1R65-5495	STM4474	+
TU1R65-4356	STM2395	-
TU1R65-3239	STM0278 // STM0277	+
TU1R65-5860	STM1204	-
TU1R65-4721	STM3122	-
TU1R65-3607	STM0992 // STM0991	+
TU1R65-5111	STM3879 // STM3878	-
TU1R65-3972	STM1624	-
TU1R65-5479	STM4595	-
TU1R65-4340	STM2366	-
TU1R65-3223	STM0253	+
TU1R65-5844	STM1349	+
TU1R65-4705	STM3087	-
TU1R65-3591	STM0968	+
TU1R65-5073	STM3796A	+
TU1R65-5095	STM3844	+
TU1R65-3956	STM1597	-
TU1R65-5463	STM4562	+
TU1R65-4324	STM2339	+
TU1R65-3207	STM0231 // STM0230 // STM0229 // STM0228 // STM0227 // STM0226 // STM0225	+
TU1R65-5828	STM1516	-
TU1R65-4689	STM3059 // STM3058 // STM3057 // STM3056	-
TU1R65-3575	STM0937 // STM0936	-
TU1R65-5057	STM3772 // STM3771	-
TU1R65-3940	STM1571	+
TU1R65-5447	STM4534	+
TU1R65-4308	STM2304	-
TU1R65-3191	STM0194 // STM0193 // STM0192	+
TU1R65-5812	STM1632	-
TU1R65-4673	STM3029	-
TU1R65-3559	STM0909	+
TU1R65-5041	STM3738	+
TU1R65-3924	STM1547	+
TU1R65-5431	STM4514 // STM4513 // STM4512	-
TU1R65-4292	STM2266 // STM2265	-
TU1R65-3175	STM0164 // STM0163 // STM0162 // STM0161	+
TU1R65-4657	STM3006	+
TU1R65-5799	STM1682	+
TU1R65-3543	STM0880 // STM0879 // STM0878 // STM0877	+
TU1R65-5025	STM3706 // STM3705 // STM3704	+
TU1R65-3908	STM1511	-
TU1R65-5415	STM4484 // STM4483 // STM4482	-
TU1R65-4276	STM2226 // STM2225	-
TU1R65-3159	STM0134	+
TU1R65-4641	STM2980	-
TU1R65-5783	STM1785	-
TU1R65-3527	STM0844 // STM0843	-
TU1R65-5009	STM3667	-
TU1R65-3892	STM1486	-
TU1R65-5399	STM4454 // STM4453	-
TU1R65-4260	STM2199	-
TU1R65-3143	STM0099	+
TU1R65-4625	STM2952	-
TU1R65-5767	STM1868A	+
TU1R65-3511	STM0815	-
TU1R65-4993	STM3643 // STM3642	+
TU1R65-3876	STM1463	-
TU1R65-5383	STM4425 // STM4424	+
TU1R65-4244	STM2169	-
TU1R65-3127	STM0068	+
TU1R65-4609	STM2900	+
TU1R65-5751	STM2014	+
TU1R65-3495	STM0776 // STM0775 // STM0774 // STM0773	-
TU1R65-4977	STM3611	-
TU1R65-3860	STM1434	-
TU1R65-5367	STM4395	+
TU1R65-4228	STM2144 // STM2143 // STM2142	+
TU1R65-3111	STM0037 // STM0036	+
TU1R65-4593	STM2858 // STM2857 // STM2856	+
TU1R65-5735	STM2246	+
TU1R65-3479	STM0735 // STM0734 // STM0733 // STM0732	+
TU1R65-4961	STM3588	-
TU1R65-3844	STM1396 // STM1395 // STM1394 // STM1393	+
TU1R65-5351	STM4360 // STM4359 // STM4358 // STM4357	+
TU1R65-4212	STM2086 // STM2085 // STM2084 // STM2083 // STM2082	-
TU1R65-3095	STM0009	-
TU1R65-4577	STM2826	-
TU1R65-5719	STM2404	+
TU1R65-3463	STM0708	+
TU1R65-4945	STM3566	+
TU1R65-3828	STM1363	-
TU1R65-5335	STM4326 // STM4325	-
TU1R65-4196	STM2037	-
TU1R65-3079	PSLT084 // PSLT083	+
TU1R65-4561	STM2794 // STM2793 // STM2792 // STM2791 // STM2790 // STM2789	+
TU1R65-5703	STM2599	+
TU1R65-3447	STM0686	+
TU1R65-4929	STM3529	-
TU1R65-3812	STM1339	+
TU1R65-5319	STM4297	-
TU1R65-4180	STM1999 // STM1998 // STM1997	-
TU1R65-3063	PSLT051	-
TU1R65-4545	STM2765	-
TU1R65-5687	STM2768	+
TU1R65-3431	STM0652	+
TU1R65-4913	STM3503	+
TU1R65-3796	STM1309	-
TU1R65-5303	STM4269	+
TU1R65-4164	STM1962 // STM1961 // STM1960	+
TU1R65-3047	PSLT025	-
TU1R65-4529	STM2737 // STM2736 // STM2735	-
TU1R65-5671	STM2919	+
TU1R65-3415	STM0616	-
TU1R65-4897	STM3472	-
TU1R65-3780	STM1284	-
TU1R65-5287	STM4240 // STM4239 // STM4238	+
TU1R65-4148	STM1939	-
TU1R65-3031	PSLT003	+
TU1R65-4513	STM2701 // STM2700	-
TU1R65-5655	STM3064	+
TU1R65-3399	STM0577 // STM0576 // STM0575 // STM0574 // STM0573	-
TU1R65-4881	STM3443	-
TU1R65-3764	STM1263	+
TU1R65-5271	STM4197	-
TU1R65-4132	STM1909	+
TU1R65-4497	STM2677	-
TU1R65-5639	STM3207	+
TU1R65-3383	STM0540 // STM0539 // STM0538	-
TU1R65-4865	STM3388	+
TU1R65-3748	STM1240	-
TU1R65-5255	STM4174 // STM4173	+
TU1R65-4116	STM1881	-
TU1R65-4481	STM2654	-
TU1R65-5623	STM3278	+
TU1R65-3367	STM0504	-
TU1R65-4849	STM3363	-
TU1R65-3732	STM1210 // STM1209 // STM1208	+
TU1R65-5239	STM4141 // STM4140	-
TU1R65-4100	STM1858	+
TU1R65-4465	STM2615	-
TU1R65-5607	STM3499	-
TU1R65-3351	STM0481 // STM0480	-
TU1R65-5972	STM0082	-
TU1R65-4833	STM3339 // STM3338 // STM3337 // STM3336 // STM3335	-
TU1R65-3716	STM1172 // STM1171	-
TU1R65-5223	STM4111	+
TU1R65-4084	STM1834	+
TU1R65-4449	STM2583 // STM2582	-
TU1R65-5591	STM3605	+
TU1R65-3335	STM0452	+
TU1R65-5956	STM0312	-
TU1R65-4817	STM3305	+
TU1R65-3700	STM1146	+
TU1R65-5207	STM4087 // STM4086	-
TU1R65-4068	STM1809	-
TU1R65-4433	STM2547	+
TU1R65-5575	STM3736	-
TU1R65-3319	STM0429 // STM0428 // STM0427 // STM0426	-
TU1R65-5940	STM0393	+
TU1R65-4801	STM3279	-
TU1R65-3684	STM1122	+
TU1R65-3681	STM1117	+
TU1R65-5188	STM4054 // STM4053 // STM4052	-
TU1R65-4049	STM1766	+
TU1R65-4414	STM2516	-
TU1R65-5556	STM3899	-
TU1R65-3300	STM0394	-
TU1R65-5921	STM0568	+
TU1R65-4782	STM3231	+
TU1R65-3665	STM1084	-
TU1R65-5172	STM4008	-
TU1R65-4033	STM1731 // STM1730	+
TU1R65-4398	STM2491 // STM2490	+
TU1R65-5540	STM4050	-
TU1R65-3284	STM0358 // STM0357	+
TU1R65-5905	STM0763	+
TU1R65-4766	STM3204	+
TU1R65-3649	STM1055	-
TU1R65-5156	STM3983 // STM3982	-
TU1R65-4017	STM1703	+
TU1R65-4382	STM2452 // STM2451 // STM2450	+
TU1R65-5524	STM4263	-
TU1R65-3268	STM0327	+
TU1R65-5889	STM0866	+
TU1R65-4750	STM3172	-
TU1R65-3636	STM1033	+
TU1R65-5140	STM3956 // STM3955 // STM3954 // STM3953	-
TU1R65-4001	STM1673	-
TU1R65-4366	STM2420	-
TU1R65-5508	STM4396	-
TU1R65-3252	STM0305	+
TU1R65-5873	STM1069	+
TU1R65-4734	STM3145	-
TU1R65-3620	STM1012	-
TU1R65-5124	STM3913	-
TU1R65-3985	STM1650	+
TU1R65-5492	STM4506	-
TU1R65-4353	STM2390	-
TU1R65-3236	STM0274A	+
TU1R65-5857	STM1249	-
TU1R65-4718	STM3115	+
TU1R65-3604	STM0986 // STM0985	+
TU1R65-5108	STM3874	-
TU1R65-3969	STM1621 // STM1620	-
TU1R65-5476	STM4589 // STM4588 // STM4587	+
TU1R65-4337	STM2363 // STM2362	-
TU1R65-3220	STM0249	+
TU1R65-5841	STM1426	+
TU1R65-4702	STM3084	-
TU1R65-3588	STM0962 // STM0961	+
TU1R65-5070	STM3796 // STM3795	-
TU1R65-5092	STM3838 // STM3837	-
TU1R65-3953	STM1591 // STM1590	+
TU1R65-5460	STM4559 // STM4558 // STM4557	+
TU1R65-4321	STM2335 // STM2334	-
TU1R65-3204	STM0219	+
TU1R65-5825	STM1528	-
TU1R65-4686	STM3052	-
TU1R65-3572	STM0931	+
TU1R65-5054	STM3764	-
TU1R65-3937	STM1565	+
TU1R65-5444	STM4531 // STM4530	-
TU1R65-4305	STM2293	-
TU1R65-3188	STM0189	+
TU1R65-5809	STM1653	-
TU1R65-4670	STM3022	+
TU1R65-3556	STM0903 // STM0902 // STM0901 // STM0900	+
TU1R65-5038	STM3733	-
TU1R65-3921	STM1543 // STM1542	-
TU1R65-5428	STM4509	+
TU1R65-4289	STM2261	-
TU1R65-3172	STM0155	+
TU1R65-4654	STM3002 // STM3001	-
TU1R65-5796	STM1716	-
TU1R65-3540	STM0874	+
TU1R65-5022	STM3699	-
TU1R65-3905	STM1508	+
TU1R65-5412	STM4478 // STM4477	-
TU1R65-4273	STM2222 // STM2221	-
TU1R65-3156	STM0130 // STM0129 // STM0128 // STM0127 // STM0126 // STM0125 // STM0124 // STM0123	+
TU1R65-4638	STM2974 // STM2973	-
TU1R65-5780	STM1799	-
TU1R65-3524	STM0839	+
TU1R65-5006	STM3664	+
TU1R65-3889	STM1483	+
TU1R65-5396	STM4448 // STM4447 // STM4446	+
TU1R65-4257	STM2193 // STM2192	-
TU1R65-3140	STM0093	-
TU1R65-4622	STM2948 // STM2947 // STM2946	-
TU1R65-5764	STM1933	-
TU1R65-3508	STM0807 // STM0806 // STM0805 // STM0804 // STM0803 // STM0802	+
TU1R65-4990	STM3639 // STM3638 // STM3637 // STM3636	-
TU1R65-3873	STM1459 // STM1458 // STM1457 // STM1456 // STM1455 // STM1454 // STM1453	-
TU1R65-5380	STM4417	+
TU1R65-4241	STM2165 // STM2164	-
TU1R65-3124	STM0064	+
TU1R65-4606	STM2887	-
TU1R65-5748	STM2124	-
TU1R65-3492	STM0769	+
TU1R65-4974	STM3608	+
TU1R65-3857	STM1430	-
TU1R65-5364	STM4388 // STM4387 // STM4386 // STM4385 // STM4384 // STM4383	+
TU1R65-4225	STM2137	+
TU1R65-3108	STM0033	-
TU1R65-4590	STM2853	-
TU1R65-5732	STM2281	+
TU1R65-3476	STM0729	-
TU1R65-4958	STM3584	+
TU1R65-3841	STM1389	-
TU1R65-5348	STM4349	-
TU1R65-4209	STM2079	-
TU1R65-3092	STM0006	-
TU1R65-4574	STM2819	-
TU1R65-5716	STM2409	+
TU1R65-3460	STM0703 // STM0702	-
TU1R65-4942	STM3559 // STM3558	-
TU1R65-3825	STM1360	-
TU1R65-5332	STM4319A	-
TU1R65-4193	STM2015	-
TU1R65-3076	PSLT071	+
TU1R65-4558	STM2784	-
TU1R65-5700	STM2641	+
TU1R65-3444	STM0680	-
TU1R65-4926	STM3524	-
TU1R65-3809	STM1334 // STM1333	+
TU1R65-5316	STM4289	-
TU1R65-4177	STM1993	-
TU1R65-3060	PSLT048	+
TU1R65-4542	STM2760	+
TU1R65-5684	STM2799	-
TU1R65-3428	STM0643	-
TU1R65-4910	STM3498 // STM3497 // STM3496	+
TU1R65-3793	STM1302	-
TU1R65-5300	STM4266	+
TU1R65-4161	STM1957	-
TU1R65-3044	PSLT021	+
TU1R65-4526	STM2728 // STM2727	-
TU1R65-5668	STM2945	+
TU1R65-3412	STM0607	-
TU1R65-4894	STM3466	+
TU1R65-3777	STM1277	-
TU1R65-5284	STM4234 // STM4233	+
TU1R65-4145	STM1934	+
TU1R65-3028	PSLT111	+
TU1R65-4510	STM2693	+
TU1R65-5652	STM3088	+
TU1R65-3396	STM0570	+
TU1R65-4878	STM3418 // STM3417 // STM3416 // STM3415 // STM3414	-
TU1R65-3761	STM1254	-
TU1R65-5268	STM4194	-
TU1R65-4129	STM1902	+
TU1R65-4494	STM2671	+
TU1R65-5636	STM3213	+
TU1R65-3380	STM0528 // STM0527 // STM0526	-
TU1R65-4862	STM3385 // STM3384	+
TU1R65-3745	STM1237 // STM1236 // STM1235 // STM1234 // STM1233 // STM1232	-
TU1R65-5252	STM4168 // STM4167 // STM4166	+
TU1R65-4113	STM1878 // STM1877	+
TU1R65-4478	STM2649	+
TU1R65-5620	STM3299	-
TU1R65-3364	STM0501 // STM0500	-
TU1R65-5985	PSLT035	-
TU1R65-4846	STM3360	+
TU1R65-3729	STM1202 // STM1201 // STM1200	+
TU1R65-5236	STM4136	+
TU1R65-4097	STM1853	-
TU1R65-4462	STM2609 // STM2608	-
TU1R65-5604	STM3515	+
TU1R65-3348	STM0477	+
TU1R65-5969	STM0158	+
TU1R65-4830	STM3331 // STM3330	+
TU1R65-3713	STM1166	-
TU1R65-5220	STM4106 // STM4105 // STM4104	+
TU1R65-4081	STM1829	-
TU1R65-4446	STM2574 // STM2573	-
TU1R65-5588	STM3633	+
TU1R65-3332	STM0449	+
TU1R65-5953	STM0325	-
TU1R65-4814	STM3297	-
TU1R65-3697	STM1142 // STM1141 // STM1140 // STM1139	-
TU1R65-5204	STM4082	-
TU1R65-4065	STM1806	+
TU1R65-4430	STM2544	-
TU1R65-5572	STM3752	-
TU1R65-3316	STM0420 // STM0419	+
TU1R65-5937	STM0457	+
TU1R65-4798	STM3274	+
TU1R65-3678	STM1112 // STM1111	-
TU1R65-5185	STM4047 // STM4046 // STM4045	-
TU1R65-4046	STM1760	-
TU1R65-4411	STM2513	-
TU1R65-5553	STM3910	-
TU1R65-3297	STM0389 // STM0388 // STM0387	+
TU1R65-5918	STM0593	+
TU1R65-4779	STM3225	+
TU1R65-3662	STM1079	-
TU1R65-5169	STM4004	+
TU1R65-4030	STM1727 // STM1726 // STM1725 // STM1724 // STM1723	+
TU1R65-4395	STM2484 // STM2483 // STM2482	+
TU1R65-5537	STM4088	+
TU1R65-3281	STM0354 // STM0353	+
TU1R65-5902	STM0785	+
TU1R65-4763	STM3201 // STM3200	-
TU1R65-3646	STM1052	+
TU1R65-5153	STM3979	+
TU1R65-4014	STM1700	+
TU1R65-4379	STM2446	-
TU1R65-5521	STM4270	-
TU1R65-3265	STM0323	+
TU1R65-5886	STM0871	+
TU1R65-4747	STM3165	+
TU1R65-3633	STM1029 // STM1028	+
TU1R65-5137	STM3945 // STM3944	-
TU1R65-3998	STM1670	-
TU1R65-4363	STM2412 // STM2411	-
TU1R65-5505	STM4404	+
TU1R65-3249	STM0302 // STM0301 // STM0300	+
TU1R65-5870	STM1078	+
TU1R65-4731	STM3139	-
TU1R65-3617	STM1009 // STM1008 // STM1007 // STM1006 // STM1005 // STM1004	-
TU1R65-5121	STM3907 // STM3906	+
TU1R65-3982	STM1646 // STM1645 // STM1644	-
TU1R65-5489	STM4520	-
TU1R65-4350	STM2385 // STM2384 // STM2383	-
TU1R65-3233	STM0271 // STM0270 // STM0269 // STM0268 // STM0267 // STM0266	-
TU1R65-5854	STM1280	-
TU1R65-4715	STM3109 // STM3108 // STM3107 // STM3106	-
TU1R65-3601	STM0981 // STM0980	+
TU1R65-5105	STM3869 // STM3868 // STM3867 // STM3866 // STM3865 // STM3864	-
TU1R65-3966	STM1609	-
TU1R65-5473	STM4580	+
TU1R65-4334	STM2357 // STM2356	-
TU1R65-3217	STM0246 // STM0245	-
TU1R65-5838	STM1444	+
TU1R65-4699	STM3078	-
TU1R65-3585	STM0958	-
TU1R65-5067	STM3787	-
TU1R65-5089	STM3833 // STM3832	+
TU1R65-3950	STM1586	-
TU1R65-5457	STM4551	-
TU1R65-4318	STM2331	+
TU1R65-3201	STM0216	+
TU1R65-5822	STM1584	+
TU1R65-4683	STM3047 // STM3046	-
TU1R65-3569	STM0928	-
TU1R65-5051	STM3760 // STM3759 // STM3758	-
TU1R65-3934	STM1562	-
TU1R65-5441	STM4527	+
TU1R65-4302	STM2287	+
TU1R65-3185	STM0184 // STM0183	-
TU1R65-5806	STM1663	+
TU1R65-4667	STM3019	-
TU1R65-3553	STM0898	-
TU1R65-5035	STM3729	-
TU1R65-3918	STM1530	+
TU1R65-5425	STM4503	+
TU1R65-4286	STM2242	-
TU1R65-3169	STM0150	-
TU1R65-4651	STM2997 // STM2996	-
TU1R65-5793	STM1747	+
TU1R65-3537	STM0865	-
TU1R65-5019	STM3695	+
TU1R65-3902	STM1504	+
TU1R65-5409	STM4472	-
TU1R65-4270	STM2215	+
TU1R65-3153	STM0117 // STM0116	+
TU1R65-4635	STM2970	+
TU1R65-5777	STM1822	+
TU1R65-3521	STM0832	-
TU1R65-5003	STM3657	-
TU1R65-3886	STM1478	-
TU1R65-5393	STM4439	+
TU1R65-4254	STM2187 // STM2186	+
TU1R65-3137	STM0086	+
TU1R65-4619	STM2931 // STM2930 // STM2929 // STM2928	-
TU1R65-5761	STM1964	-
TU1R65-3505	STM0797 // STM0796 // STM0795 // STM0794	+
TU1R65-4987	STM3632	-
TU1R65-3870	STM1450 // STM1449	+
TU1R65-5377	STM4414	-
TU1R65-4238	STM2160	+
TU1R65-3121	STM0056 // STM0055 // STM0054	-
TU1R65-4603	STM2880 // STM2879	-
TU1R65-5745	STM2148	+
TU1R65-3489	STM0762 // STM0761	-
TU1R65-4971	STM3601	-
TU1R65-3854	STM1425	-
TU1R65-5361	STM4379	-
TU1R65-4222	STM2131 // STM2130 // STM2129 // STM2128 // STM2127 // STM2126	+
TU1R65-3105	STM0021	+
TU1R65-4587	STM2842	-
TU1R65-5729	STM2345	+
TU1R65-3473	STM0725	+
TU1R65-4955	STM3579	+
TU1R65-3838	STM1382 // STM1381	-
TU1R65-5345	STM4344	+
TU1R65-4206	STM2068	-
TU1R65-3089	STM0001	+
TU1R65-4571	STM2816	-
TU1R65-5713	STM2424	-
TU1R65-3457	STM0698 // STM0697	+
TU1R65-4939	STM3548 // STM3547	+
TU1R65-3822	STM1354 // STM1353	-
TU1R65-5329	STM4316	-
TU1R65-4190	STM2011	-
TU1R65-3073	PSLT066	+
TU1R65-4555	STM2781	+
TU1R65-5697	STM2644	-
TU1R65-3441	STM0670	-
TU1R65-4923	STM3520	-
TU1R65-3806	STM1326	-
TU1R65-5313	STM4286	-
TU1R65-4174	STM1989 // STM1988	-
TU1R65-3057	PSLT045 // PSLT044 // PSLT043	-
TU1R65-4539	STM2757 // STM2756 // STM2755	-
TU1R65-5681	STM2802	+
TU1R65-3425	STM0636	-
TU1R65-4907	STM3489	-
TU1R65-3790	STM1296	+
TU1R65-5297	STM4255	+
TU1R65-4158	STM1954	-
TU1R65-3041	PSLT018	-
TU1R65-4523	STM2723 // STM2722	+
TU1R65-5665	STM2991	-
TU1R65-3409	STM0601	+
TU1R65-4891	STM3460	-
TU1R65-3774	STM1274	+
TU1R65-5281	STM4230	+
TU1R65-4142	STM1929 // STM1928	-
TU1R65-3025	STM2277 // STM2278	+
TU1R65-4507	STM2688	+
TU1R65-5649	STM3121	+
TU1R65-3393	STM0561	-
TU1R65-4875	STM3410	+
TU1R65-3758	STM1251	+
TU1R65-5265	STM4188	+
TU1R65-4126	STM1897	+
TU1R65-4491	STM2667	+
TU1R65-5633	STM3220	-
TU1R65-3377	STM0521	+
TU1R65-4859	STM3380 // STM3379	+
TU1R65-3742	STM1228 // STM1227	+
TU1R65-5249	STM4158	+
TU1R65-4110	STM1872	-
TU1R65-4475	STM2635 // STM2634 // STM2633 // STM2632	+
TU1R65-5617	STM3389	-
TU1R65-3361	STM0496	-
TU1R65-5982	PSLT058	-
TU1R65-4843	STM3356 // STM3355 // STM3354	-
TU1R65-3726	STM1195 // STM1194 // STM1193	+
TU1R65-5233	STM4132	+
TU1R65-4094	STM1850	+
TU1R65-4459	STM2602 // STM2601 // STM2600	-
TU1R65-5601	STM3540	+
TU1R65-3345	STM0472	-
TU1R65-5966	STM0169	-
TU1R65-4827	STM3327 // STM3326	-
TU1R65-3710	STM1162	-
TU1R65-5217	STM4101 // STM4100	+
TU1R65-4078	STM1825 // STM1824	+
TU1R65-4443	STM2565	-
TU1R65-5585	STM3658	+
TU1R65-3329	STM0446	+
TU1R65-5950	STM0365	-
TU1R65-4811	STM3294	-
TU1R65-3694	STM1135	+
TU1R65-5201	STM4073	-
TU1R65-4062	STM1800	+
TU1R65-4427	STM2536	-
TU1R65-5569	STM3776	-
TU1R65-3313	STM0413	-
TU1R65-5934	STM0465	+
TU1R65-4795	STM3262	+
TU1R65-5566	STM3810	+
TU1R65-3310	STM0410 // STM0409	+
TU1R65-5931	STM0468	-
TU1R65-4792	STM3252 // STM3251	-
TU1R65-3675	STM1100	-
TU1R65-5182	STM4037 // STM4036 // STM4035	-
TU1R65-4043	STM1754	-
TU1R65-4408	STM2505	-
TU1R65-5550	STM3967	-
TU1R65-3294	STM0383	+
TU1R65-5915	STM0603	+
TU1R65-4776	STM3222	+
TU1R65-3659	STM1074 // STM1073	-
TU1R65-5166	STM4000	+
TU1R65-4027	STM1719	-
TU1R65-4392	STM2477	-
TU1R65-5534	STM4129	-
TU1R65-3278	STM0348 // STM0347	+
TU1R65-5899	STM0814	+
TU1R65-4760	STM3190	+
TU1R65-3643	STM1048	+
TU1R65-5150	STM3972 // STM3971 // STM3970	+
TU1R65-4011	STM1697	-
TU1R65-4376	STM2440	-
TU1R65-5518	STM4320	+
TU1R65-3262	STM0318	+
TU1R65-5883	STM0913	-
TU1R65-4744	STM3161	+
TU1R65-3630	STM1025	-
TU1R65-5134	STM3940	+
TU1R65-3995	STM1666 // STM1665	+
TU1R65-5502	STM4418	-
TU1R65-3246	STM0295	+
TU1R65-5867	STM1092	+
TU1R65-4728	STM3134	-
TU1R65-3614	STM1001	-
TU1R65-5118	STM3896 // STM3895 // STM3894 // STM3893 // STM3891	+
TU1R65-3979	STM1640	-
TU1R65-5486	STM4581	-
TU1R65-4347	STM2377	-
TU1R65-3230	STM0261	-
TU1R65-5851	STM1300	+
TU1R65-4712	STM3103 // STM3102 // STM3101 // STM3100	+
TU1R65-3598	STM0977	+
TU1R65-5080	STM3807	-
TU1R65-5102	STM3859	-
TU1R65-3963	STM1605	-
TU1R65-5470	STM4577 // STM4576	-
TU1R65-4331	STM2350	+
TU1R65-3214	STM0238	-
TU1R65-5835	STM1474	+
TU1R65-4696	STM3067	-
TU1R65-3582	STM0951 // STM0950	-
TU1R65-5064	STM3782 // STM3781	-
TU1R65-5086	STM3823 // STM3822	-
TU1R65-3947	STM1582	-
TU1R65-5454	STM4548 // STM4547	+
TU1R65-4315	STM2328 // STM2327 // STM2326 // STM2325 // STM2324 // STM2323 // STM2322 // STM2321 // STM2320 // STM2319 // STM2318 // STM2317 // STM2316	-
TU1R65-3198	STM0210	+
TU1R65-5819	STM1606	+
TU1R65-4680	STM3038	-
TU1R65-3566	STM0922 // STM0921	+
TU1R65-5048	STM3755	+
TU1R65-3931	STM1557 // STM1556	+
TU1R65-5438	STM4523	-
TU1R65-4299	STM2276 // STM2275	+
TU1R65-3182	STM0179	+
TU1R65-4664	STM3016	-
TU1R65-3550	STM0895	-
TU1R65-5032	STM3725 // STM3724	+
TU1R65-3915	STM1526 // STM1525	+
TU1R65-5422	STM4499	-
TU1R65-4283	STM2237 // STM2236	-
TU1R65-3166	STM0145	-
TU1R65-4648	STM2988	-
TU1R65-5790	STM1750	-
TU1R65-3534	STM0859	-
TU1R65-5016	STM3689	+
TU1R65-3899	STM1499 // STM1498 // STM1497 // STM1496	-
TU1R65-5406	STM4464	-
TU1R65-4267	STM2211	+
TU1R65-3150	STM0113 // STM0112 // STM0111 // STM0110	-
TU1R65-4632	STM2967	-
TU1R65-5774	STM1842	-
TU1R65-3518	STM0827	-
TU1R65-5000	STM3653	-
TU1R65-3883	STM1472	-
TU1R65-5390	STM4435	+
TU1R65-4251	STM2183	+
TU1R65-3134	STM0083	+
TU1R65-4616	STM2925	-
TU1R65-5758	STM1984	+
TU1R65-3502	STM0791 // STM0790	+
TU1R65-4984	STM3625	+
TU1R65-3867	STM1446	+
TU1R65-5374	STM4408	-
TU1R65-4235	STM2156	+
TU1R65-3118	STM0049 // STM0048	+
TU1R65-4600	STM2875	+
TU1R65-5742	STM2173	+
TU1R65-3486	STM0757 // STM0756	+
TU1R65-4968	STM3598	-
TU1R65-3851	STM1418	+
