	cobrame/ecolime fluxes	coralme fluxes
transcription_TU0_8182_from_RpoD_mono	0.0	0.0
transcription_TU00212_from_RpoD_mono	0.0	0.0
transcription_TU00126_from_RpoD_mono	1.0674410077634644e-11	1.0350048107328864e-11
transcription_TU0_6021_from_RpoD_mono	0.0	0.0
transcription_TU0_14764_from_RpoD_mono	0.0	0.0
transcription_TU0_14536_from_RpoD_mono	0.0	0.0
transcription_TU0_8501_from_RpoD_mono	0.0	0.0
transcription_TU0_8564_from_RpoD_mono	0.0	0.0
transcription_TU0_4182_from_RpoD_mono	0.0	0.0
transcription_TU0_8793_from_RpoD_mono	3.4882119800630334e-08	3.3822064853640304e-08
transcription_TU00057_from_RpoD_mono	3.022934404431368e-08	2.9150520437024707e-08
transcription_TU0_6042_from_RpoD_mono	0.0	0.0
transcription_TU00213_from_RpoD_mono	0.0	0.0
transcription_TU0_13268_from_RpoD_mono	0.0	0.0
transcription_TU0_4183_from_RPOE_MONOMER	0.0	0.0
transcription_TU0_6043_from_RpoD_mono	0.0	0.0
transcription_TU0_14537_from_RpoD_mono	5.228666293708601e-14	4.9502074427852586e-14
transcription_TU0_8502_from_RpoD_mono	5.5113676885320884e-12	5.290159977750991e-12
transcription_TU0_14354_from_RpoD_mono	0.0	0.0
transcription_TU00467_from_RpoD_mono	0.0	0.0
transcription_TU0_13818_from_RpoD_mono	0.0	0.0
transcription_TU00058_from_RpoD_mono	3.509799560296395e-07	3.3845419755817025e-07
transcription_TU586_with_TERM061_from_RpoD_mono	0.0	0.0
transcription_TU586_with_TERM061_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_13209_from_RPOS_MONOMER	1.3718656193212765e-08	1.3266782462960512e-08
transcription_TU0_4184_from_RPOE_MONOMER	3.440887426867476e-08	3.3363296089401344e-08
transcription_TU00214_with_TERM68_from_RpoD_mono	0.0	0.0
transcription_TU0_13975_from_RpoD_mono	0.0	0.0
transcription_TU00128_from_RpoD_mono	0.0	0.0
transcription_TU0_13680_from_RpoD_mono	4.8213135675583946e-08	4.922989948094393e-08
transcription_TU0_13625_from_RpoD_mono	0.0	0.0
transcription_TU0_1201_from_RpoD_mono	3.1900753219661954e-08	3.0951651974733265e-08
transcription_TU0_6843_from_RpoD_mono	0.0	0.0
transcription_TU0_4187_from_RpoD_mono	0.0	0.0
transcription_TU0_12908_from_RpoD_mono	1.986281212693115e-12	1.908336519571942e-12
transcription_TU0_14538_from_RpoD_mono	0.0	0.0
transcription_TU00468_with_TERM64_from_RpoD_mono	0.0	0.0
transcription_TU0_6223_with_TERM86_from_RpoD_mono	2.2348274038474462e-11	2.1451286319722768e-11
transcription_TU587_with_TERM169_from_RPON_MONOMER	0.0	0.0
transcription_TU0_13210_from_RpoD_mono	0.0	0.0
transcription_TU0_14355_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU00329_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_13819_from_RpoD_mono	0.0	0.0
transcription_TU00215_from_RpoD_mono	5.788756481123145e-09	5.612866872472157e-09
transcription_TU0_13741_from_RpoD_mono	0.0	0.0
transcription_TU0_8795_with_TERM0_1065_from_RpoD_mono	0.0	0.0
transcription_TU00129_from_RpoD_mono	0.0	0.0
transcription_TU0_13440_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_13440_from_RpoD_mono	0.0	0.0
transcription_TU0_8221_from_RpoD_mono	5.2216867991688355e-09	5.087283825218668e-09
transcription_TU0_963_from_RpoD_mono	0.0	0.0
transcription_TU0_963_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_6861_from_RpoD_mono	0.0	0.0
transcription_TU0_12856_from_RpoD_mono	2.7579168859393228e-08	2.6571184176265144e-08
transcription_TU0_8730_from_RpoD_mono	2.394834840899093e-09	2.359926119608937e-09
transcription_TU00277_with_TERM59_from_RpoD_mono	0.0	0.0
transcription_TU_8407_from_RpoD_mono	0.0	0.0
transcription_TU00469_from_RpoD_mono	0.0	0.0
transcription_TU0_14439_from_RpoD_mono	0.0	0.0
transcription_TU00060_from_RpoD_mono	1.1253474315302434e-09	1.0842597355936887e-09
transcription_TU592_from_RpoD_mono	0.0	0.0
transcription_TU0_13211_from_RpoD_mono	0.0	0.0
transcription_TU0_8504_from_RpoD_mono	7.368721038795382e-11	7.12761889589213e-11
transcription_TU00216_from_RpoD_mono	0.0	0.0
transcription_TU00130_from_RpoD_mono	0.0	0.0
transcription_TU0_14356_from_RpoD_mono	1.0997712962753624e-10	1.0662334020627392e-10
transcription_TU0_14091_from_RpoD_mono	0.0	0.0
transcription_TU00331_from_RpoD_mono	0.0	0.0
transcription_TU0_6281_from_RpoD_mono	1.4933568902697648e-08	1.4479784403343893e-08
transcription_TU0_6881_from_RpoD_mono	0.0	0.0
transcription_TU0_13441_from_RpoD_mono	0.0	0.0
transcription_TU0_8568_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU0_964_from_RpoD_mono	0.0	0.0
transcription_TU0_14638_from_RpoD_mono	0.0	0.0
transcription_TU00470_from_RpoD_mono	0.0	0.0
transcription_TU00061_from_RpoD_mono	2.5308368538786533e-08	2.4384331639570506e-08
transcription_TU00278_from_RpoD_mono	3.1300168870731385e-11	3.2629709618952926e-11
transcription_TU0_14443_from_RpoD_mono	0.0	0.0
transcription_TU0_6882_from_RpoD_mono	0.0	0.0
transcription_TU164_from_RpoD_mono	0.0	0.0
transcription_TU0_14224_from_RpoD_mono	4.1029203757247776e-09	3.978602789182134e-09
transcription_TU00218_from_RpoD_mono	1.4159234305788769e-06	1.3794784411961713e-06
transcription_TU0_13627_from_RpoD_mono	0.0	0.0
transcription_TU00131_from_RpoD_mono	0.0	0.0
transcription_TU0_8505_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU0_13569_from_RpoD_mono	0.0	0.0
transcription_TU00332_from_RpoD_mono	1.1534569270503719e-10	1.1069515948376361e-10
transcription_TU0_4201_from_RpoD_mono	7.916664558176563e-13	7.577925850028938e-13
transcription_TU0_8800_from_RpoD_mono	0.0	0.0
transcription_TU0_13743_from_RpoD_mono	0.0	0.0
transcription_TU0_6884_from_RpoD_mono	0.0	0.0
transcription_TU0_965_from_RpoD_mono	0.0	0.0
transcription_TU00471_with_TERM42_from_EG11355_MONOMER	1.3203588379002069e-10	1.2703247310061016e-10
transcription_TU0_13683_from_RpoD_mono	4.4263562767740175e-11	4.291851191403987e-11
transcription_TU601_from_RpoD_mono	0.0	0.0
transcription_TU0_13213_from_RpoD_mono	0.0	0.0
transcription_TU0_14640_with_TERM0741_from_RPOS_MONOMER	1.0655436313516284e-07	1.4472262330004784e-07
transcription_TU0_14640_with_TERM0741_from_RpoD_mono	0.0	0.0
transcription_TU0_4202_from_RpoD_mono	0.0	0.0
transcription_TU0_2521_from_RpoD_mono	0.0	0.0
transcription_TU0_13119_from_RpoD_mono	0.0	0.0
transcription_TU00219_from_RpoD_mono	0.0	0.0
transcription_TU00132_from_RpoD_mono	8.338508511291576e-09	8.127442451713467e-09
transcription_TU0_14445_from_RpoD_mono	7.257887245783465e-08	7.03734272948911e-08
transcription_TU0_14225_from_RpoD_mono	0.0	0.0
transcription_TU00333_from_RpoD_mono	1.1534569270503719e-10	0.0
transcription_TU0_8506_from_RPOH_MONOMER	7.738299706312457e-07	7.560395383291227e-07
transcription_TU0_6885_from_RpoD_mono	0.0	0.0
transcription_TU0_8802_from_RpoD_mono	0.0	0.0
transcription_TU0_4204_from_RPOE_MONOMER	3.3132490734886625e-08	3.1749843204296885e-08
transcription_TU0_13915_from_RpoD_mono	5.118496923332223e-12	4.907735556890096e-12
transcription_TU0_2562_with_TERM081_from_RpoD_mono	0.0	0.0
transcription_TU0_13049_from_RpoD_mono	0.0	0.0
transcription_TU00472_with_TERM43_from_RpoD_mono	7.738299706312457e-07	7.560395383291227e-07
transcription_TU0_13443_from_RpoD_mono	3.320760127990672e-12	3.184965932036812e-12
transcription_TU0_14029_from_RpoD_mono	5.140946532754185e-12	4.929121059055943e-12
transcription_TU00001_from_RpoD_mono	3.034556255454297e-11	2.9383720531383974e-11
transcription_TU602_from_RpoD_mono	7.738299706312457e-07	7.560395383291227e-07
transcription_TU0_6886_from_RpoD_mono	0.0	0.0
transcription_TU00133_from_RpoD_mono	0.0	0.0
transcription_TU0_14642_with_TERM0_1111_from_RpoD_mono	0.0	0.0
transcription_TU0_8243_with_TERM01001_from_RpoD_mono	0.0	0.0
transcription_TU00334_with_TERM0_1151_from_RpoD_mono	0.0	0.0
transcription_TU00334_from_RpoD_mono	2.3903308860215134e-08	2.3030572264557227e-08
transcription_TU_8412_from_RpoD_mono	0.0	0.0
transcription_TU0_2581_with_TERM0101_from_RpoD_mono	0.0	0.0
transcription_TU0_8804_from_RpoD_mono	0.0	0.0
transcription_TU0_14226_from_RpoD_mono	0.0	0.0
transcription_TU0_14302_from_RpoD_mono	0.0	0.0
transcription_TU0_6401_from_RpoD_mono	2.296721380433143e-09	2.2621946573596723e-09
transcription_TU0_14547_from_RpoD_mono	0.0	0.0
transcription_TU0_6921_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_14175_from_RpoD_mono	0.0	0.0
transcription_TU0_13215_from_RpoD_mono	0.0	0.0
transcription_TU0_13444_from_RpoD_mono	8.758532783202676e-09	8.503005184340315e-09
transcription_TU0_13519_from_RpoD_mono	9.46089298112241e-09	9.215444834401654e-09
transcription_TU0_4221_from_RPOE_MONOMER	3.50741429658048e-08	3.3632494690566055e-08
transcription_TU00221_from_RpoD_mono	0.0	0.0
transcription_TU00134_from_RpoD_mono	1.0418767515846205e-13	9.863903642817845e-14
transcription_TU0_6403_with_TERM0_1041_from_RpoD_mono	7.503773642967613e-08	7.268135132694626e-08
transcription_TU0_13386_from_RpoD_mono	8.383394467325909e-07	8.127018434630509e-07
transcription_TU0_14783_from_RPON_MONOMER	0.0	0.0
transcription_TU00335_with_TERM82_from_RpoD_mono	0.0	0.0
transcription_TU0_6941_from_RpoD_mono	9.421703849777159e-11	9.069618151612822e-11
transcription_TU0_8805_from_RpoD_mono	9.691566452205744e-12	9.3190767691136e-12
transcription_TU_8414_from_RPOE_MONOMER	0.0	0.0
transcription_TU0_2621_from_RpoD_mono	0.0	0.0
transcription_TU0_6404_from_RpoD_mono	0.0	0.0
transcription_TU621_from_RpoD_mono	0.0	0.0
transcription_TU0_13824_from_RpoD_mono	0.0	0.0
transcription_TU221_with_TERM5_from_RPON_MONOMER	3.412122388683469e-11	3.3045247572030395e-11
transcription_TU0_14176_from_RpoD_mono	2.9473086213521577e-08	2.8577491211485796e-08
transcription_TU0_13918_from_RpoD_mono	0.0	0.0
transcription_TU00222_from_EG11355_MONOMER	0.0	0.0
transcription_TU00135_from_RpoD_mono	0.0	0.0
transcription_TU00336_with_TERM0641_from_RpoD_mono	7.738432588057529e-07	7.560522968561601e-07
transcription_TU0_13980_from_RpoD_mono	0.0	0.0
transcription_TU0_8806_from_RpoD_mono	0.0	0.0
transcription_TU0_6405_with_VALS_from_RpoD_mono	0.0	0.0
transcription_TU0_14644_from_RpoD_mono	0.0	0.0
transcription_TU00475_with_TERM53_from_RpoD_mono	0.0	0.0
transcription_TU0_14228_from_RpoD_mono	4.015373229717519e-11	3.892923077528107e-11
transcription_TU641_with_AROPT1_from_RpoD_mono	0.0	0.0
transcription_TU0_14549_from_RpoD_mono	1.4405019410753809e-05	1.4015976964337653e-05
transcription_TU0_13573_from_RpoD_mono	0.0	0.0
transcription_TU0_2649_from_RpoD_mono	0.0	0.0
transcription_TU241_from_RpoD_mono	0.0	0.0
transcription_TU00223_with_TERM0_1048_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_14364_from_RpoD_mono	2.559248461666112e-12	2.453867778445048e-12
transcription_TU0_14099_from_RpoD_mono	9.015693274891972e-09	8.741734525598303e-09
transcription_TU0_6407_from_RpoD_mono	1.992563194164286e-07	1.919812478818656e-07
transcription_TU00337_from_RpoD_mono	7.738299706312457e-07	7.560395383291227e-07
transcription_TU0_8807_from_RpoD_mono	0.0	0.0
transcription_TU0_14032_from_RpoD_mono	0.0	0.0
transcription_TU00004_from_RpoD_mono	1.8663707041855655e-06	1.811919891882594e-06
transcription_TU0_2661_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_14786_from_RPON_MONOMER	0.0	0.0
transcription_TU00476_with_OMPC_TERMINATOR_from_RpoD_mono	0.0	0.0
transcription_TU00067_with_TERM0_1154_from_RpoD_mono	0.0	0.0
transcription_TU00067_from_RpoD_mono	5.720273849855683e-07	5.560069183032346e-07
transcription_TU0_6408_from_RPOS_MONOMER	3.914412783522849e-07	3.4258555562222105e-07
transcription_TU0_13218_from_RpoD_mono	0.0	0.0
transcription_TU0_14229_from_RpoD_mono	1.5824404459498183e-11	1.5308557285201064e-11
transcription_TU00224_from_RpoD_mono	8.507156106076455e-09	8.249391143903111e-09
transcription_TU0_14550_from_RpoD_mono	0.0	0.0
transcription_TU00137_with_TERM55_from_RpoD_mono	0.0	0.0
transcription_TU00137_with_TERM56_from_RpoD_mono	0.0	0.0
transcription_TU0_8510_from_RpoD_mono	2.559248461666112e-12	2.453867778445048e-12
transcription_TU00338_from_RpoD_mono	7.738299706312457e-07	7.560395383291227e-07
transcription_TU0_4287_from_RPOE_MONOMER	0.0	0.0
transcription_TU0_14787_from_RPON_MONOMER	0.0	0.0
transcription_TU0_6409_from_RpoD_mono	9.334972155993751e-09	9.075177233617944e-09
transcription_TU00005_from_RpoD_mono	0.0	0.0
transcription_TU00477_with_OMPC_TERMINATOR_from_RpoD_mono	0.0	0.0
transcription_TU0_12789_from_RpoD_mono	0.0	0.0
transcription_TU25_with_TERM0461_from_RpoD_mono	0.0	0.0
transcription_TU00225_from_RpoD_mono	0.0	0.0
transcription_TU_8421_from_RPOE_MONOMER	4.161077254994364e-09	4.0346251770983515e-09
transcription_TU00138_with_TERM21_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_14454_from_RPOE_MONOMER	0.0	0.0
transcription_TU0_6422_from_RpoD_mono	0.0	0.0
transcription_TU00339_with_TERM85_from_RpoD_mono	7.738299706312457e-07	7.560395383291227e-07
transcription_TU0_14551_from_RpoD_mono	2.7635574965122744e-08	2.691119164285572e-08
transcription_TU0_7001_with_TERM0703_from_RpoD_mono	0.0	0.0
transcription_TU0_13335_from_RpoD_mono	0.0	0.0
transcription_TU0_14103_from_RpoD_mono	1.0835067929642521e-13	1.0440547462682095e-13
transcription_TU0_4343_from_RpoD_mono	2.218672461999507e-07	3.5882652954897497e-07
transcription_TU0_13921_from_RpoD_mono	0.0	0.0
transcription_TU00006_from_RpoD_mono	2.38017983211326e-08	2.310738790740789e-08
transcription_TU0_7002_with_TERM82_from_RpoD_mono	0.0	0.0
transcription_TU26_with_TERM0461_from_RpoD_mono	0.0	0.0
transcription_TU0_12790_from_RpoD_mono	0.0	0.0
transcription_TU00226_from_RpoD_mono	6.428844432591688e-07	6.241284801089215e-07
transcription_TU0_14792_from_RPON_MONOMER	4.2351853460901355e-09	4.082905206120864e-09
transcription_TU0_12864_from_RpoD_mono	0.0	0.0
transcription_TU0_14306_from_RpoD_mono	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU00340_from_RpoD_mono	0.0	0.0
transcription_TU0_6425_from_RpoD_mono	0.0	0.0
transcription_TU0_14552_from_RpoD_mono	1.6294735444214898e-08	1.5710908339726126e-08
transcription_TU0_8740_from_RpoD_mono	8.522731309013479e-13	8.185078892463183e-13
transcription_TU00479_with_TERM0322_from_RpoD_mono	0.0	0.0
transcription_TU67_from_RpoD_mono	0.0	0.0
transcription_TU0_14793_from_RPON_MONOMER	0.0	0.0
transcription_TU00411_from_RPOH_MONOMER	3.006003130717585e-11	2.7864064557875147e-11
transcription_TU0_4403_from_RPON_MONOMER	0.0	0.0
transcription_TU0_2741_from_RpoD_mono	0.0	0.0
transcription_TU0_13127_from_RpoD_mono	0.0	0.0
transcription_TU00227_with_TERM0461_from_RpoD_mono	1.3923335550622151e-08	1.6719265683994184e-08
transcription_TU0_6428_from_RpoD_mono	0.0	0.0
transcription_TU00342_from_RPOE_MONOMER	6.138270123280249e-11	5.881602104493365e-11
transcription_TU00342_from_RpoD_mono	0.0	0.0
transcription_TU0_4404_from_RPON_MONOMER	0.0	0.0
transcription_TU0_2742_from_RpoD_mono	1.4442303258841237e-13	1.391643814542795e-13
transcription_TU0_14794_from_RpoD_mono	0.0	0.0
transcription_TU0_13058_from_RpoD_mono	0.0	0.0
transcription_TU0_14553_from_RpoD_mono	0.0	0.0
transcription_TU00480_with_TERM0322_from_RpoD_mono	0.0	0.0
transcription_TU0_6441_from_RpoD_mono	6.683119048731781e-08	6.48402881572941e-08
transcription_TU0_13829_from_RpoD_mono	4.854836439722664e-10	4.70694976192595e-10
transcription_TU262_from_RpoD_mono	0.0	0.0
transcription_TU0_13984_from_RpoD_mono	0.0	0.0
transcription_TU0_13751_from_RpoD_mono	1.1741555269715095e-08	1.1384727643467851e-08
transcription_TU00228_from_RpoD_mono	0.0	0.0
transcription_TU00228_with_TERM0382_from_RpoD_mono	0.0	0.0
transcription_TU0_12918_from_RpoD_mono	0.0	0.0
transcription_TU00141_from_RpoD_mono	0.0	0.0
transcription_TU0_14036_from_RpoD_mono	0.0	0.0
transcription_TU0_13337_from_RpoD_mono	0.0	0.0
transcription_TU00008_with_AROF_TYRA_TERMINATOR_from_RpoD_mono	2.650795095918781e-08	2.5800557823340306e-08
transcription_TU00343_from_RpoD_mono	8.649441857396481e-13	8.276557834554235e-13
transcription_TU0_6442_from_RpoD_mono	0.0	0.0
transcription_TU0_14649_from_RpoD_mono	1.3431974753749764e-10	1.2952356096188358e-10
transcription_TU_8427_from_RPOE_MONOMER	0.0	0.0
transcription_TU00481_with_TERM0322_from_RpoD_mono	0.0	0.0
transcription_TU0_14459_from_RpoD_mono	0.0	0.0
transcription_TU681_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_4421_with_TERM0821_from_RpoD_mono	0.0	0.0
transcription_TU0_8301_from_RpoD_mono	0.0	0.0
transcription_TU263_from_RpoD_mono	0.0	0.0
transcription_TU00229_from_RpoD_mono	0.0	0.0
transcription_TU00142_with_TERM0222_from_RpoD_mono	0.0	0.0
transcription_TU0_6443_with_TERM0_1040_from_RpoD_mono	2.197163392534568e-09	2.128269290778717e-09
transcription_TU0_13924_from_RpoD_mono	0.0	0.0
transcription_TU00344_from_RpoD_mono	1.8050093480090222e-11	1.7406514346895388e-11
transcription_TU0_13451_from_RpoD_mono	3.213804682785809e-10	3.1156945756639226e-10
transcription_TU00414_with_TERM59_from_RPOH_MONOMER	2.7556838442660442e-12	2.645079988875496e-12
transcription_TU0_14037_from_RpoD_mono	1.4179527861289282e-10	1.3629130422463398e-10
transcription_TU00009_with_AROGT1_from_RpoD_mono	0.0	0.0
transcription_TU0_8743_from_RpoD_mono	0.0	0.0
transcription_TU0_4441_from_RPON_MONOMER	0.0	0.0
transcription_TU0_13394_from_RpoD_mono	0.0	0.0
transcription_TU0_3102_from_RpoD_mono	0.0	0.0
transcription_TU0_13284_from_RPOS_MONOMER	0.0	0.0
transcription_TU00482_with_TERM0322_from_RpoD_mono	0.0	0.0
transcription_TU0_14650_from_RpoD_mono	0.0	0.0
transcription_TU0_8302_from_RpoD_mono	0.0	0.0
transcription_TU0_6444_from_RPOS_MONOMER	6.3869563948259395e-09	5.836996811474346e-09
transcription_TU0_6444_from_RpoD_mono	0.0	0.0
transcription_TU682_from_RpoD_mono	7.738299706312457e-07	7.560395383291227e-07
transcription_TU0_14460_from_RPOE_MONOMER	4.278169194214115e-08	4.146031853334484e-08
transcription_TU0_7081_from_RpoD_mono	7.985461830365108e-08	1.0845890776775409e-07
transcription_TU27_with_TERM0461_from_RpoD_mono	4.2926334053904326e-07	5.15463253239662e-07
transcription_TU0_13130_from_RpoD_mono	0.0	0.0
transcription_TU0_14798_with_TERM0_1144_from_RpoD_mono	0.0	0.0
transcription_TU0_13579_from_RpoD_mono	3.904200217983764e-08	3.7877025173828366e-08
transcription_TU00230_from_RpoD_mono	1.0240048884787171e-08	9.928879540710066e-09
transcription_TU00345_with_TERM0_1132_from_RpoD_mono	7.738299706312457e-07	7.560395383291227e-07
transcription_TU0_4444_with_TERM0681_from_RpoD_mono	0.0	0.0
transcription_TU0_3103_from_RpoD_mono	1.22824100512433e-08	1.1953929863343233e-08
transcription_TU0_14370_from_RpoD_mono	3.826816698852142e-05	1.967707887453634e-05
transcription_TU0_7321_from_RpoD_mono	0.0	0.0
transcription_TU00415_with_TERM42_from_RpoD_mono	0.0	0.0
transcription_TU0_8321_from_RpoD_mono	0.0	0.0
transcription_TU0_14039_from_RpoD_mono	0.0	0.0
transcription_TU0_7141_from_RpoD_mono	0.0	0.0
transcription_TU00010_with_AROH_TERMINATOR_from_RpoD_mono	0.0	0.0
transcription_TU0_13061_from_RpoD_mono	0.0	0.0
transcription_TU0_6481_from_RpoD_mono	1.70358076943847e-06	1.6536588252042349e-06
transcription_TU00483_with_TERM0322_from_RpoD_mono	2.5590525241335256e-07	2.3076878501845402e-07
transcription_TU00356_with_TERM0_1143_from_RpoD_mono	0.0	0.0
transcription_TU0_14651_from_RpoD_mono	0.0	0.0
transcription_TU0_4461_from_RpoD_mono	0.0	0.0
transcription_TU0_8823_from_RpoD_mono	2.5704732663770924e-12	2.4645605295279718e-12
transcription_TU0_3104_from_RpoD_mono	0.0	0.0
transcription_TU281_from_RpoD_mono	0.0	0.0
transcription_TU0_13636_from_RpoD_mono	0.0	0.0
transcription_TU684_from_RpoD_mono	0.0	0.0
transcription_TU00144_from_RpoD_mono	0.0	0.0
transcription_TU0_14668_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_14668_from_RpoD_mono	0.0	0.0
transcription_TU0_13225_from_RpoD_mono	9.922135916690702e-13	9.517844997199244e-13
transcription_TU00346_from_RpoD_mono	7.738299706312457e-07	7.560395383291227e-07
transcription_TU0_7341_with_TERM0661_from_RpoD_mono	0.0	0.0
transcription_TU0_7161_from_RpoD_mono	0.0	0.0
transcription_TU0_13580_from_RpoD_mono	0.0	0.0
transcription_TU00231_with_ACCCT1_from_RpoD_mono	1.0240048884787171e-08	9.928879540710066e-09
transcription_TU0_8814_from_RpoD_mono	0.0	0.0
transcription_TU0_8323_with_TERM4_from_EG11355_MONOMER	9.012784445435278e-07	8.736176200678129e-07
transcription_TU0_6482_from_RpoD_mono	3.549950946358489e-08	3.4490329863349696e-08
transcription_TU0_14371_from_RpoD_mono	7.194835838269252e-06	7.0013242413991045e-06
transcription_TU0_4462_from_RpoD_mono	0.0	0.0
transcription_TU0_3122_from_RpoD_mono	0.0	0.0
transcription_TU0_14559_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_12921_from_RpoD_mono	6.118093020657783e-08	5.917911017567165e-08
transcription_TU0_12995_from_RpoD_mono	0.0	0.0
transcription_TU0_13286_from_RpoD_mono	0.0	0.0
transcription_TU00484_from_RpoD_mono	3.5002133084332265e-08	3.3724165977459095e-08
transcription_TU0_13453_from_RpoD_mono	0.0	0.0
transcription_TU00416_from_RpoD_mono	1.407388795329365e-07	1.4251617655966805e-07
transcription_TU00280_with_TERM71_from_RpoD_mono	5.080166153702446e-08	4.925795777155998e-08
transcription_TU00075_with_TERM0_1108_from_RpoD_mono	0.0	0.0
transcription_TU00011_from_RpoD_mono	0.0	0.0
transcription_TU0_7162_from_RpoD_mono	0.0	0.0
transcription_TU3_from_RpoD_mono	0.0	0.0
transcription_TU0_13396_from_RpoD_mono	0.0	0.0
transcription_TU0_13132_from_RpoD_mono	2.937649488329796e-10	2.8483834989990237e-10
transcription_TU00357_from_RpoD_mono	5.340464547449785e-07	5.1979485163571e-07
transcription_TU0_12933_from_RpoD_mono	2.1070116030370823e-08	2.0191990206495872e-08
transcription_TU0_7342_from_RPOS_MONOMER	1.3870161051491273e-08	1.3499978184562766e-08
transcription_TU0_14669_from_RpoD_mono	0.0	0.0
transcription_TU00146_with_TERM44_from_RpoD_mono	2.569948341383268e-07	2.501253434150289e-07
transcription_TU0_14652_from_RpoD_mono	0.0	0.0
transcription_TU0_8324_from_RpoD_mono	0.0	0.0
transcription_TU00347_with_TERM87_from_RpoD_mono	7.738432588057529e-07	7.560522968561601e-07
transcription_TU0_4482_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_6483_from_RpoD_mono	0.0	0.0
transcription_TU0_3123_from_RpoD_mono	0.0	0.0
transcription_TU0_8815_from_RpoD_mono	0.0	0.0
transcription_TU0_13637_from_RpoD_mono	0.0	0.0
transcription_TU00232_from_RpoD_mono	1.0240048884787171e-08	9.928879540710066e-09
transcription_TU0_7163_from_RpoD_mono	2.2782560385747144e-11	2.2100051661414032e-11
transcription_TU0_13063_from_RpoD_mono	0.0	0.0
transcription_TU0_13287_from_RpoD_mono	0.0	0.0
transcription_TU0_14372_from_RpoD_mono	0.0	1.741893788199326e-05
transcription_TU00485_from_RpoD_mono	0.0	0.0
transcription_TU00076_from_RpoD_mono	0.0	0.0
transcription_TU0_12924_from_RpoD_mono	3.561614864600477e-11	3.4530022258094674e-11
transcription_TU00417_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_4483_with_TERM0183_from_RpoD_mono	1.7724693350587398e-07	1.4646046299159117e-07
transcription_TU0_3124_from_RpoD_mono	0.0	0.0
transcription_TU301_with_TERM8_from_RpoD_mono	0.0	1.9252317167659277e-08
transcription_TU00281_with_TERMGLYS_from_RpoD_mono	2.4185506118619632e-08	2.3478856094372224e-08
transcription_TU0_14670_from_RpoD_mono	2.296615586953493e-09	2.22682861498958e-09
transcription_TU00012_with_AROPT1_from_RpoD_mono	0.0	0.0
transcription_TU0_14561_from_RPOH_MONOMER	0.0	0.0
transcription_TU0_13589_from_RpoD_mono	0.0	0.0
transcription_TU00147_from_RpoD_mono	0.0	0.0
transcription_TU00348_from_RpoD_mono	7.738299706312457e-07	7.560395383291227e-07
transcription_TU0_7164_from_RpoD_mono	0.0	0.0
transcription_TU0_14653_from_RpoD_mono	0.0	0.0
transcription_TU0_13935_from_RpoD_mono	1.399510514599422e-09	1.3605246224007034e-09
transcription_TU686_from_RPON_MONOMER	0.0	0.0
transcription_TU0_14465_with_TERM0_1039_from_RPOH_MONOMER	6.612944716373309e-09	6.461983142390722e-09
transcription_TU0_13529_from_RpoD_mono	0.0	0.0
transcription_TU0_7401_with_TERM0702_from_RpoD_mono	0.0	0.0
transcription_TU00233_from_RpoD_mono	0.0	0.0
transcription_TU0_6485_with_TERM0_1109_from_RpoD_mono	0.0	0.0
transcription_TU302_from_RpoD_mono	0.0	0.0
transcription_TU0_13134_from_RpoD_mono	8.267051532798125e-12	7.93523996662648e-12
transcription_TU0_14805_from_EG11355_MONOMER	3.616815563645101e-12	3.4748862248472145e-12
transcription_TU00148_from_RpoD_mono	0.0	0.0
transcription_TU00418_from_RPOH_MONOMER	3.006003130717585e-11	2.7864064557875147e-11
transcription_TU0_14042_from_RpoD_mono	1.224130595315363e-07	1.1856896289983653e-07
transcription_TU00349_with_TERM84_from_RpoD_mono	0.0	0.0
transcription_TU00013_from_RpoD_mono	3.7146572793333264e-14	3.538566980603703e-14
transcription_TU0_4502_from_RpoD_mono	0.0	0.0
transcription_TU0_13399_from_RpoD_mono	0.0	0.0
transcription_TU0_12797_from_RpoD_mono	0.0	0.0
transcription_TU00359_with_SPEDT1_from_RpoD_mono	0.0	0.0
transcription_TU0_7421_with_TERM0741_from_RPOS_MONOMER	0.0	0.0
transcription_TU0_7421_with_TERM0741_from_RpoD_mono	0.0	0.0
transcription_TU0_14654_from_RpoD_mono	2.56161960091537e-07	2.467307782809795e-07
transcription_TU0_14562_from_RpoD_mono	0.0	0.0
