	cobrame/ecolime fluxes	coralme fluxes
23DAPPAtex_REV_CPLX0-7533	0.0	0.0
23DAPPAtex_FWD_CPLX0-7533	0.0	0.0
23DAPPAtex_REV_G6700-MONOMER	0.0	0.0
23DAPPAtex_FWD_G6700-MONOMER	0.0	0.0
23PDE2pp_FWD_CPDB-MONOMER	0.0	0.0
23PDE4pp_FWD_CPDB-MONOMER	0.0	0.0
23PDE7pp_FWD_CPDB-MONOMER	0.0	0.0
23PDE9pp_FWD_CPDB-MONOMER	0.0	0.0
26DAHtex_REV_CPLX0-7534	0.0	0.0
26DAHtex_FWD_CPLX0-7534	0.0	0.0
26DAHtex_REV_CPLX0-7530	0.0	0.0
26DAHtex_FWD_CPLX0-7530	0.0	0.0
26DAHtex_REV_CPLX0-7533	0.0	0.0
26DAHtex_FWD_CPLX0-7533	0.0	0.0
26DAHtex_REV_G6700-MONOMER	0.0	0.0
26DAHtex_FWD_G6700-MONOMER	0.0	0.0
2AGPA120tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPA140tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPA141tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPA160tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPA161tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPA180tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPA181tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPE120tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPE140tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPE141tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPE160tipp_FWD_EG12455-MONOMER	0.0030130667997887	0.0029597575108344
2AGPE161tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPE180tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPE181tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPEAT120_FWD_AAS-MONOMER_mod_mg2(1)	0.0	0.0
2AGPEAT140_FWD_AAS-MONOMER_mod_mg2(1)	0.0	0.0
2AGPEAT141_FWD_AAS-MONOMER_mod_mg2(1)	0.0	0.0
2AGPEAT160_FWD_AAS-MONOMER_mod_mg2(1)	0.0030130667997887	0.0029597575108344
2AGPEAT161_FWD_AAS-MONOMER_mod_mg2(1)	0.0	0.0
2AGPEAT180_FWD_AAS-MONOMER_mod_mg2(1)	0.0	0.0
2AGPEAT181_FWD_AAS-MONOMER_mod_mg2(1)	0.0	0.0
2AGPG120tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPG140tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPG141tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPG160tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPG161tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPG180tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPG181tipp_FWD_EG12455-MONOMER	0.0	0.0
2AGPGAT120_FWD_AAS-MONOMER_mod_mg2(1)	0.0	0.0
2AGPGAT140_FWD_AAS-MONOMER_mod_mg2(1)	0.0	0.0
2AGPGAT141_FWD_AAS-MONOMER_mod_mg2(1)	0.0	0.0
2AGPGAT160_FWD_AAS-MONOMER_mod_mg2(1)	0.0	0.0
2AGPGAT161_FWD_AAS-MONOMER_mod_mg2(1)	0.0	0.0
2AGPGAT180_FWD_AAS-MONOMER_mod_mg2(1)	0.0	0.0
2AGPGAT181_FWD_AAS-MONOMER_mod_mg2(1)	0.0	0.0
2DGULRGx_FWD_CPLX0-235	0.0	0.0
2DGULRGy_FWD_CPLX0-235	0.0	0.0
2DGULRx_FWD_CPLX0-235	0.0	0.0
2DGULRy_FWD_CPLX0-235	0.0	0.0
2MAHMP_FWD_G6246-MONOMER	0.0	0.0
2MAHMP_FWD_G6580-MONOMER	0.0	0.0
34dhpactex_REV_CPLX0-7534	0.0	0.0
34dhpactex_FWD_CPLX0-7534	0.0	0.0
34dhpactex_REV_CPLX0-7530	0.0	0.0
34dhpactex_FWD_CPLX0-7530	0.0	0.0
34dhpactex_REV_CPLX0-7533	0.0	0.0
34dhpactex_FWD_CPLX0-7533	0.0	0.0
34dhpactex_REV_G6700-MONOMER	0.0	0.0
34dhpactex_FWD_G6700-MONOMER	0.0	0.0
3AMACHYD_FWD_G6520-MONOMER	0.0	0.0
3AMPtex_REV_CPLX0-7534	0.0	0.0
3AMPtex_FWD_CPLX0-7534	0.0	0.0
3AMPtex_REV_CPLX0-7530	0.0	0.0
3AMPtex_FWD_CPLX0-7530	0.0	0.0
3AMPtex_REV_CPLX0-7533	0.0	0.0
3AMPtex_FWD_CPLX0-7533	0.0	0.0
3AMPtex_REV_G6700-MONOMER	0.0	0.0
3AMPtex_FWD_G6700-MONOMER	0.0	0.0
3CMPtex_REV_CPLX0-7534	0.0	0.0
3CMPtex_FWD_CPLX0-7534	0.0	0.0
3CMPtex_REV_CPLX0-7530	0.0	0.0
3CMPtex_FWD_CPLX0-7530	0.0	0.0
3CMPtex_REV_CPLX0-7533	0.0	0.0
3CMPtex_FWD_CPLX0-7533	0.0	0.0
3CMPtex_REV_G6700-MONOMER	0.0	0.0
3CMPtex_FWD_G6700-MONOMER	0.0	0.0
3GMPtex_REV_CPLX0-7534	0.0	0.0
3GMPtex_FWD_CPLX0-7534	0.0	0.0
3GMPtex_REV_CPLX0-7530	0.0	0.0
3GMPtex_FWD_CPLX0-7530	0.0	0.0
3GMPtex_REV_CPLX0-7533	0.0	0.0
3GMPtex_FWD_CPLX0-7533	0.0	0.0
3GMPtex_REV_G6700-MONOMER	0.0	0.0
3GMPtex_FWD_G6700-MONOMER	0.0	0.0
3HCINNMH_FWD_MHPHYDROXY-MONOMER	0.0	0.0
3HPPPNH_FWD_MHPHYDROXY-MONOMER	0.0	0.0
3HPPtex_REV_CPLX0-7534	0.0	0.0
3HPPtex_FWD_CPLX0-7534	0.0	0.0
3HPPtex_REV_CPLX0-7530	0.0	0.0
3HPPtex_FWD_CPLX0-7530	0.0	0.0
3HPPtex_REV_CPLX0-7533	0.0	0.0
3HPPtex_FWD_CPLX0-7533	0.0	0.0
3HPPtex_REV_G6700-MONOMER	0.0	0.0
3HPPtex_FWD_G6700-MONOMER	0.0	0.0
3HPPtpp_FWD_CPLX_dummy	0.0	0.0
3KGK_FWD_LYXK-CPLX	0.0	0.0
3NTD2pp_FWD_CPDB-MONOMER	0.0	0.0
3NTD4pp_FWD_CPDB-MONOMER	0.0	0.0
3NTD7pp_FWD_CPDB-MONOMER	0.0	0.0
3NTD9pp_FWD_CPDB-MONOMER	0.0	0.0
3OXCOAT_FWD_G6718-MONOMER	0.0	0.0
3PEPTabcpp_FWD_CPLX0-3970	0.0	0.0
3PEPTtex_REV_CPLX0-7534	0.0	0.0
3PEPTtex_FWD_CPLX0-7534	0.0	0.0
3PEPTtex_REV_CPLX0-7530	0.0	0.0
3PEPTtex_FWD_CPLX0-7530	0.0	0.0
3PEPTtex_REV_CPLX0-7533	0.0	0.0
3PEPTtex_FWD_CPLX0-7533	0.0	0.0
3PEPTtex_REV_G6700-MONOMER	0.0	0.0
3PEPTtex_FWD_G6700-MONOMER	0.0	0.0
3UMPtex_REV_CPLX0-7534	0.0	0.0
3UMPtex_FWD_CPLX0-7534	0.0	0.0
3UMPtex_REV_CPLX0-7530	0.0	0.0
3UMPtex_FWD_CPLX0-7530	0.0	0.0
3UMPtex_REV_CPLX0-7533	0.0	0.0
3UMPtex_FWD_CPLX0-7533	0.0	0.0
3UMPtex_REV_G6700-MONOMER	0.0	0.0
3UMPtex_FWD_G6700-MONOMER	0.0	0.0
42A12BOOXpp_FWD_AMINEOXID-CPLX	0.0	0.0
4HOXPACDtex_REV_CPLX0-7534	0.0	0.0
4HOXPACDtex_FWD_CPLX0-7534	0.0	0.0
4HOXPACDtex_REV_CPLX0-7530	0.0	0.0
4HOXPACDtex_FWD_CPLX0-7530	0.0	0.0
4HOXPACDtex_REV_CPLX0-7533	0.0	0.0
4HOXPACDtex_FWD_CPLX0-7533	0.0	0.0
4HOXPACDtex_REV_G6700-MONOMER	0.0	0.0
4HOXPACDtex_FWD_G6700-MONOMER	0.0	0.0
4HTHRS_FWD_THRESYN-MONOMER_mod_pydx5p(1)	0.0	0.0
4PCP_FWD_G6621-MONOMER	0.0	0.0
4PCPpp_FWD_CPLX_dummy	0.0	0.0
4PEPTabcpp_FWD_ABC-22-CPLX	0.0	0.0
4PEPTtex_REV_CPLX0-7534	0.0	0.0
4PEPTtex_FWD_CPLX0-7534	0.0	0.0
4PEPTtex_REV_CPLX0-7530	0.0	0.0
4PEPTtex_FWD_CPLX0-7530	0.0	0.0
4PEPTtex_REV_CPLX0-7533	0.0	0.0
4PEPTtex_FWD_CPLX0-7533	0.0	0.0
4PEPTtex_REV_G6700-MONOMER	0.0	0.0
4PEPTtex_FWD_G6700-MONOMER	0.0	0.0
5DGLCNR_REV_GLUCONREDUCT-MONOMER	0.0	0.0
5DGLCNR_FWD_GLUCONREDUCT-MONOMER	0.0	0.0
5DGLCNt2rpp_REV_YJGT-MONOMER	0.0	0.0
5DGLCNt2rpp_FWD_YJGT-MONOMER	0.0	0.0
5DGLCNtex_REV_CPLX0-7534	0.0	0.0
5DGLCNtex_FWD_CPLX0-7534	0.0	0.0
5DGLCNtex_REV_CPLX0-7530	0.0	0.0
5DGLCNtex_FWD_CPLX0-7530	0.0	0.0
5DGLCNtex_REV_CPLX0-7533	0.0	0.0
5DGLCNtex_FWD_CPLX0-7533	0.0	0.0
5DGLCNtex_REV_G6700-MONOMER	0.0	0.0
5DGLCNtex_FWD_G6700-MONOMER	0.0	0.0
5DOAN_FWD_CPLX0-1541	0.0001024666579067	9.891029525535834e-05
5MTRtex_REV_CPLX0-7534	0.0	0.0
5MTRtex_FWD_CPLX0-7534	0.0	0.0
5MTRtex_REV_CPLX0-7530	0.0	0.0
5MTRtex_FWD_CPLX0-7530	0.0	0.0
5MTRtex_REV_CPLX0-7533	0.0	0.0
5MTRtex_FWD_CPLX0-7533	0.0	0.0
5MTRtex_REV_G6700-MONOMER	0.0001772852329622	0.0001724866535701
5MTRtex_FWD_G6700-MONOMER	0.0	0.0
5MTRtpp_FWD_CPLX_dummy	0.0001772852329622	0.0001724866535701
A5PISO_REV_CPLX0-1262	0.0	0.0
A5PISO_FWD_CPLX0-1262	0.0324152445793151	0.0318463570833206
A5PISO_REV_CPLX0-3929	0.0	0.0
A5PISO_FWD_CPLX0-3929	0.0	0.0
AACTOOR_FWD_CPLX_dummy	0.0	0.0
AADDGT_FWD_G7800-MONOMER	0.0	0.0
AAMYL_FWD_ALPHA-AMYL-CYTO-MONOMER	0.0	0.0
AAMYLpp_FWD_ALPHA-AMYL-PERI-MONOMER_mod_ca2(1)	0.0	0.0
AB6PGH_FWD_G495-MONOMER	0.0	0.0
ABTA_FWD_GABATRANSAM-CPLX_mod_pydx5p(1)	0.0	0.0
ABTA_FWD_G6646-MONOMER_mod_pydx5p(1)	0.0	0.0
ABUTD_FWD_CPLX0-3641	0.0	0.0
ABUTt2pp_FWD_GABP-MONOMER	0.0	0.0
ABUTtex_REV_CPLX0-7534	0.0	0.0
ABUTtex_FWD_CPLX0-7534	0.0	0.0
ABUTtex_REV_CPLX0-7530	0.0	0.0
ABUTtex_FWD_CPLX0-7530	0.0	0.0
ABUTtex_REV_CPLX0-7533	0.0	0.0
ABUTtex_FWD_CPLX0-7533	0.0	0.0
ABUTtex_REV_G6700-MONOMER	0.0	0.0
ABUTtex_FWD_G6700-MONOMER	0.0	0.0
ACACCT_FWD_ACETOACETYL-COA-TRANSFER-CPLX	0.0	0.0
ACACT1r_REV_CPLX0-1667	0.0	0.0
ACACT1r_FWD_CPLX0-1667	0.3055753825645242	0.3002115211811673
ACACT1r_REV_FADA-CPLX	0.0	0.0
ACACT1r_FWD_FADA-CPLX	0.0	0.0
ACACT1r_REV_ACETYL-COA-ACETYLTRANSFER-CPLX	0.0	0.0
ACACT1r_FWD_ACETYL-COA-ACETYLTRANSFER-CPLX	0.0	0.0
ACACT2r_REV_CPLX0-1667	0.0	0.0
ACACT2r_FWD_CPLX0-1667	0.3055753825645242	0.3002115211811673
ACACT2r_REV_FADA-CPLX	0.0	0.0
ACACT2r_FWD_FADA-CPLX	0.0	0.0
ACACT3r_REV_CPLX0-1667	0.0	0.0
ACACT3r_FWD_CPLX0-1667	0.3055753825645242	0.3002115211811673
ACACT3r_REV_FADA-CPLX	0.0	0.0
ACACT3r_FWD_FADA-CPLX	0.0	0.0
ACACT4r_REV_CPLX0-1667	0.0	0.0
ACACT4r_FWD_CPLX0-1667	0.3055743970375059	0.3002105348121157
ACACT4r_REV_FADA-CPLX	0.0	0.0
ACACT4r_FWD_FADA-CPLX	0.0	0.0
ACACT5r_REV_CPLX0-1667	0.0	0.0
ACACT5r_FWD_CPLX0-1667	0.3055743970375059	0.3002105348121157
ACACT5r_REV_FADA-CPLX	0.0	0.0
ACACT5r_FWD_FADA-CPLX	0.0	0.0
ACACT6r_REV_CPLX0-1667	0.0	0.0
ACACT6r_FWD_CPLX0-1667	0.2347170602141372	0.2305976164054465
ACACT6r_REV_FADA-CPLX	0.0	0.0
ACACT6r_FWD_FADA-CPLX	0.0	0.0
ACACT7r_REV_CPLX0-1667	0.0	0.0
ACACT7r_FWD_CPLX0-1667	0.2347170602141372	0.2305976164054465
ACACT7r_REV_FADA-CPLX	0.0	0.0
ACACT7r_FWD_FADA-CPLX	0.0	0.0
ACACT8r_REV_CPLX0-1667	0.0	0.0
ACACT8r_FWD_CPLX0-1667	0.0	0.0
ACACT8r_REV_FADA-CPLX	0.0	0.0
ACACT8r_FWD_FADA-CPLX	0.0	0.0
ACACt2pp_REV_EG11671-MONOMER	0.0	0.0
ACACt2pp_FWD_EG11671-MONOMER	0.0	0.0
ACACtex_REV_CPLX0-7534	0.0	0.0
ACACtex_FWD_CPLX0-7534	0.0	0.0
ACACtex_REV_CPLX0-7530	0.0	0.0
ACACtex_FWD_CPLX0-7530	0.0	0.0
ACACtex_REV_CPLX0-7533	0.0	0.0
ACACtex_FWD_CPLX0-7533	0.0	0.0
ACACtex_REV_G6700-MONOMER	0.0	0.0
ACACtex_FWD_G6700-MONOMER	0.0	0.0
ACALD_REV_ADHE-CPLX_mod_fe2(1)	0.0	0.0
ACALD_FWD_ADHE-CPLX_mod_fe2(1)	0.0	0.0
ACALD_REV_MHPF-MONOMER	0.0	0.0
ACALD_FWD_MHPF-MONOMER	9.6825431480519e-05	9.401856384151756e-05
ACALDtex_REV_CPLX0-7534	0.0	0.0
ACALDtex_FWD_CPLX0-7534	0.0	0.0
ACALDtex_REV_CPLX0-7530	0.0	0.0
ACALDtex_FWD_CPLX0-7530	0.0	0.0
ACALDtex_REV_CPLX0-7533	0.0	0.0
ACALDtex_FWD_CPLX0-7533	0.0	0.0
ACALDtex_REV_G6700-MONOMER	0.0	0.0
ACALDtex_FWD_G6700-MONOMER	0.0	0.0
ACALDtpp_REV_SPONT	0.0	0.0
ACALDtpp_FWD_SPONT	0.0	0.0
ACANTHAT_FWD_CPLX0-236	0.0	0.0
ACBIPGT_FWD_COBU-CPLX	0.0	0.0
ACCOAC_FWD_ACETYL-COA-CARBOXYLMULTI-CPLX_mod_btn(1)	0.064832815665718	0.0636949597280503
ACCOAL_FWD_ACS-MONOMER	0.0	0.0
ACGAL1PPpp_FWD_CPLX_dummy	0.0	0.0
ACGAL1Ptex_REV_CPLX0-7534	0.0	0.0
ACGAL1Ptex_FWD_CPLX0-7534	0.0	0.0
ACGAL1Ptex_REV_CPLX0-7530	0.0	0.0
ACGAL1Ptex_FWD_CPLX0-7530	0.0	0.0
ACGAL1Ptex_REV_CPLX0-7533	0.0	0.0
ACGAL1Ptex_FWD_CPLX0-7533	0.0	0.0
ACGAL1Ptex_REV_G6700-MONOMER	0.0	0.0
ACGAL1Ptex_FWD_G6700-MONOMER	0.0	0.0
ACGALtex_REV_CPLX0-7534	0.0	0.0
ACGALtex_FWD_CPLX0-7534	0.0	0.0
ACGALtex_REV_CPLX0-7530	0.0	0.0
ACGALtex_FWD_CPLX0-7530	0.0	0.0
ACGALtex_REV_CPLX0-7533	0.0	0.0
ACGALtex_FWD_CPLX0-7533	0.0	0.0
ACGALtex_REV_G6700-MONOMER	0.0	0.0
ACGALtex_FWD_G6700-MONOMER	0.0	0.0
ACGAM1PPpp_FWD_CPLX_dummy	0.0	0.0
ACGAM1Ptex_REV_CPLX0-7534	0.0	0.0
ACGAM1Ptex_FWD_CPLX0-7534	0.0	0.0
ACGAM1Ptex_REV_CPLX0-7530	0.0	0.0
ACGAM1Ptex_FWD_CPLX0-7530	0.0	0.0
ACGAM1Ptex_REV_CPLX0-7533	0.0	0.0
ACGAM1Ptex_FWD_CPLX0-7533	0.0	0.0
ACGAM1Ptex_REV_G6700-MONOMER	0.0	0.0
ACGAM1Ptex_FWD_G6700-MONOMER	0.0	0.0
ACGAMK_FWD_G6576-MONOMER	0.0	0.0
ACGAMT_FWD_GLCNACPTRANS-MONOMER_mod_mg2(1)	0.0	0.0
ACGAptspp_FWD_CPLX-157	0.0	0.0
ACGAptspp_FWD_CPLX-167	0.0	0.0
ACGAtex_REV_CPLX0-7534	0.0	0.0
ACGAtex_FWD_CPLX0-7534	0.0	0.0
ACGAtex_REV_CPLX0-7530	0.0	0.0
ACGAtex_FWD_CPLX0-7530	0.0	0.0
ACGAtex_REV_CPLX0-7533	0.0	0.0
ACGAtex_FWD_CPLX0-7533	0.0	0.0
ACGAtex_REV_G6700-MONOMER	0.0	0.0
ACGAtex_FWD_G6700-MONOMER	0.0	0.0
ACGK_FWD_ACETYLGLUTKIN-CPLX_mod_mg2(1)	0.2616177644778328	0.2573476972480189
ACGS_FWD_N-ACETYLTRANSFER-CPLX	0.2616177644778328	0.2573476972480189
ACHBS_FWD_ACETOLACTSYNI-CPLX_mod_mg2(1)_mod_fad(1)_mod_thmpp(1)	0.0	0.0
ACHBS_FWD_ACETOLACTSYNIII-CPLX	0.2730237079795922	0.2693870765217431
ACKr_REV_ACETATEKINA-MONOMER_mod_mg2(1)	0.0	0.0
ACKr_FWD_ACETATEKINA-MONOMER_mod_mg2(1)	0.0	0.0
ACKr_REV_PROPKIN-MONOMER	0.0	0.0
ACKr_FWD_PROPKIN-MONOMER	0.0	0.0
ACKr_REV_GARTRANSFORMYL2-MONOMER	0.0	0.0
ACKr_FWD_GARTRANSFORMYL2-MONOMER	0.0	0.0
ACLS_FWD_ACETOLACTSYNI-CPLX_mod_mg2(1)_mod_fad(1)_mod_thmpp(1)	0.0	0.0
ACLS_FWD_ACETOLACTSYNIII-CPLX	0.8250135292433199	0.812343124752727
ACM6PH_FWD_CPLX0-7732	0.0	0.0
ACMAMUT_FWD_UDPMANACATRANS-MONOMER	0.0	0.0
ACMANAptspp_FWD_CPLX-165	0.0	0.0
ACMANAtex_REV_CPLX0-7534	0.0	0.0
ACMANAtex_FWD_CPLX0-7534	0.0	0.0
ACMANAtex_REV_CPLX0-7530	0.0	0.0
ACMANAtex_FWD_CPLX0-7530	0.0	0.0
ACMANAtex_REV_CPLX0-7533	0.0	0.0
ACMANAtex_FWD_CPLX0-7533	0.0	0.0
ACMANAtex_REV_G6700-MONOMER	0.0	0.0
ACMANAtex_FWD_G6700-MONOMER	0.0	0.0
ACMUMptspp_FWD_CPLX0-7	0.0	0.0
ACMUMtex_FWD_CPLX0-7534	0.0	0.0
ACMUMtex_FWD_CPLX0-7530	0.0	0.0
ACMUMtex_FWD_CPLX0-7533	0.0	0.0
ACMUMtex_FWD_G6700-MONOMER	0.0	0.0
ACNAMt2pp_FWD_NANT-MONOMER	0.0	0.0
ACNAMtex_REV_CPLX0-7534	0.0	0.0
ACNAMtex_FWD_CPLX0-7534	0.0	0.0
ACNAMtex_REV_CPLX0-7533	0.0	0.0
ACNAMtex_FWD_CPLX0-7533	0.0	0.0
ACNAMtex_REV_G7921-MONOMER	0.0	0.0
ACNAMtex_FWD_G7921-MONOMER	0.0	0.0
ACNML_FWD_ACNEULY-CPLX	0.0	0.0
ACOAD1f_REV_ACYLCOADEHYDROG-MONOMER	0.3055753825645242	0.3002115211811673
ACOAD1f_FWD_ACYLCOADEHYDROG-MONOMER	0.0	0.0
ACOAD2f_REV_ACYLCOADEHYDROG-MONOMER	0.3055753825645242	0.3002115211811673
ACOAD2f_FWD_ACYLCOADEHYDROG-MONOMER	0.0	0.0
ACOAD3f_REV_ACYLCOADEHYDROG-MONOMER	0.3055753825645242	0.3002115211811673
ACOAD3f_FWD_ACYLCOADEHYDROG-MONOMER	0.0	0.0
ACOAD4f_REV_ACYLCOADEHYDROG-MONOMER	0.3055743970375059	0.3002105348121157
ACOAD4f_FWD_ACYLCOADEHYDROG-MONOMER	0.0	0.0
ACOAD5f_REV_ACYLCOADEHYDROG-MONOMER	0.3055743970375059	0.3002105348121157
ACOAD5f_FWD_ACYLCOADEHYDROG-MONOMER	0.0	0.0
ACOAD6f_REV_ACYLCOADEHYDROG-MONOMER	0.2347170602141372	0.2305976164054465
ACOAD6f_FWD_ACYLCOADEHYDROG-MONOMER	0.0	0.0
ACOAD7f_REV_ACYLCOADEHYDROG-MONOMER	0.1093654464336987	0.107445646504256
ACOAD7f_FWD_ACYLCOADEHYDROG-MONOMER	0.0	0.0
ACOAD8f_REV_ACYLCOADEHYDROG-MONOMER	0.0	0.0
ACOAD8f_FWD_ACYLCOADEHYDROG-MONOMER	0.0	0.0
ACODA_FWD_ACETYLORNDEACET-CPLX_mod_zn2(1)	0.2616177644778328	0.2573476972480189
ACOLIPAabctex_FWD_ABC-53-CPLX	0.0	0.0
ACONIs_REV_SPONT	0.0	0.0
ACONIs_FWD_SPONT	0.0	0.0
ACONMT_FWD_G6806-MONOMER	0.0	0.0
ACONTa_REV_CPLX0-7761_mod_4fe4s(1)	0.0	0.0
ACONTa_FWD_CPLX0-7761_mod_4fe4s(1)	0.0	0.0
ACONTa_REV_CPLX0-7760_mod_4fe4s(1)	0.0	0.0
ACONTa_FWD_CPLX0-7760_mod_4fe4s(1)	5.316422154084713	5.454833571847606
ACONTb_REV_CPLX0-7761_mod_4fe4s(1)	0.0	0.0
ACONTb_FWD_CPLX0-7761_mod_4fe4s(1)	0.0	0.0
ACONTb_REV_CPLX0-7760_mod_4fe4s(1)	0.0	0.0
ACONTb_FWD_CPLX0-7760_mod_4fe4s(1)	5.316422154084713	5.454833571847606
ACOTA_REV_SUCCORNTRANSAM-CPLX_mod_pydx5p(1)	0.0	0.0
ACOTA_FWD_SUCCORNTRANSAM-CPLX_mod_pydx5p(1)	0.0	0.0
ACOTA_REV_ACETYLORNTRANSAM-CPLX_mod_pydx5p(1)	0.2616177644778328	0.2573476972480189
ACOTA_FWD_ACETYLORNTRANSAM-CPLX_mod_pydx5p(1)	0.0	0.0
ACS_FWD_ACS-MONOMER	0.0	0.0
ACSERtex_REV_CPLX0-7533	0.0	0.0
ACSERtex_FWD_CPLX0-7533	0.0	0.0
ACSERtex_REV_CPLX0-7530	0.0	0.0
ACSERtex_FWD_CPLX0-7530	0.0	0.0
ACSERtex_REV_CPLX0-7534	0.0	0.0
ACSERtex_FWD_CPLX0-7534	0.0	0.0
ACSERtex_REV_G6700-MONOMER	0.0	0.0
ACSERtex_FWD_G6700-MONOMER	0.0	0.0
ACSERtpp_FWD_EG11639-MONOMER	0.0	0.0
ACSERtpp_FWD_EG12445-MONOMER	0.0	0.0
ACt2rpp_REV_CPLX_dummy	0.4772981331207668	0.4699219124871723
ACt2rpp_FWD_CPLX_dummy	0.0	0.0
ACt4pp_FWD_YJCG-MONOMER	0.0	0.0
ACtex_REV_CPLX0-7534	0.0	0.0
ACtex_FWD_CPLX0-7534	0.0	0.0
ACtex_REV_CPLX0-7530	0.0	0.0
ACtex_FWD_CPLX0-7530	0.0	0.0
ACtex_REV_CPLX0-7533	0.0	0.0
ACtex_FWD_CPLX0-7533	0.0	0.0
ACtex_REV_G6700-MONOMER	0.4772981331207668	0.4699219124871723
ACtex_FWD_G6700-MONOMER	0.0	0.0
ADA_FWD_ADENODEAMIN-MONOMER	0.0	0.0
ADCL_FWD_ADCLY-CPLX_mod_pydx5p(1)	0.0005574755430221	0.0005476918480396
ADCS_FWD_PABASYN-CPLX_mod_mg2(1)	0.0005574755430221	0.0005476918480396
ADD_FWD_CPLX0-1683_mod_mn2(1)	0.0	0.0
ADEt2rpp_REV_EG11724-MONOMER	0.0	0.0
ADEt2rpp_FWD_EG11724-MONOMER	0.0	0.0
ADEt2rpp_REV_YICE-MONOMER	0.0	0.0
ADEt2rpp_FWD_YICE-MONOMER	0.0	0.0
ADEtex_REV_CPLX0-7534	0.0	0.0
ADEtex_FWD_CPLX0-7534	0.0	0.0
ADEtex_REV_CPLX0-7530	0.0	0.0
ADEtex_FWD_CPLX0-7530	0.0	0.0
ADEtex_REV_CPLX0-7533	0.0	0.0
ADEtex_FWD_CPLX0-7533	0.0	0.0
ADEtex_REV_G6700-MONOMER	0.0	0.0
ADEtex_FWD_G6700-MONOMER	0.0	0.0
ADK1_REV_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0	0.0
ADK1_FWD_ADENYL-KIN-MONOMER_mod_mg2(1)	6.883190046415663	6.766870322442442
ADK3_REV_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0	0.0
ADK3_FWD_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0	0.0
ADK4_REV_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0	0.0
ADK4_FWD_ADENYL-KIN-MONOMER_mod_mg2(1)	0.0	0.0
ADMDC_FWD_SPED-MONOMER	0.0	0.0
ADNCYC_FWD_ADENYLATECYC-MONOMER_mod_mg2(1)	0.0	0.0
ADNK1_FWD_ADENYL-KIN-MONOMER_mod_mg2(1)	0.004433549287921	0.0043110657360534
ADNUC_FWD_EG11082-MONOMER	0.0	0.0
ADNt2pp_FWD_NUPC-MONOMER	0.0	0.0
ADNt2pp_FWD_NUPG-MONOMER	0.0	0.0
ADNt2rpp_REV_XAPB-MONOMER	0.0	0.0
ADNt2rpp_FWD_XAPB-MONOMER	0.0	0.0
ADNtex_REV_EG11035-MONOMER	0.0	0.0
ADNtex_FWD_EG11035-MONOMER	0.0	0.0
ADOCBIK_FWD_COBU-CPLX	0.0	0.0
ADOCBLS_FWD_COBS-MONOMER	0.0	0.0
ADOCBLabcpp_FWD_ABC-5-CPLX	0.0	0.0
ADOCBLtonex_FWD_CPLX0-1924	0.0	0.0
ADPRDP_FWD_CPLX0-3721_mod_mg2(1)	0.0	0.0
ADPRDP_FWD_CPLX0-1221_mod_mg2(1)	0.0	0.0
ADPT_FWD_ADENPRIBOSYLTRAN-CPLX_mod_mn2(1)	0.0	0.0
ADPT_FWD_ADENPRIBOSYLTRAN-CPLX_mod_mg2(1)	0.0	0.0
ADSK_FWD_ADENYLYLSULFKIN-CPLX_mod_mg2(1)	0.1832651240636188	0.1807278581558328
ADSK_FWD_ADENYLYLSULFKIN-CPLX_mod_mn2(1)	0.0	0.0
ADSK_FWD_ADENYLYLSULFKIN-CPLX_mod_cd2(1)	0.0	0.0
ADSK_FWD_ADENYLYLSULFKIN-CPLX_mod_cobalt2(1)	0.0	0.0
ADSL1r_REV_ASL-MONOMER	0.0	0.0
ADSL1r_FWD_ASL-MONOMER	0.2410625262692289	0.2359934879743871
ADSL2r_REV_ASL-MONOMER	0.0	0.0
ADSL2r_FWD_ASL-MONOMER	0.3007901963699442	0.293896751402162
ADSS_FWD_ADENYLOSUCCINATE-SYN-DIMER_mod_mg2(1)	0.2410625262692289	0.2359934879743871
AGDC_FWD_NAG6PDEACET-CPLX_mod_zn2(1)	0.0	0.0
