Gene Name,Left-End-Position,Right-End-Position,Product,Accession-1,replicon
SYNPCC7942_0173,172201,173071,SYNPCC7942_0173-MONOMER,SYNPCC7942_RS00880,NC_007604.1
SYNPCC7942_1276,1300380,1301163,SYNPCC7942_1276-MONOMER,SYNPCC7942_RS06535,NC_007604.1
SYNPCC7942_2420,2492214,2492949,SYNPCC7942_2420-MONOMER,SYNPCC7942_RS12295,NC_007604.1
SYNPCC7942_0138,139415,140018,SYNPCC7942_0138-MONOMER,SYNPCC7942_RS00700,NC_007604.1
SYNPCC7942_1251,1274437,1275487,SYNPCC7942_1251-MONOMER,SYNPCC7942_RS06410,NC_007604.1
SYNPCC7942_2388,2459161,2460331,SYNPCC7942_2388-MONOMER,SYNPCC7942_RS12135,NC_007604.1
SYNPCC7942_0111,110011,111607,SYNPCC7942_0111-MONOMER,SYNPCC7942_RS00565,NC_007604.1
SYNPCC7942_1230,1250976,1251846,SYNPCC7942_1230-MONOMER,SYNPCC7942_RS06305,NC_007604.1
SYNPCC7942_2361,2427869,2428739,SYNPCC7942_2361-MONOMER,SYNPCC7942_RS11995,NC_007604.1
SYNPCC7942_1805,1874473,1875253,SYNPCC7942_1805-MONOMER,SYNPCC7942_RS09170,NC_007604.1
SYNPCC7942_0089,87880,88615,SYNPCC7942_0089-MONOMER,SYNPCC7942_RS00450,NC_007604.1
SYNPCC7942_1213,1236469,1236886,SYNPCC7942_1213-MONOMER,SYNPCC7942_RS06215,NC_007604.1
SYNPCC7942_2339,2406812,2407847,SYNPCC7942_2339-MONOMER,SYNPCC7942_RS11885,NC_007604.1
SYNPCC7942_1775,1839684,1840650,SYNPCC7942_1775-MONOMER,SYNPCC7942_RS09020,NC_007604.1
G490-89,0,74,G490-89-tRNA,G490-89,G490-89
G490-73,0,72,G490-73-tRNA,G490-73,G490-73
SYNPCC7942_0063,64265,64706,SYNPCC7942_0063-MONOMER,SYNPCC7942_RS00315,NC_007604.1
G490-57,0,73,G490-57-tRNA,G490-57,G490-57
G490-86,0,76,G490-86-tRNA,G490-86,G490-86
SYNPCC7942_1186,1215651,1216350,SYNPCC7942_1186-MONOMER,SYNPCC7942_RS06075,NC_007604.1
G490-70,0,85,G490-70-tRNA,G490-70,G490-70
G490-54,0,77,G490-54-tRNA,G490-54,G490-54
SYNPCC7942_2317,2386203,2388576,SYNPCC7942_2317-MONOMER,SYNPCC7942_RS11780,NC_007604.1
G490-83,0,72,G490-83-tRNA,G490-83,G490-83
G490-67,0,89,G490-67-tRNA,G490-67,G490-67
SYNPCC7942_1741,1811098,1812535,SYNPCC7942_1741-MONOMER,SYNPCC7942_RS08860,NC_007604.1
SYNPCC7942_0413,0,417,SYNPCC7942_0413-MONOMER,SYNPCC7942_0413,SYNPCC7942_0413
G490-80,0,72,G490-80-tRNA,G490-80,G490-80
SYNPCC7942_0038,36478,36955,SYNPCC7942_0038-MONOMER,SYNPCC7942_RS00190,NC_007604.1
G490-64,0,76,G490-64-tRNA,G490-64,G490-64
G490-93,0,74,G490-93-tRNA,G490-93,G490-93
SYNPCC7942_1158,1189304,1192448,SYNPCC7942_1158-MONOMER,SYNPCC7942_RS05935,NC_007604.1
G490-77,0,74,G490-77-tRNA,G490-77,G490-77
G490-61,0,73,G490-61-tRNA,G490-61,G490-61
SYNPCC7942_2296,2366071,2367376,SYNPCC7942_2296-MONOMER,SYNPCC7942_RS11670,NC_007604.1
G490-90,0,73,G490-90-tRNA,G490-90,G490-90
G490-74,0,82,G490-74-tRNA,G490-74,G490-74
SYNPCC7942_1719,1790368,1791796,SYNPCC7942_1719-MONOMER,SYNPCC7942_RS08745,NC_007604.1
G490-58,0,73,G490-58-tRNA,G490-58,G490-58
G490-87,0,77,G490-87-tRNA,G490-87,G490-87
SYNPCC7942_0003,2177,4511,SYNPCC7942_0003-MONOMER,SYNPCC7942_RS00015,NC_007604.1
G490-71,0,72,G490-71-tRNA,G490-71,G490-71
G490-55,0,76,G490-55-tRNA,G490-55,G490-55
SYNPCC7942_1125,1143396,1144332,SYNPCC7942_1125-MONOMER,SYNPCC7942_RS05760,NC_007604.1
G490-84,0,72,G490-84-tRNA,G490-84,G490-84
G490-68,0,73,G490-68-tRNA,G490-68,G490-68
SYNPCC7942_2265,2333328,2334624,SYNPCC7942_2265-MONOMER,SYNPCC7942_RS11510,NC_007604.1
G490-52,0,73,G490-52-tRNA,G490-52,G490-52
G490-81,0,87,G490-81-tRNA,G490-81,G490-81
SYNPCC7942_0631,623875,624262,SYNPCC7942_0631-MONOMER,SYNPCC7942_RS03240,NC_007604.1
G490-65,0,73,G490-65-tRNA,G490-65,G490-65
G490-94,0,71,G490-94-tRNA,G490-94,G490-94
SYNPCC7942_1697,1764610,1764892,SYNPCC7942_1697-MONOMER,SYNPCC7942_RS08640,NC_007604.1
G490-78,0,75,G490-78-tRNA,G490-78,G490-78
G490-62,0,76,G490-62-tRNA,G490-62,G490-62
SYNPCC7942_1103,1120322,1121054,SYNPCC7942_1103-MONOMER,SYNPCC7942_RS05655,NC_007604.1
G490-91,0,74,G490-91-tRNA,G490-91,G490-91
G490-75,0,75,G490-75-tRNA,G490-75,G490-75
SYNPCC7942_2238,2303628,2305044,SYNPCC7942_2238-MONOMER,SYNPCC7942_RS11365,NC_007604.1
G490-59,0,87,G490-59-tRNA,G490-59,G490-59
G490-88,0,71,G490-88-tRNA,G490-88,G490-88
SYNPCC7942_0604,592949,593633,SYNPCC7942_0604-MONOMER,SYNPCC7942_RS03100,NC_007604.1
G490-72,0,72,G490-72-tRNA,G490-72,G490-72
G490-56,0,74,G490-56-tRNA,G490-56,G490-56
SYNPCC7942_1669,1739594,1741685,SYNPCC7942_1669-MONOMER,SYNPCC7942_RS08510,NC_007604.1
G490-85,0,72,G490-85-tRNA,G490-85,G490-85
G490-69,0,72,G490-69-tRNA,G490-69,G490-69
SYNPCC7942_1073,1084450,1085167,SYNPCC7942_1073-MONOMER,SYNPCC7942_RS05505,NC_007604.1
G490-53,0,87,G490-53-tRNA,G490-53,G490-53
G490-82,0,84,G490-82-tRNA,G490-82,G490-82
SYNPCC7942_2220,2293356,2293896,SYNPCC7942_2220-MONOMER,SYNPCC7942_RS11275,NC_007604.1
G490-66,0,72,G490-66-tRNA,G490-66,G490-66
G490-95,0,72,G490-95-tRNA,G490-95,G490-95
SYNPCC7942_0580,560719,562537,SYNPCC7942_0580-MONOMER,SYNPCC7942_RS02950,NC_007604.1
G490-79,0,85,G490-79-tRNA,G490-79,G490-79
G490-63,0,74,G490-63-tRNA,G490-63,G490-63
SYNPCC7942_1639,1707134,1707776,SYNPCC7942_1639-MONOMER,SYNPCC7942_RS08360,NC_007604.1
G490-92,0,77,G490-92-tRNA,G490-92,G490-92
G490-76,0,74,G490-76-tRNA,G490-76,G490-76
SYNPCC7942_1049,1061487,1062309,SYNPCC7942_1049-MONOMER,SYNPCC7942_RS05380,NC_007604.1
G490-60,0,82,G490-60-tRNA,G490-60,G490-60
SYNPCC7942_2204,2284390,2284624,SYNPCC7942_2204-MONOMER,SYNPCC7942_RS11200,NC_007604.1
SYNPCC7942_0553,535181,536516,SYNPCC7942_0553-MONOMER,SYNPCC7942_RS02815,NC_007604.1
SYNPCC7942_1612,1680678,1681905,SYNPCC7942_1612-MONOMER,SYNPCC7942_RS08225,NC_007604.1
SYNPCC7942_1017,1031696,1032458,SYNPCC7942_1017-MONOMER,SYNPCC7942_RS05230,NC_007604.1
SYNPCC7942_2174,2253874,2254504,SYNPCC7942_2174-MONOMER,SYNPCC7942_RS11050,NC_007604.1
SYNPCC7942_0516,500561,501884,SYNPCC7942_0516-MONOMER,SYNPCC7942_RS02620,NC_007604.1
SYNPCC7942_1589,1655980,1657270,SYNPCC7942_1589-MONOMER,SYNPCC7942_RS08115,NC_007604.1
SYNPCC7942_0997,1005255,1005432,SYNPCC7942_0997-MONOMER,SYNPCC7942_RS05120,NC_007604.1
SYNPCC7942_2137,2216576,2220563,SYNPCC7942_2137-MONOMER,SYNPCC7942_RS10840,NC_007604.1
SYNPCC7942_0487,473509,474172,SYNPCC7942_0487-MONOMER,SYNPCC7942_RS02480,NC_007604.1
SYNPCC7942_1570,1627205,1629449,SYNPCC7942_1570-MONOMER,SYNPCC7942_RS08020,NC_007604.1
SYNPCC7942_0970,976310,977882,SYNPCC7942_0970-MONOMER,SYNPCC7942_RS04985,NC_007604.1
SYNPCC7942_2113,2193729,2194725,SYNPCC7942_2113-MONOMER,SYNPCC7942_RS10710,NC_007604.1
SYNPCC7942_0463,449956,450448,SYNPCC7942_0463-MONOMER,SYNPCC7942_RS02360,NC_007604.1
SYNPCC7942_1542,1599352,1600381,SYNPCC7942_1542-MONOMER,SYNPCC7942_RS07870,NC_007604.1
SYNPCC7942_0947,955646,956714,SYNPCC7942_0947-MONOMER,SYNPCC7942_RS04870,NC_007604.1
SYNPCC7942_2092,2173279,2174821,SYNPCC7942_2092-MONOMER,SYNPCC7942_RS10605,NC_007604.1
SYNPCC7942_0441,430627,431191,SYNPCC7942_0441-MONOMER,SYNPCC7942_RS02255,NC_007604.1
SYNPCC7942_1519,1570975,1572280,SYNPCC7942_1519-MONOMER,SYNPCC7942_RS07765,NC_007604.1
SYNPCC7942_0925,931277,932579,SYNPCC7942_0925-MONOMER,SYNPCC7942_RS04760,NC_007604.1
SYNPCC7942_2072,2149801,2150425,SYNPCC7942_2072-MONOMER,SYNPCC7942_RS10505,NC_007604.1
SYNPCC7942_0404,397594,398717,SYNPCC7942_0404-MONOMER,SYNPCC7942_RS02060,NC_007604.1
SYNPCC7942_1496,1546646,1547552,SYNPCC7942_1496-MONOMER,SYNPCC7942_RS07645,NC_007604.1
SYNPCC7942_B2651,0,963,SYNPCC7942_B2651-MONOMER,SYNPCC7942_RS13590,SYNPCC7942_RS13590
SYNPCC7942_0894,904844,905417,SYNPCC7942_0894-MONOMER,SYNPCC7942_RS04605,NC_007604.1
SYNPCC7942_2048,2121520,2123725,SYNPCC7942_2048-MONOMER,SYNPCC7942_RS10390,NC_007604.1
SYNPCC7942_0370,363762,365067,SYNPCC7942_0370-MONOMER,SYNPCC7942_RS01885,NC_007604.1
SYNPCC7942_1468,1521481,1522141,SYNPCC7942_1468-MONOMER,SYNPCC7942_RS07510,NC_007604.1
SYNPCC7942_2613,2695048,2695870,SYNPCC7942_2613-MONOMER,SYNPCC7942_RS13310,NC_007604.1
SYNPCC7942_0874,874389,877449,SYNPCC7942_0874-MONOMER,SYNPCC7942_RS04505,NC_007604.1
SYNPCC7942_2020,2086844,2089937,SYNPCC7942_2020-MONOMER,SYNPCC7942_RS10250,NC_007604.1
SYNPCC7942_0345,338535,339306,SYNPCC7942_0345-MONOMER,SYNPCC7942_RS01760,NC_007604.1
SYNPCC7942_1448,1501342,1502305,SYNPCC7942_1448-MONOMER,SYNPCC7942_RS07410,NC_007604.1
SYNPCC7942_2584,2668940,2669705,SYNPCC7942_2584-MONOMER,SYNPCC7942_RS13160,NC_007604.1
SYNPCC7942_0835,829660,830788,SYNPCC7942_0835-MONOMER,SYNPCC7942_RS04320,NC_007604.1
SYNPCC7942_1992,2062387,2063434,SYNPCC7942_1992-MONOMER,SYNPCC7942_RS10100,NC_007604.1
SYNPCC7942_0323,320045,320804,SYNPCC7942_0323-MONOMER,SYNPCC7942_RS01645,NC_007604.1
SYNPCC7942_1423,1476058,1477678,SYNPCC7942_1423-MONOMER,SYNPCC7942_RS07280,NC_007604.1
SYNPCC7942_2563,2641348,2644351,SYNPCC7942_2563-MONOMER,SYNPCC7942_RS13025,NC_007604.1
SYNPCC7942_0804,797287,798349,SYNPCC7942_0804-MONOMER,SYNPCC7942_RS04160,NC_007604.1
SYNPCC7942_1970,0,447,SYNPCC7942_1970-MONOMER,SYNPCC7942_1970,SYNPCC7942_1970
SYNPCC7942_0300,298397,299429,SYNPCC7942_0300-MONOMER,SYNPCC7942_RS01530,NC_007604.1
SYNPCC7942_1398,1447846,1450069,SYNPCC7942_1398-MONOMER,SYNPCC7942_RS07155,NC_007604.1
SYNPCC7942_2540,2621836,2622298,SYNPCC7942_2540-MONOMER,SYNPCC7942_RS12895,NC_007604.1
SYNPCC7942_0779,770199,772593,SYNPCC7942_0779-MONOMER,SYNPCC7942_RS04040,NC_007604.1
SYNPCC7942_1940,2013360,2014620,SYNPCC7942_1940-MONOMER,SYNPCC7942_RS09845,NC_007604.1
SYNPCC7942_0278,273656,274154,SYNPCC7942_0278-MONOMER,SYNPCC7942_RS01415,NC_007604.1
SYNPCC7942_1373,1413286,1413982,SYNPCC7942_1373-MONOMER,SYNPCC7942_RS07025,NC_007604.1
SYNPCC7942_2515,2594191,2596459,SYNPCC7942_2515-MONOMER,SYNPCC7942_RS12765,NC_007604.1
SYNPCC7942_0733,727690,729154,SYNPCC7942_0733-MONOMER,SYNPCC7942_RS03790,NC_007604.1
SYNPCC7942_1917,1992395,1993463,SYNPCC7942_1917-MONOMER,SYNPCC7942_RS09730,NC_007604.1
SYNPCC7942_0255,251502,252783,SYNPCC7942_0255-MONOMER,SYNPCC7942_RS01300,NC_007604.1
SYNPCC7942_1346,1379613,1379925,SYNPCC7942_1346-MONOMER,SYNPCC7942_RS06880,NC_007604.1
SYNPCC7942_2494,2574818,2575742,SYNPCC7942_2494-MONOMER,SYNPCC7942_RS12655,NC_007604.1
SYNPCC7942_1343,1377216,1378335,SYNPCC7942_1343-MONOMER,SYNPCC7942_RS06865,NC_007604.1
SYNPCC7942_2491,2571011,2572949,SYNPCC7942_2491-MONOMER,SYNPCC7942_RS12640,NC_007604.1
SYNPCC7942_0688,683721,684060,SYNPCC7942_0688-MONOMER,SYNPCC7942_RS03530,NC_007604.1
SYNPCC7942_1886,1957416,1959471,SYNPCC7942_1886-MONOMER,SYNPCC7942_RS09565,NC_007604.1
SYNPCC7942_0221,221497,222535,SYNPCC7942_0221-MONOMER,SYNPCC7942_RS01125,NC_007604.1
SYNPCC7942_1316,1346076,1347108,SYNPCC7942_1316-MONOMER,SYNPCC7942_RS06730,NC_007604.1
SYNPCC7942_2458,2536183,2538358,SYNPCC7942_2458-MONOMER,SYNPCC7942_RS12490,NC_007604.1
SYNPCC7942_0663,658976,660875,SYNPCC7942_0663-MONOMER,SYNPCC7942_RS03395,NC_007604.1
SYNPCC7942_1861,1931339,1932569,SYNPCC7942_1861-MONOMER,SYNPCC7942_RS09440,NC_007604.1
SYNPCC7942_0192,191709,192186,SYNPCC7942_0192-MONOMER,SYNPCC7942_RS00975,NC_007604.1
SYNPCC7942_1293,1316165,1318598,SYNPCC7942_1293-MONOMER,SYNPCC7942_RS06615,NC_007604.1
SYNPCC7942_2439,2514275,2515271,SYNPCC7942_2439-MONOMER,SYNPCC7942_RS12395,NC_007604.1
SYNPCC7942_0637,627274,629962,SYNPCC7942_0637-MONOMER,SYNPCC7942_RS03270,NC_007604.1
SYNPCC7942_1842,1908944,1910213,SYNPCC7942_1842-MONOMER,SYNPCC7942_RS09345,NC_007604.1
SYNPCC7942_0164,164547,164967,SYNPCC7942_0164-MONOMER,SYNPCC7942_RS00830,NC_007604.1
SYNPCC7942_1269,1293541,1294939,SYNPCC7942_1269-MONOMER,SYNPCC7942_RS06500,NC_007604.1
SYNPCC7942_2416,2488439,2489207,SYNPCC7942_2416-MONOMER,SYNPCC7942_RS12275,NC_007604.1
SYNPCC7942_0135,136015,136651,SYNPCC7942_0135-MONOMER,SYNPCC7942_RS00685,NC_007604.1
SYNPCC7942_1246,1270802,1272317,SYNPCC7942_1246-MONOMER,SYNPCC7942_RS06385,NC_007604.1
SYNPCC7942_2383,2450180,2451260,SYNPCC7942_2383-MONOMER,SYNPCC7942_RS12110,NC_007604.1
SYNPCC7942_1824,1895165,1895630,SYNPCC7942_1824-MONOMER,SYNPCC7942_RS09255,NC_007604.1
SYNPCC7942_0108,108555,108816,SYNPCC7942_0108-MONOMER,SYNPCC7942_RS00550,NC_007604.1
SYNPCC7942_1226,1247103,1248369,SYNPCC7942_1226-MONOMER,SYNPCC7942_RS06280,NC_007604.1
SYNPCC7942_2358,2424521,2425352,SYNPCC7942_2358-MONOMER,SYNPCC7942_RS11980,NC_007604.1
SYNPCC7942_1799,1868939,1869971,SYNPCC7942_1799-MONOMER,SYNPCC7942_RS09140,NC_007604.1
SYNPCC7942_0082,79264,81013,SYNPCC7942_0082-MONOMER,SYNPCC7942_RS00405,NC_007604.1
SYNPCC7942_1207,1234337,1234601,SYNPCC7942_1207-MONOMER,SYNPCC7942_RS06180,NC_007604.1
SYNPCC7942_2334,2401338,2402874,SYNPCC7942_2334-MONOMER,SYNPCC7942_RS11865,NC_007604.1
SYNPCC7942_1771,1837194,1838652,SYNPCC7942_1771-MONOMER,SYNPCC7942_RS09000,NC_007604.1
SYNPCC7942_0058,60300,60846,SYNPCC7942_0058-MONOMER,SYNPCC7942_RS00290,NC_007604.1
SYNPCC7942_1181,1212094,1212802,SYNPCC7942_1181-MONOMER,SYNPCC7942_RS06050,NC_007604.1
SYNPCC7942_2314,2383295,2383607,SYNPCC7942_2314-MONOMER,SYNPCC7942_RS11765,NC_007604.1
SYNPCC7942_1738,1808412,1809672,SYNPCC7942_1738-MONOMER,SYNPCC7942_RS08845,NC_007604.1
SYNPCC7942_0030,30838,31471,SYNPCC7942_0030-MONOMER,SYNPCC7942_RS00155,NC_007604.1
SYNPCC7942_1149,1173912,1174890,SYNPCC7942_1149-MONOMER,SYNPCC7942_RS05885,NC_007604.1
SYNPCC7942_2289,2358694,2359549,SYNPCC7942_2289-MONOMER,SYNPCC7942_RS11635,NC_007604.1
SYNPCC7942_1716,1783938,1787655,SYNPCC7942_1716-MONOMER,SYNPCC7942_RS08730,NC_007604.1
HTX97_RS00015,0,444,HTX97_RS00015-MONOMER,ST32046_p4,ST32046_p4
SYNPCC7942_1122,0,195,SYNPCC7942_1122-MONOMER,SYNPCC7942_1122,SYNPCC7942_1122
SYNPCC7942_2259,2328299,2328848,SYNPCC7942_2259-MONOMER,SYNPCC7942_RS11480,NC_007604.1
SYNPCC7942_0625,616418,618185,SYNPCC7942_0625-MONOMER,SYNPCC7942_RS03205,NC_007604.1
SYNPCC7942_1692,1758417,1759329,SYNPCC7942_1692-MONOMER,SYNPCC7942_RS08615,NC_007604.1
SYNPCC7942_1099,1116260,1116962,SYNPCC7942_1099-MONOMER,SYNPCC7942_RS05635,NC_007604.1
SYNPCC7942_2234,2300182,2300659,SYNPCC7942_2234-MONOMER,SYNPCC7942_RS11345,NC_007604.1
SYNPCC7942_0599,587801,588404,SYNPCC7942_0599-MONOMER,SYNPCC7942_RS03075,NC_007604.1
SYNPCC7942_1665,1733988,1735104,SYNPCC7942_1665-MONOMER,SYNPCC7942_RS08490,NC_007604.1
SYNPCC7942_1068,1079477,1080773,SYNPCC7942_1068-MONOMER,SYNPCC7942_RS05480,NC_007604.1
SYNPCC7942_2217,2291989,2292352,SYNPCC7942_2217-MONOMER,SYNPCC7942_RS11260,NC_007604.1
SYNPCC7942_0576,557229,558060,SYNPCC7942_0576-MONOMER,SYNPCC7942_RS02935,NC_007604.1
SYNPCC7942_1635,1702822,1704469,SYNPCC7942_1635-MONOMER,SYNPCC7942_RS08340,NC_007604.1
SYNPCC7942_1045,1057542,1059114,SYNPCC7942_1045-MONOMER,SYNPCC7942_RS05360,NC_007604.1
SYNPCC7942_2201,2281326,2282547,SYNPCC7942_2201-MONOMER,SYNPCC7942_RS11185,NC_007604.1
SYNPCC7942_0542,525359,526253,SYNPCC7942_0542-MONOMER,SYNPCC7942_RS02760,NC_007604.1
SYNPCC7942_1609,1675455,1678869,SYNPCC7942_1609-MONOMER,SYNPCC7942_RS08210,NC_007604.1
SYNPCC7942_1014,1025628,1028415,SYNPCC7942_1014-MONOMER,SYNPCC7942_RS05210,NC_007604.1
SYNPCC7942_2168,2248680,2251065,SYNPCC7942_2168-MONOMER,SYNPCC7942_RS11020,NC_007604.1
SYNPCC7942_0511,496601,497579,SYNPCC7942_0511-MONOMER,SYNPCC7942_RS02595,NC_007604.1
SYNPCC7942_1586,1651358,1652669,SYNPCC7942_1586-MONOMER,SYNPCC7942_RS08100,NC_007604.1
SYNPCC7942_0990,0,543,SYNPCC7942_0990-MONOMER,SYNPCC7942_RS05085,SYNPCC7942_RS05085
SYNPCC7942_2132,2211548,2212967,SYNPCC7942_2132-MONOMER,SYNPCC7942_RS10815,NC_007604.1
SYNPCC7942_0482,467003,468773,SYNPCC7942_0482-MONOMER,SYNPCC7942_RS02455,NC_007604.1
SYNPCC7942_1563,1621095,1621566,SYNPCC7942_1563-MONOMER,SYNPCC7942_RS07980,NC_007604.1
SYNPCC7942_0965,972387,973350,SYNPCC7942_0965-MONOMER,SYNPCC7942_RS04960,NC_007604.1
SYNPCC7942_2109,2189140,2190916,SYNPCC7942_2109-MONOMER,SYNPCC7942_RS10690,NC_007604.1
SYNPCC7942_0458,446214,447051,SYNPCC7942_0458-MONOMER,SYNPCC7942_RS02335,NC_007604.1
SYNPCC7942_1535,1595518,1595944,SYNPCC7942_1535-MONOMER,SYNPCC7942_RS07845,NC_007604.1
SYNPCC7942_0943,950236,951505,SYNPCC7942_0943-MONOMER,SYNPCC7942_RS04850,NC_007604.1
SYNPCC7942_2089,2168670,2169585,SYNPCC7942_2089-MONOMER,SYNPCC7942_RS10590,NC_007604.1
SYNPCC7942_0437,427462,428029,SYNPCC7942_0437-MONOMER,SYNPCC7942_RS02240,NC_007604.1
SYNPCC7942_1516,1566323,1566971,SYNPCC7942_1516-MONOMER,SYNPCC7942_RS07750,NC_007604.1
SYNPCC7942_0922,927390,928293,SYNPCC7942_0922-MONOMER,SYNPCC7942_RS04745,NC_007604.1
SYNPCC7942_2069,2145108,2146341,SYNPCC7942_2069-MONOMER,SYNPCC7942_RS10490,NC_007604.1
SYNPCC7942_0400,394578,395181,SYNPCC7942_0400-MONOMER,SYNPCC7942_RS02040,NC_007604.1
SYNPCC7942_1490,1540817,1542809,SYNPCC7942_1490-MONOMER,SYNPCC7942_RS07615,NC_007604.1
SYNPCC7942_B2644,0,708,SYNPCC7942_B2644-MONOMER,SYNPCC7942_RS13550,SYNPCC7942_RS13550
SYNPCC7942_0890,896747,901358,SYNPCC7942_0890-MONOMER,SYNPCC7942_RS04585,NC_007604.1
SYNPCC7942_2045,2114133,2117721,SYNPCC7942_2045-MONOMER,SYNPCC7942_RS10375,NC_007604.1
SYNPCC7942_1465,1519008,1519449,SYNPCC7942_1465-MONOMER,SYNPCC7942_RS07495,NC_007604.1
SYNPCC7942_2607,2690205,2691003,SYNPCC7942_2607-MONOMER,SYNPCC7942_RS13280,NC_007604.1
SYNPCC7942_0858,855892,860113,SYNPCC7942_0858-MONOMER,SYNPCC7942_RS04425,NC_007604.1
SYNPCC7942_2012,2081511,2082729,SYNPCC7942_2012-MONOMER,SYNPCC7942_RS10205,NC_007604.1
SYNPCC7942_0338,333516,333834,SYNPCC7942_0338-MONOMER,SYNPCC7942_RS01720,NC_007604.1
SYNPCC7942_1441,1495173,1496151,SYNPCC7942_1441-MONOMER,SYNPCC7942_RS07370,NC_007604.1
SYNPCC7942_2580,2664459,2666709,SYNPCC7942_2580-MONOMER,SYNPCC7942_RS13135,NC_007604.1
SYNPCC7942_0827,821756,822803,SYNPCC7942_0827-MONOMER,SYNPCC7942_RS04275,NC_007604.1
SYNPCC7942_1986,2056330,2057653,SYNPCC7942_1986-MONOMER,SYNPCC7942_RS10070,NC_007604.1
SYNPCC7942_0320,317009,318008,SYNPCC7942_0320-MONOMER,SYNPCC7942_RS01630,NC_007604.1
SYNPCC7942_1420,1473508,1474909,SYNPCC7942_1420-MONOMER,SYNPCC7942_RS07265,NC_007604.1
SYNPCC7942_2559,2637729,2638188,SYNPCC7942_2559-MONOMER,SYNPCC7942_RS13005,NC_007604.1
SYNPCC7942_0799,792809,794384,SYNPCC7942_0799-MONOMER,SYNPCC7942_RS04135,NC_007604.1
SYNPCC7942_1965,2035729,2037379,SYNPCC7942_1965-MONOMER,SYNPCC7942_RS09970,NC_007604.1
SYNPCC7942_0295,291416,292604,SYNPCC7942_0295-MONOMER,SYNPCC7942_RS01505,NC_007604.1
SYNPCC7942_1392,1437915,1441983,SYNPCC7942_1392-MONOMER,SYNPCC7942_RS07125,NC_007604.1
SYNPCC7942_2536,2619092,2619626,SYNPCC7942_2536-MONOMER,SYNPCC7942_RS12875,NC_007604.1
SYNPCC7942_0774,766215,767103,SYNPCC7942_0774-MONOMER,SYNPCC7942_RS04015,NC_007604.1
SYNPCC7942_1937,2010386,2011127,SYNPCC7942_1937-MONOMER,SYNPCC7942_RS09830,NC_007604.1
SYNPCC7942_0273,268661,269291,SYNPCC7942_0273-MONOMER,SYNPCC7942_RS01390,NC_007604.1
SYNPCC7942_1369,1407234,1407837,SYNPCC7942_1369-MONOMER,SYNPCC7942_RS07005,NC_007604.1
SYNPCC7942_2512,2590764,2592123,SYNPCC7942_2512-MONOMER,SYNPCC7942_RS12745,NC_007604.1
SYNPCC7942_0717,713126,713651,SYNPCC7942_0717-MONOMER,SYNPCC7942_RS03695,NC_007604.1
SYNPCC7942_1912,1988930,1989605,SYNPCC7942_1912-MONOMER,SYNPCC7942_RS09700,NC_007604.1
SYNPCC7942_0249,245910,246636,SYNPCC7942_0249-MONOMER,SYNPCC7942_RS01270,NC_007604.1
SYNPCC7942_1907,1983416,1984493,SYNPCC7942_1907-MONOMER,SYNPCC7942_RS09670,NC_007604.1
SYNPCC7942_0246,242420,243500,SYNPCC7942_0246-MONOMER,SYNPCC7942_RS01255,NC_007604.1
SYNPCC7942_1337,1368410,1372715,SYNPCC7942_1337-MONOMER,SYNPCC7942_RS06835,NC_007604.1
SYNPCC7942_2479,0,567,SYNPCC7942_2479-MONOMER,SYNPCC7942_2479,SYNPCC7942_2479
SYNPCC7942_0683,676941,677967,SYNPCC7942_0683-MONOMER,SYNPCC7942_RS03500,NC_007604.1
SYNPCC7942_1883,1955406,1956126,SYNPCC7942_1883-MONOMER,SYNPCC7942_RS09550,NC_007604.1
SYNPCC7942_0216,217947,218964,SYNPCC7942_0216-MONOMER,SYNPCC7942_RS01095,NC_007604.1
SYNPCC7942_1313,1340633,1342433,SYNPCC7942_1313-MONOMER,SYNPCC7942_RS06715,NC_007604.1
SYNPCC7942_2453,2530878,2531958,SYNPCC7942_2453-MONOMER,SYNPCC7942_RS12465,NC_007604.1
SYNPCC7942_0656,651273,652659,SYNPCC7942_0656-MONOMER,SYNPCC7942_RS03360,NC_007604.1
SYNPCC7942_1858,1926892,1927609,SYNPCC7942_1858-MONOMER,SYNPCC7942_RS09425,NC_007604.1
SYNPCC7942_0189,187530,189117,SYNPCC7942_0189-MONOMER,SYNPCC7942_RS00960,NC_007604.1
SYNPCC7942_1290,0,171,SYNPCC7942_1290-MONOMER,SYNPCC7942_1290,SYNPCC7942_1290
SYNPCC7942_2436,2508848,2509445,SYNPCC7942_2436-MONOMER,SYNPCC7942_RS12375,NC_007604.1
SYNPCC7942_1831,1899855,1901019,SYNPCC7942_1831-MONOMER,SYNPCC7942_RS09290,NC_007604.1
SYNPCC7942_0158,159995,161171,SYNPCC7942_0158-MONOMER,SYNPCC7942_RS00800,NC_007604.1
SYNPCC7942_1264,1287977,1289582,SYNPCC7942_1264-MONOMER,SYNPCC7942_RS06475,NC_007604.1
SYNPCC7942_2409,2481470,2482805,SYNPCC7942_2409-MONOMER,SYNPCC7942_RS12245,NC_007604.1
SYNPCC7942_0127,126389,127058,SYNPCC7942_0127-MONOMER,SYNPCC7942_RS00645,NC_007604.1
SYNPCC7942_1242,1266127,1267057,SYNPCC7942_1242-MONOMER,SYNPCC7942_RS06365,NC_007604.1
SYNPCC7942_2379,2446567,2447359,SYNPCC7942_2379-MONOMER,SYNPCC7942_RS12090,NC_007604.1
