Transcription-Units,Genes of transcription unit,Direction
TU490-3903,SYNPCC7942_0714,-
TU490-5386,SYNPCC7942_0195,+
TU490-4271,SYNPCC7942_1328,+
TU490-4636,SYNPCC7942_1931 // SYNPCC7942_1930 // SYNPCC7942_1929,+
TU490-5005,SYNPCC7942_2537 // SYNPCC7942_2536,-
TU490-3887,SYNPCC7942_0688,+
TU490-5370,SYNPCC7942_0352,-
TU490-4255,SYNPCC7942_1309 // SYNPCC7942_1308 // SYNPCC7942_1307,+
TU490-4620,SYNPCC7942_1907,-
TU490-4989,SYNPCC7942_2504,-
TU490-3871,SYNPCC7942_0659,-
TU490-5354,SYNPCC7942_R0031,-
TU490-4239,SYNPCC7942_1281 // SYNPCC7942_1280 // SYNPCC7942_1279 // SYNPCC7942_1278,-
TU490-4604,SYNPCC7942_1875,-
TU490-4973,SYNPCC7942_2474,+
TU490-3855,SYNPCC7942_0638,-
TU490-5338,SYNPCC7942_0556,-
TU490-4223,SYNPCC7942_1251,+
TU490-4588,SYNPCC7942_1844 // SYNPCC7942_1843,-
TU490-4957,SYNPCC7942_2453 // SYNPCC7942_2452 // SYNPCC7942_2451,-
TU490-3839,SYNPCC7942_0614 // SYNPCC7942_0613,-
TU490-5322,SYNPCC7942_0668,-
TU490-4207,SYNPCC7942_1225,-
TU490-4572,SYNPCC7942_1816 // SYNPCC7942_1815 // SYNPCC7942_1814,-
TU490-4941,SYNPCC7942_2435 // SYNPCC7942_2434 // SYNPCC7942_2433 // SYNPCC7942_2432,+
TU490-3823,SYNPCC7942_0587,+
TU490-5306,SYNPCC7942_0841,+
TU490-4191,SYNPCC7942_1195,+
TU490-4556,SYNPCC7942_1797,+
TU490-4925,SYNPCC7942_2410,+
TU490-3807,SYNPCC7942_0564,+
TU490-3557,SYNPCC7942_0122,-
TU490-5290,SYNPCC7942_0969,-
TU490-4175,SYNPCC7942_1164,+
TU490-4540,SYNPCC7942_1774,+
TU490-4909,SYNPCC7942_2389,-
TU490-3791,SYNPCC7942_0538,+
TU490-3541,SYNPCC7942_0097,-
TU490-5274,SYNPCC7942_1035,-
TU490-4159,SYNPCC7942_1143,+
TU490-4524,SYNPCC7942_1745,-
TU490-4893,SYNPCC7942_2361 // SYNPCC7942_2360,+
TU490-3775,SYNPCC7942_0512,-
TU490-3525,SYNPCC7942_0074,-
TU490-5258,SYNPCC7942_1148,+
TU490-4143,SYNPCC7942_1121,-
TU490-4508,SYNPCC7942_1718 // SYNPCC7942_1717,-
TU490-4877,SYNPCC7942_2332,+
TU490-3759,SYNPCC7942_0475 // SYNPCC7942_0474,-
TU490-3509,SYNPCC7942_0041,+
TU490-5242,SYNPCC7942_1264,+
TU490-4127,SYNPCC7942_1093 // SYNPCC7942_1092,-
TU490-4492,SYNPCC7942_1694,+
TU490-4861,SYNPCC7942_2305,+
TU490-3743,SYNPCC7942_0449,-
TU490-3493,SYNPCC7942_0008 // SYNPCC7942_0007 // SYNPCC7942_0006,-
TU490-5226,SYNPCC7942_1396,-
TU490-4111,SYNPCC7942_1067 // SYNPCC7942_1066 // SYNPCC7942_1065 // SYNPCC7942_1064,+
TU490-4476,SYNPCC7942_1662,-
TU490-4473,SYNPCC7942_1659,+
TU490-4842,SYNPCC7942_2273,+
TU490-3724,SYNPCC7942_0416,+
TU490-1544,SYNPCC7942_B2635,+
TU490-5207,SYNPCC7942_1518,+
TU490-4092,SYNPCC7942_1030 // SYNPCC7942_1029,+
TU490-4457,SYNPCC7942_1635,-
TU490-4826,SYNPCC7942_R0009,-
TU490-3708,SYNPCC7942_0384,-
TU490-1528,SYNPCC7942_B2654,-
TU490-5191,SYNPCC7942_1586,+
TU490-4076,SYNPCC7942_0995,+
TU490-4441,SYNPCC7942_1609,+
TU490-4810,SYNPCC7942_2209 // SYNPCC7942_2208 // SYNPCC7942_2207 // SYNPCC7942_2206 // SYNPCC7942_2205 // SYNPCC7942_2204,-
TU490-3692,SYNPCC7942_0358 // SYNPCC7942_0357,-
TU490-5175,SYNPCC7942_1709,-
TU490-4060,SYNPCC7942_0965 // SYNPCC7942_0964,+
TU490-4425,SYNPCC7942_1572,+
TU490-4794,SYNPCC7942_2182,-
TU490-3676,SYNPCC7942_0333,+
TU490-5159,SYNPCC7942_1849,+
TU490-4044,SYNPCC7942_0939,+
TU490-4409,SYNPCC7942_1549,+
TU490-4777,SYNPCC7942_2157,-
TU490-3660,SYNPCC7942_0306,-
TU490-5143,SYNPCC7942_2012,+
TU490-4028,SYNPCC7942_0909,+
TU490-4393,SYNPCC7942_1525,+
TU490-4761,SYNPCC7942_2133,-
TU490-3644,SYNPCC7942_0282 // SYNPCC7942_0281 // SYNPCC7942_0280,-
TU490-5127,SYNPCC7942_2112,-
TU490-4012,SYNPCC7942_0887,-
TU490-4377,SYNPCC7942_1504,+
TU490-4745,SYNPCC7942_2103,-
TU490-3628,SYNPCC7942_0245 // SYNPCC7942_0244,-
TU490-5111,SYNPCC7942_2191,-
TU490-3996,SYNPCC7942_0862,+
TU490-4361,SYNPCC7942_1465,+
TU490-4729,SYNPCC7942_2073,+
TU490-3612,SYNPCC7942_0220 // SYNPCC7942_0219,-
TU490-5095,SYNPCC7942_2326,+
TU490-3980,SYNPCC7942_0835,+
TU490-4345,SYNPCC7942_1444 // SYNPCC7942_1443,+
TU490-4713,SYNPCC7942_2047 // SYNPCC7942_2046,+
TU490-3596,SYNPCC7942_0193,-
TU490-5079,SYNPCC7942_2466,+
TU490-3964,SYNPCC7942_0810 // SYNPCC7942_0809,+
TU490-4329,SYNPCC7942_1421,+
TU490-4697,SYNPCC7942_2023,-
TU490-3580,SYNPCC7942_0161,+
TU490-5063,SYNPCC7942_2558,+
TU490-3948,SYNPCC7942_0787,+
TU490-5485,SYNPCC7942_2156,-
TU490-4313,SYNPCC7942_1390,-
TU490-4681,SYNPCC7942_1997,-
TU490-5047,SYNPCC7942_2608,+
TU490-3932,SYNPCC7942_0765,+
TU490-5415,SYNPCC7942_0013,+
TU490-4297,SYNPCC7942_1370,+
TU490-4665,SYNPCC7942_1972,-
TU490-5031,SYNPCC7942_2580 // SYNPCC7942_2579 // SYNPCC7942_2578 // SYNPCC7942_2577,-
TU490-3916,SYNPCC7942_0730,+
TU490-5399,SYNPCC7942_R0027,+
TU490-4284,SYNPCC7942_1353,+
TU490-4649,SYNPCC7942_1950,+
TU490-5015,SYNPCC7942_2547,+
TU490-3900,SYNPCC7942_0709,+
TU490-5383,SYNPCC7942_0214,+
TU490-4268,SYNPCC7942_1325,+
TU490-4633,SYNPCC7942_1925 // SYNPCC7942_1924,-
TU490-5002,SYNPCC7942_2528 // SYNPCC7942_2527 // SYNPCC7942_2526 // SYNPCC7942_2525,+
TU490-3884,SYNPCC7942_0684,+
TU490-5367,SYNPCC7942_0360,-
TU490-4252,SYNPCC7942_1304 // SYNPCC7942_1303,-
TU490-4617,SYNPCC7942_1901,-
TU490-4986,SYNPCC7942_2500 // SYNPCC7942_2499 // SYNPCC7942_2498,-
TU490-3868,SYNPCC7942_0656 // SYNPCC7942_0655,+
TU490-5351,SYNPCC7942_0453,+
TU490-4236,SYNPCC7942_1271,-
TU490-4601,SYNPCC7942_1871,+
TU490-4970,SYNPCC7942_2470,+
TU490-3852,SYNPCC7942_0633,-
TU490-5335,SYNPCC7942_0573,-
TU490-4220,SYNPCC7942_1245,+
TU490-4585,SYNPCC7942_1839,-
TU490-4954,SYNPCC7942_2448,+
TU490-3836,SYNPCC7942_0609,+
TU490-5319,SYNPCC7942_0677,-
TU490-4204,SYNPCC7942_1218,-
TU490-4569,SYNPCC7942_1811,+
TU490-4938,SYNPCC7942_2425,-
TU490-3820,SYNPCC7942_R0004,+
TU490-5303,SYNPCC7942_0872,+
TU490-4188,SYNPCC7942_1192,-
TU490-4553,SYNPCC7942_1792,+
TU490-4922,SYNPCC7942_2407 // SYNPCC7942_2406,+
TU490-3804,SYNPCC7942_0560 // SYNPCC7942_0559,-
TU490-3554,SYNPCC7942_0118,+
TU490-5287,SYNPCC7942_0972,+
TU490-4172,SYNPCC7942_1159,-
TU490-4537,SYNPCC7942_1769 // SYNPCC7942_1768,+
TU490-4906,SYNPCC7942_2386 // SYNPCC7942_2385 // SYNPCC7942_2384,+
TU490-3788,SYNPCC7942_0535,-
TU490-3538,SYNPCC7942_0094 // SYNPCC7942_0093,+
TU490-5271,SYNPCC7942_1041,-
TU490-4156,SYNPCC7942_1139,-
TU490-4521,SYNPCC7942_1742,+
TU490-4890,SYNPCC7942_2356,-
TU490-3772,SYNPCC7942_0505,-
TU490-3522,SYNPCC7942_0068 // SYNPCC7942_0067 // SYNPCC7942_0066,-
TU490-5255,SYNPCC7942_1165,-
TU490-4140,SYNPCC7942_1117,+
TU490-4505,SYNPCC7942_1712 // SYNPCC7942_1711 // SYNPCC7942_1710,+
TU490-4874,SYNPCC7942_2324 // SYNPCC7942_2323,+
TU490-3756,SYNPCC7942_0471,+
TU490-3506,SYNPCC7942_0038,+
TU490-5239,SYNPCC7942_1291,+
TU490-4124,SYNPCC7942_1085,+
TU490-4489,SYNPCC7942_1691 // SYNPCC7942_1690 // SYNPCC7942_1689,+
TU490-4858,SYNPCC7942_2301,+
TU490-3740,SYNPCC7942_0444 // SYNPCC7942_0443,-
TU490-3490,SYNPCC7942_0002 // SYNPCC7942_0001,+
TU490-5223,SYNPCC7942_1405,+
TU490-4108,SYNPCC7942_1059,+
TU490-4470,SYNPCC7942_1653,-
TU490-4839,SYNPCC7942_2263 // SYNPCC7942_2262 // SYNPCC7942_2261,-
TU490-3721,SYNPCC7942_0406,+
TU490-1541,SYNPCC7942_B2656,-
TU490-5204,SYNPCC7942_1529,+
TU490-4089,SYNPCC7942_1018,+
TU490-4454,SYNPCC7942_1632,+
TU490-4823,SYNPCC7942_2240,+
TU490-3705,SYNPCC7942_0380 // SYNPCC7942_0379,+
TU490-1525,SYNPCC7942_B2615,-
TU490-5188,SYNPCC7942_1606,+
TU490-4073,SYNPCC7942_0989,-
TU490-4438,SYNPCC7942_1602,+
TU490-4807,SYNPCC7942_2200,-
TU490-3689,SYNPCC7942_0351 // SYNPCC7942_0350,+
TU490-5172,SYNPCC7942_1724,-
TU490-4057,SYNPCC7942_0960,+
TU490-4422,SYNPCC7942_1569,-
TU490-4791,SYNPCC7942_2179,-
TU490-3673,SYNPCC7942_0327,-
TU490-5156,SYNPCC7942_1866,-
TU490-4041,SYNPCC7942_0936 // SYNPCC7942_0935,-
TU490-4406,SYNPCC7942_1546,+
TU490-4774,SYNPCC7942_2152 // SYNPCC7942_2151,-
TU490-3657,SYNPCC7942_0303,+
TU490-5140,SYNPCC7942_2018,+
TU490-4025,SYNPCC7942_0906,+
TU490-4390,SYNPCC7942_1522,+
TU490-4758,SYNPCC7942_2123,-
TU490-3641,SYNPCC7942_0275 // SYNPCC7942_0274 // SYNPCC7942_0273,+
TU490-5124,SYNPCC7942_2127,+
TU490-4009,SYNPCC7942_0883,-
TU490-4374,SYNPCC7942_1499,-
TU490-4742,SYNPCC7942_2095,+
TU490-3625,SYNPCC7942_0240,-
TU490-5108,SYNPCC7942_R0010,+
TU490-3993,SYNPCC7942_0855,+
TU490-4358,SYNPCC7942_1461 // SYNPCC7942_1462,-
TU490-4726,SYNPCC7942_2070 // SYNPCC7942_2069 // SYNPCC7942_2068,-
TU490-3609,SYNPCC7942_0217,+
TU490-5092,SYNPCC7942_2344,+
TU490-3977,SYNPCC7942_0830,+
TU490-4342,SYNPCC7942_1441,-
TU490-4710,SYNPCC7942_2043,-
TU490-3593,SYNPCC7942_0186 // SYNPCC7942_0185,+
TU490-5076,SYNPCC7942_2490,-
TU490-3961,SYNPCC7942_0801,+
TU490-4326,SYNPCC7942_1417 // SYNPCC7942_1416,+
TU490-4694,SYNPCC7942_2019,-
TU490-3577,SYNPCC7942_0157,-
TU490-5060,SYNPCC7942_2561,-
TU490-3945,SYNPCC7942_0783 // SYNPCC7942_0782,-
TU490-5482,SYNPCC7942_2175,-
TU490-4310,SYNPCC7942_1387,+
TU490-4678,SYNPCC7942_1994 // SYNPCC7942_1993,+
TU490-5044,SYNPCC7942_2605,-
TU490-3929,SYNPCC7942_0761,-
TU490-5412,SYNPCC7942_0026,-
TU490-4294,SYNPCC7942_1366,-
TU490-4662,SYNPCC7942_1968,+
TU490-5028,SYNPCC7942_R0022 // SYNPCC7942_R0021,-
TU490-3913,SYNPCC7942_0724,+
TU490-5396,SYNPCC7942_0146,+
TU490-4281,SYNPCC7942_1346 // SYNPCC7942_1345 // SYNPCC7942_1344 // SYNPCC7942_1343,+
TU490-4646,SYNPCC7942_1947,-
TU490-5012,SYNPCC7942_2544 // SYNPCC7942_2543 // SYNPCC7942_2542,-
TU490-3897,SYNPCC7942_0705 // SYNPCC7942_0704 // SYNPCC7942_0703 // SYNPCC7942_0702 // SYNPCC7942_0701,+
TU490-5380,SYNPCC7942_0255,-
TU490-4265,SYNPCC7942_1321,-
TU490-4630,SYNPCC7942_1920,-
TU490-4999,SYNPCC7942_2521 // SYNPCC7942_2520,-
TU490-3881,SYNPCC7942_0679,+
TU490-5364,SYNPCC7942_0389,+
TU490-4249,SYNPCC7942_1298,+
TU490-4614,SYNPCC7942_1894 // SYNPCC7942_1893,-
TU490-4983,SYNPCC7942_2488,+
TU490-3865,SYNPCC7942_0649,-
TU490-5348,SYNPCC7942_0476,+
TU490-4233,SYNPCC7942_1268,-
TU490-4598,SYNPCC7942_1865,+
TU490-4967,SYNPCC7942_2465,-
TU490-3849,SYNPCC7942_0628,+
TU490-5332,SYNPCC7942_0583,+
TU490-4217,SYNPCC7942_1240,-
TU490-4582,SYNPCC7942_1835,+
TU490-4951,SYNPCC7942_2445,-
TU490-3833,SYNPCC7942_0606 // SYNPCC7942_0605,-
TU490-5316,SYNPCC7942_0700,-
TU490-4201,SYNPCC7942_1215 // SYNPCC7942_1214,+
TU490-4566,SYNPCC7942_1807,+
TU490-4935,SYNPCC7942_2421,-
TU490-3817,SYNPCC7942_0584,-
TU490-5300,SYNPCC7942_0892,-
TU490-4185,SYNPCC7942_1188,+
TU490-4550,SYNPCC7942_1787 // SYNPCC7942_1786 // SYNPCC7942_1785,-
TU490-4919,SYNPCC7942_2402,+
TU490-3801,SYNPCC7942_0555,+
TU490-3551,SYNPCC7942_0114 // SYNPCC7942_0113,+
TU490-5284,SYNPCC7942_0978,+
TU490-4169,SYNPCC7942_1155,+
TU490-4534,SYNPCC7942_1765,-
TU490-4903,SYNPCC7942_2380,-
TU490-3785,SYNPCC7942_0528,-
TU490-3535,SYNPCC7942_0089,-
TU490-5268,SYNPCC7942_1084,-
TU490-4153,SYNPCC7942_1133,-
TU490-4518,SYNPCC7942_1738 // SYNPCC7942_1737 // SYNPCC7942_1736,+
TU490-4887,SYNPCC7942_2349,+
TU490-3769,SYNPCC7942_0497 // SYNPCC7942_0496,-
TU490-3519,SYNPCC7942_0062 // SYNPCC7942_0061 // SYNPCC7942_0060,-
TU490-5252,SYNPCC7942_1191,+
TU490-4137,SYNPCC7942_1110,+
TU490-4502,SYNPCC7942_1706,+
TU490-4871,SYNPCC7942_2316,+
TU490-3753,SYNPCC7942_0465,-
TU490-3503,SYNPCC7942_0031 // SYNPCC7942_0030 // SYNPCC7942_0029 // SYNPCC7942_0028 // SYNPCC7942_0027,+
TU490-5236,SYNPCC7942_1299,-
TU490-4121,SYNPCC7942_1081 // SYNPCC7942_1080,+
TU490-4486,SYNPCC7942_1685 // SYNPCC7942_1684 // SYNPCC7942_1683,+
TU490-4855,SYNPCC7942_2296,-
TU490-3737,SYNPCC7942_0440,-
TU490-3487,SYNPCC7942_B2633,+
TU490-5220,SYNPCC7942_1418,-
TU490-4105,SYNPCC7942_1052,+
TU490-4102,SYNPCC7942_1049,+
TU490-4467,SYNPCC7942_1646,+
TU490-4836,SYNPCC7942_2257,-
TU490-3718,SYNPCC7942_0401,-
TU490-1538,SYNPCC7942_B2652 // SYNPCC7942_B2631,+
TU490-5201,SYNPCC7942_1553,+
TU490-4086,SYNPCC7942_1012 // SYNPCC7942_1011 // SYNPCC7942_1010 // SYNPCC7942_1009,-
TU490-4451,SYNPCC7942_1628,+
TU490-4820,SYNPCC7942_2237 // SYNPCC7942_2236,-
TU490-4990,SYNPCC7942_2507 // SYNPCC7942_2506,-
TU490-3702,SYNPCC7942_0374,-
TU490-3872,SYNPCC7942_0661 // SYNPCC7942_0660,+
TU490-5185,SYNPCC7942_1648,-
TU490-5355,SYNPCC7942_0424,+
TU490-4070,SYNPCC7942_0986,+
TU490-4240,SYNPCC7942_1285 // SYNPCC7942_1284 // SYNPCC7942_1283 // SYNPCC7942_1282,-
TU490-4435,SYNPCC7942_1592,+
TU490-4605,SYNPCC7942_1876,-
TU490-4804,SYNPCC7942_2196 // SYNPCC7942_2195,-
TU490-4974,SYNPCC7942_2475,+
TU490-3686,SYNPCC7942_0347,+
TU490-3856,SYNPCC7942_0639,+
TU490-5169,SYNPCC7942_1770,-
TU490-5339,SYNPCC7942_0553,-
TU490-4054,SYNPCC7942_0957 // SYNPCC7942_0956,+
TU490-4224,SYNPCC7942_1252,+
TU490-4419,SYNPCC7942_1566 // SYNPCC7942_1565,+
TU490-4589,SYNPCC7942_1846,-
TU490-4788,SYNPCC7942_2175,-
TU490-4958,SYNPCC7942_2454,-
TU490-3670,SYNPCC7942_0324 // SYNPCC7942_0323 // SYNPCC7942_0322,-
TU490-3840,SYNPCC7942_0615,+
TU490-5153,SYNPCC7942_1895,+
TU490-5323,SYNPCC7942_0665,-
TU490-4038,SYNPCC7942_0925,-
TU490-4208,SYNPCC7942_R0046,-
TU490-4403,SYNPCC7942_1541,-
TU490-4573,SYNPCC7942_1817,-
TU490-4771,SYNPCC7942_2148,+
TU490-4942,SYNPCC7942_2436,-
TU490-3654,SYNPCC7942_0296,+
TU490-3824,SYNPCC7942_0589,+
TU490-5137,SYNPCC7942_2053,+
TU490-5307,SYNPCC7942_0831,-
TU490-4022,SYNPCC7942_0903,-
TU490-4192,SYNPCC7942_1196,+
TU490-4387,SYNPCC7942_1517,-
TU490-4557,SYNPCC7942_1798,+
TU490-4755,SYNPCC7942_2119,-
TU490-4926,SYNPCC7942_2411,+
TU490-3638,SYNPCC7942_0266,-
TU490-3808,SYNPCC7942_0566 // SYNPCC7942_0565,+
TU490-5121,SYNPCC7942_2132,+
TU490-3558,SYNPCC7942_0123,-
TU490-4006,SYNPCC7942_0877,+
TU490-5291,SYNPCC7942_0966,-
TU490-4371,SYNPCC7942_1491 // SYNPCC7942_1490 // SYNPCC7942_1489,+
TU490-4176,SYNPCC7942_1169 // SYNPCC7942_1168 // SYNPCC7942_1167,-
TU490-4739,SYNPCC7942_2092 // SYNPCC7942_2091,+
TU490-4541,SYNPCC7942_1775,+
TU490-3622,SYNPCC7942_0235,+
TU490-4910,SYNPCC7942_2390,+
TU490-5105,SYNPCC7942_2266,-
TU490-3792,SYNPCC7942_0541 // SYNPCC7942_0540 // SYNPCC7942_0539,+
TU490-3990,SYNPCC7942_0851,+
TU490-3542,SYNPCC7942_0098,-
TU490-4355,SYNPCC7942_1459,-
TU490-5275,SYNPCC7942_1031,-
TU490-4723,SYNPCC7942_2063,-
TU490-4160,SYNPCC7942_1144,+
TU490-3606,SYNPCC7942_0212,+
TU490-4525,SYNPCC7942_1746,-
TU490-5089,SYNPCC7942_2347,-
TU490-4894,SYNPCC7942_2362,+
TU490-3974,SYNPCC7942_0827,-
TU490-3776,SYNPCC7942_0516 // SYNPCC7942_0515 // SYNPCC7942_0514 // SYNPCC7942_0513,-
TU490-4339,SYNPCC7942_1438,-
TU490-3526,SYNPCC7942_0076 // SYNPCC7942_0075,+
TU490-4707,SYNPCC7942_2039,-
TU490-5259,SYNPCC7942_1138,+
TU490-3590,SYNPCC7942_0181 // SYNPCC7942_0180,-
TU490-4144,SYNPCC7942_1122,+
TU490-5073,SYNPCC7942_2505,+
TU490-4509,SYNPCC7942_1719,-
TU490-3958,SYNPCC7942_0797,+
TU490-4878,SYNPCC7942_2334 // SYNPCC7942_2333,-
TU490-4323,SYNPCC7942_1412 // SYNPCC7942_1411,-
TU490-3760,SYNPCC7942_0479 // SYNPCC7942_0478 // SYNPCC7942_0477,-
TU490-4691,SYNPCC7942_2011,-
TU490-3510,SYNPCC7942_0043 // SYNPCC7942_0042,-
TU490-3574,SYNPCC7942_0153 // SYNPCC7942_0152,-
TU490-5243,SYNPCC7942_1255,-
TU490-5057,SYNPCC7942_2585,-
TU490-4128,SYNPCC7942_1094,-
TU490-3942,SYNPCC7942_0779,+
TU490-4493,SYNPCC7942_1695,+
TU490-5479,SYNPCC7942_1488 // SYNPCC7942_1489 // SYNPCC7942_1490 // SYNPCC7942_1491,+
TU490-4862,SYNPCC7942_2307 // SYNPCC7942_2306,+
TU490-4307,SYNPCC7942_1382,+
TU490-3744,SYNPCC7942_0450,-
TU490-4675,SYNPCC7942_1990,-
TU490-3494,SYNPCC7942_0010,-
TU490-5041,SYNPCC7942_2600,-
TU490-5227,SYNPCC7942_1392,-
TU490-3926,SYNPCC7942_0756,+
TU490-4112,SYNPCC7942_1068,+
TU490-5409,SYNPCC7942_0036,+
TU490-4477,SYNPCC7942_1663,-
TU490-4291,SYNPCC7942_1363,+
TU490-4474,SYNPCC7942_1660,+
TU490-4659,SYNPCC7942_1964 // SYNPCC7942_1963,-
TU490-4843,SYNPCC7942_2274,+
TU490-5025,SYNPCC7942_2572,-
TU490-3725,SYNPCC7942_0417,+
TU490-3910,SYNPCC7942_0721,-
TU490-1545,SYNPCC7942_B2636,+
TU490-5393,SYNPCC7942_0151,+
TU490-5208,SYNPCC7942_1509,+
TU490-4278,SYNPCC7942_1340,-
TU490-4093,SYNPCC7942_1034 // SYNPCC7942_1033 // SYNPCC7942_1032,+
TU490-4643,SYNPCC7942_1942,+
TU490-4458,SYNPCC7942_1636,-
TU490-3894,SYNPCC7942_0697,-
TU490-4827,SYNPCC7942_2245 // SYNPCC7942_2244,-
TU490-5377,SYNPCC7942_0267,+
TU490-3709,SYNPCC7942_0385,-
TU490-4262,SYNPCC7942_1318 // SYNPCC7942_1317,+
TU490-1529,SYNPCC7942_B2661,-
TU490-4627,SYNPCC7942_1917,+
TU490-5192,SYNPCC7942_1583,+
TU490-4996,SYNPCC7942_2516,-
TU490-4077,SYNPCC7942_0996,+
TU490-3878,SYNPCC7942_0673 // SYNPCC7942_0672,+
TU490-4442,SYNPCC7942_1612 // SYNPCC7942_1611 // SYNPCC7942_1610,-
TU490-5361,SYNPCC7942_0407,-
TU490-4811,SYNPCC7942_2210,-
TU490-4246,SYNPCC7942_1293,-
TU490-3693,SYNPCC7942_0361,+
TU490-4611,SYNPCC7942_1888 // SYNPCC7942_1887,+
TU490-5176,SYNPCC7942_1703,-
TU490-4980,SYNPCC7942_2484,-
TU490-4061,SYNPCC7942_0967,+
TU490-3862,SYNPCC7942_0646 // SYNPCC7942_0645,+
TU490-4426,SYNPCC7942_1573,+
TU490-5345,SYNPCC7942_0489,-
TU490-4795,SYNPCC7942_2183,-
TU490-4230,SYNPCC7942_1263,-
TU490-3677,SYNPCC7942_0335 // SYNPCC7942_0334,+
TU490-4595,SYNPCC7942_1860,-
TU490-5160,SYNPCC7942_1845,+
TU490-4964,SYNPCC7942_2461,-
TU490-4045,SYNPCC7942_0940,-
TU490-3846,SYNPCC7942_0625 // SYNPCC7942_0624 // SYNPCC7942_0623,+
TU490-4410,SYNPCC7942_1550,+
TU490-5329,SYNPCC7942_0597,-
TU490-4778,SYNPCC7942_2158,+
TU490-4214,SYNPCC7942_1235,-
TU490-3661,SYNPCC7942_0309 // SYNPCC7942_0308 // SYNPCC7942_0307,-
TU490-4579,SYNPCC7942_1831,-
TU490-5144,SYNPCC7942_1998,+
TU490-4948,SYNPCC7942_2441,-
TU490-4029,SYNPCC7942_0911 // SYNPCC7942_0910,+
TU490-3830,SYNPCC7942_0600,-
TU490-4394,SYNPCC7942_1526,+
TU490-5313,SYNPCC7942_0754,-
TU490-4762,SYNPCC7942_2134,-
TU490-4198,SYNPCC7942_1208 // SYNPCC7942_1207,-
TU490-3645,SYNPCC7942_0283,-
TU490-4563,SYNPCC7942_1804,-
TU490-5128,SYNPCC7942_2111,+
TU490-4932,SYNPCC7942_2418,-
TU490-4013,SYNPCC7942_0889 // SYNPCC7942_0888,-
TU490-3814,SYNPCC7942_0579 // SYNPCC7942_0578,+
TU490-4378,SYNPCC7942_1505,-
TU490-3564,SYNPCC7942_0131,-
TU490-4746,SYNPCC7942_2107 // SYNPCC7942_2106 // SYNPCC7942_2105 // SYNPCC7942_2104,-
TU490-5297,SYNPCC7942_0917,-
TU490-3629,SYNPCC7942_0251 // SYNPCC7942_0250 // SYNPCC7942_0249 // SYNPCC7942_0248 // SYNPCC7942_0247 // SYNPCC7942_0246,+
TU490-4182,SYNPCC7942_1182 // SYNPCC7942_1181 // SYNPCC7942_1180,+
TU490-5112,SYNPCC7942_2177,+
TU490-4547,SYNPCC7942_1782,-
TU490-3997,SYNPCC7942_0863,+
TU490-4916,SYNPCC7942_2399 // SYNPCC7942_2398 // SYNPCC7942_2397 // SYNPCC7942_2396,-
TU490-4362,SYNPCC7942_1467 // SYNPCC7942_1466,+
TU490-3798,SYNPCC7942_0551,+
TU490-4730,SYNPCC7942_2076 // SYNPCC7942_2075 // SYNPCC7942_2074,+
TU490-3548,SYNPCC7942_0110 // SYNPCC7942_0109,+
TU490-3613,SYNPCC7942_0222 // SYNPCC7942_0221,+
TU490-5281,SYNPCC7942_0998,+
TU490-5096,SYNPCC7942_2325,-
TU490-4166,SYNPCC7942_1151,-
TU490-3981,SYNPCC7942_0837 // SYNPCC7942_0836,-
TU490-4531,SYNPCC7942_1760,+
TU490-4346,SYNPCC7942_1445,-
TU490-4900,SYNPCC7942_2373 // SYNPCC7942_2372 // SYNPCC7942_2371,-
TU490-4714,SYNPCC7942_2049 // SYNPCC7942_2048,-
TU490-3782,SYNPCC7942_0523,-
TU490-3597,SYNPCC7942_0194,-
TU490-3532,SYNPCC7942_0084 // SYNPCC7942_0083 // SYNPCC7942_0082,+
TU490-5080,SYNPCC7942_2427,+
TU490-5265,SYNPCC7942_1095,+
TU490-3965,SYNPCC7942_0811,+
TU490-4150,SYNPCC7942_1130,+
TU490-4330,SYNPCC7942_1422,+
TU490-4515,SYNPCC7942_1733 // SYNPCC7942_1732 // SYNPCC7942_1731,-
TU490-4698,SYNPCC7942_2024,-
TU490-4884,SYNPCC7942_2342,-
TU490-3581,SYNPCC7942_0166 // SYNPCC7942_0165 // SYNPCC7942_0164 // SYNPCC7942_0163 // SYNPCC7942_0162,+
TU490-3766,SYNPCC7942_0490,+
TU490-5064,SYNPCC7942_2550,+
TU490-3516,SYNPCC7942_0052 // SYNPCC7942_0051,-
TU490-3949,SYNPCC7942_0788,-
TU490-5249,SYNPCC7942_1226,+
TU490-5486,SYNPCC7942_0127,+
TU490-4134,SYNPCC7942_1106,-
TU490-4314,SYNPCC7942_1393,+
TU490-4499,SYNPCC7942_1702,+
TU490-4682,SYNPCC7942_1999,-
TU490-4868,SYNPCC7942_2313,-
TU490-5048,SYNPCC7942_2609,+
TU490-3750,SYNPCC7942_0461,-
TU490-3933,SYNPCC7942_0766,+
TU490-3500,SYNPCC7942_0020 // SYNPCC7942_0019,+
TU490-5416,SYNPCC7942_0009,+
TU490-5233,SYNPCC7942_1371,-
TU490-4298,SYNPCC7942_1373,-
TU490-4118,SYNPCC7942_1076,-
TU490-4666,SYNPCC7942_1973,-
TU490-4483,SYNPCC7942_1675,-
TU490-5032,SYNPCC7942_R0023,-
TU490-4852,SYNPCC7942_2287,-
TU490-3917,SYNPCC7942_0731,+
